structure.c.,Dates_x
45.49968495,2018/8/7 11:10
45.50537323,2018/8/7 11:11
45.50633921,2018/8/7 11:12
45.50408713,2018/8/7 11:13
45.49284885,2018/8/7 11:14
45.50274817,2018/8/7 11:15
45.4888079,2018/8/7 11:16
45.48064683,2018/8/7 11:17
45.45770437,2018/8/7 11:18
45.45682979,2018/8/7 11:20
45.45851792,2018/8/7 11:21
45.46924866,2018/8/7 11:22
45.45901248,2018/8/7 11:23
45.4834832,2018/8/7 11:24
45.45690811,2018/8/7 11:25
45.45033522,2018/8/7 11:28
45.41628956,2018/8/7 11:29
45.38979988,2018/8/7 13:30
45.34789715,2018/8/7 13:31
45.34554175,2018/8/7 13:33
45.32723675,2018/8/7 13:34
45.31452334,2018/8/7 13:36
45.30790234,2018/8/7 13:37
45.2995515,2018/8/7 13:38
45.31059307,2018/8/7 13:39
45.3070616,2018/8/7 13:40
45.30118044,2018/8/7 13:42
45.29220781,2018/8/7 13:44
45.28379539,2018/8/7 13:45
45.28780956,2018/8/7 13:46
45.27464587,2018/8/7 13:47
45.28091119,2018/8/7 13:49
45.2952596,2018/8/7 13:52
45.29525891,2018/8/7 13:53
45.28118984,2018/8/7 13:56
45.2520764,2018/8/7 13:57
45.24578701,2018/8/7 13:59
45.24699434,2018/8/7 14:00
45.22120232,2018/8/7 14:01
45.20609342,2018/8/7 14:02
45.2249574,2018/8/7 14:04
45.2282074,2018/8/7 14:05
45.27259982,2018/8/7 14:06
45.32988169,2018/8/7 14:07
45.35813887,2018/8/7 14:08
45.36509383,2018/8/7 14:09
45.37680196,2018/8/7 14:10
45.37694616,2018/8/7 14:11
45.36855914,2018/8/7 14:12
45.36197932,2018/8/7 14:13
45.33738838,2018/8/7 14:14
45.3236506,2018/8/7 14:15
45.33236853,2018/8/7 14:16
45.33953489,2018/8/7 14:17
45.342052,2018/8/7 14:18
45.32774888,2018/8/7 14:20
45.31526101,2018/8/7 14:21
45.24553864,2018/8/7 14:22
45.26877473,2018/8/7 14:23
45.27500867,2018/8/7 14:24
45.29200239,2018/8/7 14:25
45.27423485,2018/8/7 14:26
45.22419838,2018/8/7 14:27
45.20243336,2018/8/7 14:28
45.20042982,2018/8/7 14:29
45.17746415,2018/8/7 14:31
45.17693249,2018/8/7 14:33
45.1748063,2018/8/7 14:34
45.17355957,2018/8/7 14:35
45.18699715,2018/8/7 14:36
45.23884503,2018/8/7 14:37
45.45909136,2018/8/7 14:38
45.45759099,2018/8/7 14:42
45.44484203,2018/8/7 14:43
45.39727234,2018/8/7 14:44
45.52681867,2018/8/7 14:45
45.47982553,2018/8/7 14:46
45.48909258,2018/8/7 14:47
45.48448499,2018/8/7 14:48
45.50149235,2018/8/7 14:49
45.51047531,2018/8/7 14:50
45.53663216,2018/8/7 14:51
45.53584591,2018/8/7 14:52
45.5294545,2018/8/7 14:53
45.5702436,2018/8/7 14:54
45.55769665,2018/8/7 14:55
45.7357795,2018/8/7 14:56
45.80797384,2018/8/7 14:58
45.79977197,2018/8/7 14:59
45.74880594,2018/8/7 15:00
45.83158116,2018/8/7 15:01
45.89671668,2018/8/7 15:04
45.83783935,2018/8/7 15:05
45.84153955,2018/8/7 15:06
45.83976304,2018/8/7 15:07
45.88761965,2018/8/7 15:08
45.88304597,2018/8/7 15:09
45.89294802,2018/8/7 15:10
45.90895533,2018/8/7 15:11
45.91327833,2018/8/7 15:12
45.95756151,2018/8/7 15:13
45.96077818,2018/8/7 15:14
45.9549952,2018/8/7 15:15
45.96539026,2018/8/7 15:16
45.98472624,2018/8/7 15:17
45.99752285,2018/8/7 15:18
45.9819803,2018/8/7 15:19
45.97753948,2018/8/7 15:20
45.97439862,2018/8/7 15:21
45.97244311,2018/8/7 15:23
45.99415897,2018/8/7 15:24
46.01009856,2018/8/7 15:25
46.01682368,2018/8/7 15:26
46.01291584,2018/8/7 15:27
45.97468864,2018/8/7 15:28
45.98873968,2018/8/7 15:29
46.01924284,2018/8/7 20:01
46.03501651,2018/8/7 20:04
46.03253488,2018/8/7 20:06
46.03889286,2018/8/7 20:08
46.0314511,2018/8/7 20:09
46.0202264,2018/8/7 20:10
46.00482113,2018/8/7 20:11
45.98935034,2018/8/7 20:12
46.04503133,2018/8/7 20:15
46.03710092,2018/8/7 20:16
46.04835266,2018/8/7 20:20
46.0710499,2018/8/7 20:21
46.08260505,2018/8/7 20:23
46.06980457,2018/8/7 20:28
46.06666072,2018/8/7 20:30
46.13004618,2018/8/7 20:31
46.14087615,2018/8/7 20:32
46.20327584,2018/8/7 20:33
46.19181803,2018/8/7 20:36
46.26118953,2018/8/7 20:39
46.23558414,2018/8/7 20:40
46.19115984,2018/8/7 20:53
46.10351778,2018/8/7 20:57
46.12910408,2018/8/7 20:59
46.13204842,2018/8/7 21:01
46.16709995,2018/8/7 21:06
46.16367145,2018/8/7 21:09
46.19639498,2018/8/7 21:11
46.27018018,2018/8/7 21:12
46.26976967,2018/8/7 21:14
46.28186728,2018/8/7 21:15
46.27481618,2018/8/7 21:17
46.31257241,2018/8/7 21:18
46.28338988,2018/8/7 21:20
46.22094869,2018/8/7 21:24
46.23669926,2018/8/7 21:26
46.24858097,2018/8/7 21:27
46.27528973,2018/8/7 21:32
46.30086241,2018/8/7 21:35
46.30781298,2018/8/7 21:37
46.32143868,2018/8/7 21:40
46.41947183,2018/8/7 21:41
46.4047488,2018/8/7 21:42
46.38200033,2018/8/7 21:43
46.43280876,2018/8/7 21:44
46.42855192,2018/8/7 21:45
46.46269286,2018/8/7 21:46
46.44451739,2018/8/7 21:48
46.4320195,2018/8/7 21:50
46.42606259,2018/8/7 21:55
46.39369235,2018/8/7 21:59
46.36410461,2018/8/7 22:00
46.42012164,2018/8/7 22:02
46.39479839,2018/8/7 22:08
46.46066305,2018/8/7 22:10
46.43885086,2018/8/7 22:14
46.49517335,2018/8/7 22:15
46.46960587,2018/8/7 22:17
46.44041091,2018/8/7 22:21
46.43366201,2018/8/7 22:24
46.43723878,2018/8/7 22:25
46.4409214,2018/8/7 22:31
46.41762238,2018/8/7 22:44
46.48827255,2018/8/7 22:51
46.50622402,2018/8/7 22:54
46.48899081,2018/8/7 22:56
46.49776121,2018/8/7 23:02
46.45951859,2018/8/7 23:05
46.46817172,2018/8/7 23:07
46.48800208,2018/8/7 23:20
46.45111544,2018/8/7 23:28
46.43488618,2018/8/7 23:34
46.43512272,2018/8/7 23:35
46.38693027,2018/8/7 23:53
46.4195922,2018/8/8 0:20
46.40710796,2018/8/8 0:21
46.37592299,2018/8/8 0:31
46.4155104,2018/8/8 0:42
46.43080875,2018/8/8 0:44
46.4054455,2018/8/8 0:45
46.39809159,2018/8/8 0:59
46.46622613,2018/8/8 1:02
46.49407621,2018/8/8 1:03
46.52803768,2018/8/8 1:04
46.53971952,2018/8/8 1:05
46.4948271,2018/8/8 1:15
46.55387961,2018/8/8 1:18
46.59125772,2018/8/8 1:19
46.65156384,2018/8/8 1:25
46.67944781,2018/8/8 1:42
46.70587899,2018/8/8 2:04
46.70005654,2018/8/8 2:06
46.72110723,2018/8/8 2:22
46.82012268,2018/8/8 2:27
46.62255411,2018/8/8 9:00
46.76516441,2018/8/8 9:01
46.82190218,2018/8/8 9:02
46.76061539,2018/8/8 9:04
46.7271849,2018/8/8 9:05
46.72105074,2018/8/8 9:07
46.76958007,2018/8/8 9:08
46.77930077,2018/8/8 9:09
46.80111232,2018/8/8 9:10
46.80813118,2018/8/8 9:11
46.82241035,2018/8/8 9:12
46.82783793,2018/8/8 9:13
46.8314812,2018/8/8 9:14
46.80601575,2018/8/8 9:15
46.78599924,2018/8/8 9:16
46.72423038,2018/8/8 9:17
46.72746709,2018/8/8 9:18
46.72138662,2018/8/8 9:19
46.73181747,2018/8/8 9:20
46.73586181,2018/8/8 9:21
46.73565096,2018/8/8 9:22
46.71866619,2018/8/8 9:23
46.71883992,2018/8/8 9:24
46.71336225,2018/8/8 9:25
46.67912471,2018/8/8 9:26
46.68223257,2018/8/8 9:27
46.68578706,2018/8/8 9:30
46.71305325,2018/8/8 9:31
46.74760625,2018/8/8 9:32
46.81367501,2018/8/8 9:33
46.79713358,2018/8/8 9:34
46.78887746,2018/8/8 9:35
46.7911191,2018/8/8 9:36
46.80258574,2018/8/8 9:37
46.81171165,2018/8/8 9:38
46.83830743,2018/8/8 9:39
46.83976769,2018/8/8 9:40
46.81013237,2018/8/8 9:41
46.78674354,2018/8/8 9:42
46.78592536,2018/8/8 9:43
46.76966987,2018/8/8 9:44
46.78863281,2018/8/8 9:45
46.78561056,2018/8/8 9:46
46.78912622,2018/8/8 9:47
46.76794943,2018/8/8 9:48
46.77221018,2018/8/8 9:49
46.77518283,2018/8/8 9:50
46.75153036,2018/8/8 9:52
46.74032498,2018/8/8 9:53
46.74125057,2018/8/8 9:54
46.73271731,2018/8/8 9:55
46.73699795,2018/8/8 9:57
46.72184596,2018/8/8 9:58
46.72669473,2018/8/8 9:59
46.73451719,2018/8/8 10:00
46.72210473,2018/8/8 10:01
46.71674847,2018/8/8 10:02
46.71966047,2018/8/8 10:03
46.72156478,2018/8/8 10:04
46.71817108,2018/8/8 10:05
46.71343209,2018/8/8 10:06
46.70564381,2018/8/8 10:07
46.70608165,2018/8/8 10:08
46.70725281,2018/8/8 10:09
46.71400857,2018/8/8 10:10
46.70290763,2018/8/8 10:12
46.67502577,2018/8/8 10:17
46.67392655,2018/8/8 10:18
46.67966327,2018/8/8 10:19
46.67320681,2018/8/8 10:20
46.6520329,2018/8/8 10:22
46.64495775,2018/8/8 10:23
46.65117516,2018/8/8 10:24
46.64177923,2018/8/8 10:25
46.65163328,2018/8/8 10:26
46.67156164,2018/8/8 10:27
46.67924398,2018/8/8 10:29
46.66590632,2018/8/8 10:30
46.67942513,2018/8/8 10:31
46.68680032,2018/8/8 10:33
46.6835008,2018/8/8 10:34
46.6903088,2018/8/8 10:35
46.69279641,2018/8/8 10:36
46.69286354,2018/8/8 10:37
46.68667439,2018/8/8 10:38
46.70174329,2018/8/8 10:40
46.69739952,2018/8/8 10:41
46.69728929,2018/8/8 10:42
46.69919736,2018/8/8 10:43
46.69366778,2018/8/8 10:44
46.69414818,2018/8/8 10:45
46.68231345,2018/8/8 10:46
46.66415533,2018/8/8 10:48
46.65675025,2018/8/8 10:49
46.65534246,2018/8/8 10:51
46.66729188,2018/8/8 10:53
46.66075815,2018/8/8 10:54
46.66655437,2018/8/8 10:55
46.66666906,2018/8/8 10:56
46.66583418,2018/8/8 10:57
46.66198654,2018/8/8 10:58
46.67398338,2018/8/8 10:59
46.66055938,2018/8/8 11:00
46.6651958,2018/8/8 11:01
46.66742575,2018/8/8 11:02
46.67650506,2018/8/8 11:03
46.66795203,2018/8/8 11:04
46.66096766,2018/8/8 11:05
46.66999646,2018/8/8 11:06
46.66631504,2018/8/8 11:07
46.66460434,2018/8/8 11:08
46.65858138,2018/8/8 11:09
46.66205784,2018/8/8 11:10
46.65960727,2018/8/8 11:11
46.65795832,2018/8/8 11:12
46.66797634,2018/8/8 11:13
46.67415975,2018/8/8 11:14
46.67448099,2018/8/8 11:15
46.67574673,2018/8/8 11:16
46.68361355,2018/8/8 11:17
46.67454355,2018/8/8 11:18
46.67911043,2018/8/8 11:20
46.67571777,2018/8/8 11:21
46.68169121,2018/8/8 11:23
46.67737235,2018/8/8 11:24
46.67734898,2018/8/8 11:25
46.68202669,2018/8/8 11:26
46.67994267,2018/8/8 11:27
46.67866078,2018/8/8 11:28
46.65831157,2018/8/8 13:30
46.64935133,2018/8/8 13:33
46.66135914,2018/8/8 13:34
46.65589219,2018/8/8 13:35
46.65647554,2018/8/8 13:36
46.65911272,2018/8/8 13:37
46.66768525,2018/8/8 13:38
46.65426894,2018/8/8 13:39
46.64652319,2018/8/8 13:40
46.64376642,2018/8/8 13:41
46.6419309,2018/8/8 13:42
46.64234957,2018/8/8 13:43
46.64700038,2018/8/8 13:44
46.65652873,2018/8/8 13:45
46.65893234,2018/8/8 13:46
46.65424609,2018/8/8 13:47
46.65582116,2018/8/8 13:48
46.66158509,2018/8/8 13:49
46.65207514,2018/8/8 13:50
46.65858701,2018/8/8 13:52
46.65342795,2018/8/8 13:54
46.65608991,2018/8/8 13:55
46.66086076,2018/8/8 13:56
46.66039011,2018/8/8 13:57
46.66424226,2018/8/8 13:58
46.66360498,2018/8/8 13:59
46.66616255,2018/8/8 14:00
46.67004586,2018/8/8 14:01
46.67164773,2018/8/8 14:02
46.67224666,2018/8/8 14:03
46.68691368,2018/8/8 14:04
46.67765022,2018/8/8 14:05
46.67891182,2018/8/8 14:06
46.66815736,2018/8/8 14:07
46.66624795,2018/8/8 14:08
46.66276085,2018/8/8 14:10
46.66380235,2018/8/8 14:12
46.65743335,2018/8/8 14:13
46.65327839,2018/8/8 14:14
46.64620439,2018/8/8 14:15
46.64233541,2018/8/8 14:16
46.64418541,2018/8/8 14:17
46.64237775,2018/8/8 14:18
46.64205847,2018/8/8 14:19
46.63985967,2018/8/8 14:20
46.53096243,2018/8/8 14:21
46.48308121,2018/8/8 14:23
46.48075412,2018/8/8 14:25
46.48933621,2018/8/8 14:26
46.52216046,2018/8/8 14:27
46.52468451,2018/8/8 14:29
46.51600379,2018/8/8 14:30
46.51722496,2018/8/8 14:31
46.56268711,2018/8/8 14:32
46.56266247,2018/8/8 14:33
46.56122679,2018/8/8 14:34
46.56371295,2018/8/8 14:35
46.55879127,2018/8/8 14:37
46.60288427,2018/8/8 14:38
46.63171343,2018/8/8 14:39
46.62336068,2018/8/8 14:40
46.64520758,2018/8/8 14:41
46.65919977,2018/8/8 14:43
46.65902569,2018/8/8 14:44
46.66975496,2018/8/8 14:45
46.66660952,2018/8/8 14:46
46.66211272,2018/8/8 14:47
46.65830009,2018/8/8 14:48
46.65773044,2018/8/8 14:50
46.66955712,2018/8/8 14:51
46.67351462,2018/8/8 14:52
46.66797116,2018/8/8 14:53
46.67213561,2018/8/8 14:55
46.66978497,2018/8/8 14:56
46.67731975,2018/8/8 14:57
46.67688565,2018/8/8 14:58
46.67663203,2018/8/8 14:59
46.68880565,2018/8/8 15:00
46.6885422,2018/8/8 15:01
46.67378029,2018/8/8 15:02
46.69632053,2018/8/8 15:03
46.70602045,2018/8/8 15:04
46.71673129,2018/8/8 15:06
46.71594088,2018/8/8 15:07
46.70268212,2018/8/8 15:08
46.70195381,2018/8/8 15:09
46.7127952,2018/8/8 15:10
46.71732666,2018/8/8 15:11
46.71732858,2018/8/8 15:12
46.71257565,2018/8/8 15:13
46.69941272,2018/8/8 15:15
46.69883567,2018/8/8 15:16
46.6960251,2018/8/8 15:17
46.70654239,2018/8/8 15:18
46.70689538,2018/8/8 15:19
46.71163958,2018/8/8 15:20
46.63353049,2018/8/8 15:21
46.68413767,2018/8/8 15:22
46.6933987,2018/8/8 15:23
46.70138536,2018/8/8 15:24
46.6946608,2018/8/8 15:25
46.68480675,2018/8/8 15:27
46.68023918,2018/8/8 15:28
46.69879708,2018/8/8 15:29
46.69512053,2018/8/8 15:30
46.77419384,2018/8/8 20:04
46.72859025,2018/8/8 20:10
46.74874179,2018/8/8 20:23
46.79343991,2018/8/8 20:33
46.79800276,2018/8/8 20:35
46.84545352,2018/8/8 20:36
46.83004362,2018/8/8 20:37
46.81729031,2018/8/8 20:38
46.841345,2018/8/8 20:40
46.86916771,2018/8/8 20:45
46.84625165,2018/8/8 20:53
46.84534261,2018/8/8 20:55
46.80905808,2018/8/8 20:57
46.78551347,2018/8/8 21:08
46.79961279,2018/8/8 21:10
46.77899318,2018/8/8 21:12
46.80438476,2018/8/8 21:15
46.72849008,2018/8/8 21:20
46.72747014,2018/8/8 21:26
46.73954589,2018/8/8 21:33
46.77108603,2018/8/8 21:40
46.78158544,2018/8/8 21:48
46.7799607,2018/8/8 21:53
46.79414678,2018/8/8 21:57
46.82592375,2018/8/8 22:08
46.84396003,2018/8/8 22:10
46.84804574,2018/8/8 22:11
46.85499324,2018/8/8 22:14
46.81674947,2018/8/8 22:22
46.81230875,2018/8/8 22:29
46.83923953,2018/8/8 22:30
46.84320189,2018/8/8 22:32
46.8587834,2018/8/8 22:33
46.86015504,2018/8/8 22:34
46.85153455,2018/8/8 22:36
46.84296549,2018/8/8 22:38
46.87494517,2018/8/8 22:39
46.88610056,2018/8/8 22:40
46.90085418,2018/8/8 22:41
46.90843944,2018/8/8 22:46
46.89811725,2018/8/8 22:49
46.84276531,2018/8/8 23:05
46.83917323,2018/8/8 23:06
46.84286803,2018/8/8 23:08
46.84234038,2018/8/8 23:09
46.8374414,2018/8/9 0:07
46.77028375,2018/8/9 1:13
46.76919409,2018/8/9 1:14
46.76067564,2018/8/9 2:11
46.72661613,2018/8/9 9:00
46.74474554,2018/8/9 9:02
46.73487925,2018/8/9 9:03
46.73718706,2018/8/9 9:06
46.73705102,2018/8/9 9:08
46.72442702,2018/8/9 9:10
46.72216357,2018/8/9 9:11
46.72393273,2018/8/9 9:14
46.72436306,2018/8/9 9:15
46.72487154,2018/8/9 9:16
46.728813,2018/8/9 9:17
46.71812429,2018/8/9 9:18
46.72313839,2018/8/9 9:19
46.72051012,2018/8/9 9:21
46.71992242,2018/8/9 9:22
46.72251145,2018/8/9 9:24
46.74156346,2018/8/9 9:25
46.72908851,2018/8/9 9:26
46.72844066,2018/8/9 9:28
46.73741727,2018/8/9 9:31
46.72588647,2018/8/9 9:32
46.73062768,2018/8/9 9:33
46.72590802,2018/8/9 9:35
46.72429253,2018/8/9 9:37
46.72549017,2018/8/9 9:38
46.7259735,2018/8/9 9:40
46.7219739,2018/8/9 9:41
46.72527533,2018/8/9 9:42
46.72439622,2018/8/9 9:43
46.72925065,2018/8/9 9:44
46.7257173,2018/8/9 9:45
46.74271299,2018/8/9 9:46
46.74597893,2018/8/9 9:47
46.74605849,2018/8/9 9:48
46.74652833,2018/8/9 9:49
46.75652348,2018/8/9 9:50
46.74123496,2018/8/9 9:51
46.73826198,2018/8/9 9:52
46.75505055,2018/8/9 9:53
46.7649377,2018/8/9 9:54
46.76461088,2018/8/9 9:57
46.77358305,2018/8/9 9:58
46.76883099,2018/8/9 10:00
46.77471246,2018/8/9 10:02
46.77735006,2018/8/9 10:07
46.79170837,2018/8/9 10:09
46.78187431,2018/8/9 10:10
46.78371205,2018/8/9 10:11
46.78575222,2018/8/9 10:14
46.77365308,2018/8/9 10:17
46.77013147,2018/8/9 10:18
46.77036193,2018/8/9 10:19
46.77095347,2018/8/9 10:21
46.78824194,2018/8/9 10:22
46.79389529,2018/8/9 10:23
46.79422667,2018/8/9 10:24
46.77940215,2018/8/9 10:25
46.79271698,2018/8/9 10:26
46.79677877,2018/8/9 10:27
46.78683588,2018/8/9 10:28
46.7969109,2018/8/9 10:29
46.78832658,2018/8/9 10:30
46.78721639,2018/8/9 10:31
46.7871834,2018/8/9 10:32
46.78942053,2018/8/9 10:35
46.78465767,2018/8/9 10:37
46.78429588,2018/8/9 10:38
46.78865756,2018/8/9 10:39
46.79196463,2018/8/9 10:40
46.78865509,2018/8/9 10:42
46.79901722,2018/8/9 10:43
46.78903743,2018/8/9 10:45
46.79693449,2018/8/9 10:46
46.78560245,2018/8/9 10:47
46.79101668,2018/8/9 10:48
46.80164816,2018/8/9 10:49
46.78914198,2018/8/9 10:50
46.81114959,2018/8/9 10:53
46.79811747,2018/8/9 10:55
46.79834054,2018/8/9 10:56
46.79928621,2018/8/9 10:57
46.79792734,2018/8/9 10:58
46.79766786,2018/8/9 10:59
46.79774937,2018/8/9 11:00
46.79184697,2018/8/9 11:01
46.79082298,2018/8/9 11:02
46.78583585,2018/8/9 11:03
46.78549267,2018/8/9 11:04
46.7946119,2018/8/9 11:06
46.80127897,2018/8/9 11:07
46.79880955,2018/8/9 11:10
46.80051066,2018/8/9 11:11
46.81621643,2018/8/9 11:12
46.82072709,2018/8/9 11:13
46.82412243,2018/8/9 11:16
46.8243916,2018/8/9 11:23
46.81597562,2018/8/9 11:26
46.82264936,2018/8/9 11:27
46.81557761,2018/8/9 11:29
46.80811443,2018/8/9 13:30
46.80523197,2018/8/9 13:32
46.79855048,2018/8/9 13:36
46.79770289,2018/8/9 13:37
46.79695901,2018/8/9 13:39
46.80204858,2018/8/9 13:43
46.79187467,2018/8/9 13:47
46.79943841,2018/8/9 13:48
46.79513536,2018/8/9 13:50
46.79942944,2018/8/9 13:52
46.80022826,2018/8/9 13:54
46.79630885,2018/8/9 13:56
46.7989149,2018/8/9 13:57
46.79813631,2018/8/9 14:00
46.80364566,2018/8/9 14:01
46.79897026,2018/8/9 14:02
46.80307087,2018/8/9 14:03
46.8061264,2018/8/9 14:04
46.80623154,2018/8/9 14:06
46.79524981,2018/8/9 14:08
46.79518462,2018/8/9 14:09
46.80225206,2018/8/9 14:10
46.80615836,2018/8/9 14:11
46.80212131,2018/8/9 14:12
46.80241433,2018/8/9 14:13
46.79974125,2018/8/9 14:15
46.79809902,2018/8/9 14:16
46.79775254,2018/8/9 14:17
46.79818086,2018/8/9 14:18
46.79675327,2018/8/9 14:19
46.79648297,2018/8/9 14:20
46.79650898,2018/8/9 14:21
46.7965698,2018/8/9 14:22
46.79813156,2018/8/9 14:23
46.79856596,2018/8/9 14:25
46.79940944,2018/8/9 14:26
46.79861658,2018/8/9 14:27
46.79908383,2018/8/9 14:28
46.79823005,2018/8/9 14:29
46.80073134,2018/8/9 14:31
46.80038376,2018/8/9 14:32
46.80642247,2018/8/9 14:33
46.80255005,2018/8/9 14:35
46.80084653,2018/8/9 14:36
46.80179551,2018/8/9 14:37
46.79545783,2018/8/9 14:38
46.79228023,2018/8/9 14:39
46.79144073,2018/8/9 14:40
46.78190599,2018/8/9 14:41
46.77294113,2018/8/9 14:42
46.77385403,2018/8/9 14:43
46.78433195,2018/8/9 14:44
46.78486317,2018/8/9 14:45
46.7834771,2018/8/9 14:46
46.78636001,2018/8/9 14:47
46.78374269,2018/8/9 14:48
46.78453565,2018/8/9 14:49
46.77068559,2018/8/9 14:51
46.78571941,2018/8/9 14:52
46.78539597,2018/8/9 14:53
46.78480121,2018/8/9 14:54
46.78590586,2018/8/9 14:55
46.78931844,2018/8/9 14:56
46.78279496,2018/8/9 14:57
46.78085308,2018/8/9 15:01
46.78083183,2018/8/9 15:02
46.78130479,2018/8/9 15:03
46.78700139,2018/8/9 15:04
46.7927483,2018/8/9 15:05
46.73918762,2018/8/9 15:07
46.841416,2018/8/9 15:08
46.8629751,2018/8/9 15:09
46.85465637,2018/8/9 15:10
46.86109589,2018/8/9 15:11
46.85958615,2018/8/9 15:12
46.86776268,2018/8/9 15:13
46.86317543,2018/8/9 15:15
46.87130731,2018/8/9 15:16
46.85556463,2018/8/9 15:17
46.87005282,2018/8/9 15:18
46.87348601,2018/8/9 15:19
46.87564839,2018/8/9 15:20
46.88111935,2018/8/9 15:21
46.89206205,2018/8/9 15:23
46.89304506,2018/8/9 15:24
46.88707921,2018/8/9 15:25
46.88501116,2018/8/9 15:26
46.88595417,2018/8/9 15:27
46.89703658,2018/8/9 15:28
46.89019312,2018/8/9 15:29
46.87016757,2018/8/9 15:30
46.63447249,2018/8/9 20:00
46.69953138,2018/8/9 20:05
46.71302552,2018/8/9 20:11
46.70832951,2018/8/9 20:16
46.70562519,2018/8/9 20:21
46.70027708,2018/8/9 20:31
46.69292511,2018/8/9 20:34
46.71744462,2018/8/9 20:45
46.74644535,2018/8/9 20:57
46.75779091,2018/8/9 20:59
46.74997127,2018/8/9 21:09
46.74584599,2018/8/9 21:20
46.75619473,2018/8/9 21:32
46.76357764,2018/8/9 21:36
46.78990758,2018/8/9 21:37
46.78745478,2018/8/9 21:38
46.77821239,2018/8/9 21:43
46.77622514,2018/8/9 21:48
46.7620628,2018/8/9 22:15
46.76650347,2018/8/9 22:19
46.76871824,2018/8/9 22:20
46.76246329,2018/8/9 23:11
46.73954092,2018/8/9 23:36
46.72724524,2018/8/10 0:31
46.72295754,2018/8/10 2:02
46.71222118,2018/8/10 9:00
46.70803881,2018/8/10 9:02
46.71433841,2018/8/10 9:04
46.71686801,2018/8/10 9:07
46.71814415,2018/8/10 9:08
46.72594017,2018/8/10 9:10
46.71956562,2018/8/10 9:11
46.71798113,2018/8/10 9:15
46.71557454,2018/8/10 9:19
46.71273547,2018/8/10 9:20
46.70607835,2018/8/10 9:21
46.70842849,2018/8/10 9:22
46.70929949,2018/8/10 9:23
46.70942691,2018/8/10 9:24
46.70728139,2018/8/10 9:26
46.70684466,2018/8/10 9:29
46.70561817,2018/8/10 9:30
46.71000982,2018/8/10 9:34
46.71084185,2018/8/10 9:35
46.71289414,2018/8/10 9:36
46.7127649,2018/8/10 9:37
46.71017637,2018/8/10 9:38
46.70764808,2018/8/10 9:39
46.7073822,2018/8/10 9:40
46.71003197,2018/8/10 9:41
46.70944818,2018/8/10 9:42
46.71351216,2018/8/10 9:43
46.71122486,2018/8/10 9:44
46.71343666,2018/8/10 9:45
46.71375387,2018/8/10 9:46
46.71867818,2018/8/10 9:47
46.72173479,2018/8/10 9:48
46.71556217,2018/8/10 9:49
46.71126409,2018/8/10 9:50
46.71158203,2018/8/10 9:52
46.71532854,2018/8/10 9:54
46.71729691,2018/8/10 9:55
46.71387743,2018/8/10 9:56
46.71700864,2018/8/10 9:57
46.71615244,2018/8/10 9:58
46.7134126,2018/8/10 9:59
46.71304252,2018/8/10 10:00
46.71406796,2018/8/10 10:03
46.71687346,2018/8/10 10:04
46.71453251,2018/8/10 10:06
46.71055828,2018/8/10 10:07
46.70867504,2018/8/10 10:10
46.70510917,2018/8/10 10:11
46.7028117,2018/8/10 10:12
46.70475975,2018/8/10 10:17
46.70295416,2018/8/10 10:19
46.70520412,2018/8/10 10:20
46.70474583,2018/8/10 10:21
46.7034934,2018/8/10 10:22
46.69766834,2018/8/10 10:23
46.69782414,2018/8/10 10:24
46.70493523,2018/8/10 10:29
46.71117718,2018/8/10 10:31
46.71506198,2018/8/10 10:32
46.71086845,2018/8/10 10:33
46.71261694,2018/8/10 10:35
46.71651038,2018/8/10 10:36
46.71727446,2018/8/10 10:38
46.71928502,2018/8/10 10:39
46.71327214,2018/8/10 10:40
46.71699922,2018/8/10 10:42
46.71530469,2018/8/10 10:43
46.70903155,2018/8/10 10:45
46.70594052,2018/8/10 10:46
46.70800247,2018/8/10 10:47
46.70694761,2018/8/10 10:48
46.71211255,2018/8/10 10:49
46.71055185,2018/8/10 10:50
46.70921729,2018/8/10 10:54
46.71566986,2018/8/10 10:55
46.71028557,2018/8/10 10:56
46.7152944,2018/8/10 10:58
46.72150584,2018/8/10 10:59
46.72036318,2018/8/10 11:00
46.72912533,2018/8/10 11:05
46.72324335,2018/8/10 11:06
46.72413618,2018/8/10 11:07
46.72094411,2018/8/10 11:08
46.7227468,2018/8/10 11:09
46.72508776,2018/8/10 11:10
46.7233857,2018/8/10 11:11
46.72132091,2018/8/10 11:12
46.72030488,2018/8/10 11:14
46.71942862,2018/8/10 11:15
46.71859614,2018/8/10 11:16
46.7168597,2018/8/10 11:20
46.71620101,2018/8/10 11:23
46.72183894,2018/8/10 11:25
46.72069846,2018/8/10 11:28
46.71811115,2018/8/10 11:29
46.7306895,2018/8/10 13:30
46.72163483,2018/8/10 13:31
46.72121647,2018/8/10 13:32
46.72604516,2018/8/10 13:33
46.72263409,2018/8/10 13:34
46.73504986,2018/8/10 13:35
46.73804876,2018/8/10 13:36
46.73455572,2018/8/10 13:37
46.73525965,2018/8/10 13:39
46.73943171,2018/8/10 13:40
46.73969957,2018/8/10 13:42
46.74571743,2018/8/10 13:43
46.74538497,2018/8/10 13:44
46.75290103,2018/8/10 13:45
46.76013741,2018/8/10 13:46
46.75590162,2018/8/10 13:47
46.75731739,2018/8/10 13:48
46.75944592,2018/8/10 13:51
46.75976616,2018/8/10 13:52
46.77435629,2018/8/10 13:53
