structure.c,Dates_x
32.92110831,2018/7/5 21:59
32.91099999,2018/7/5 22:00
32.91177337,2018/7/5 22:01
32.92309473,2018/7/5 22:03
32.91505023,2018/7/5 22:04
32.90648829,2018/7/5 22:06
32.90761151,2018/7/5 22:12
32.89575415,2018/7/5 22:18
32.89642167,2018/7/5 22:20
32.89252342,2018/7/5 22:22
32.8980888,2018/7/5 22:23
32.89111987,2018/7/5 22:24
32.90219827,2018/7/5 22:25
32.89292558,2018/7/5 22:27
32.89021104,2018/7/5 22:28
32.89290534,2018/7/5 22:30
32.86703432,2018/7/5 22:31
32.86085299,2018/7/5 22:32
32.86295764,2018/7/5 22:33
32.87598772,2018/7/5 22:35
32.88893482,2018/7/5 22:37
32.90991138,2018/7/5 22:38
32.91073977,2018/7/5 22:39
32.91163448,2018/7/5 22:40
32.90506422,2018/7/5 22:41
32.90055227,2018/7/5 22:43
32.89631788,2018/7/5 22:44
32.89578022,2018/7/5 22:45
32.91231783,2018/7/5 22:46
32.91603899,2018/7/5 22:47
32.89447474,2018/7/5 22:48
32.90481564,2018/7/5 22:49
32.90304539,2018/7/5 22:50
32.90358927,2018/7/5 22:52
32.8994295,2018/7/5 22:53
32.89463382,2018/7/5 22:54
32.89031384,2018/7/5 22:56
32.88727456,2018/7/5 22:57
32.88533004,2018/7/5 22:58
32.88910329,2018/7/5 22:59
32.88793978,2018/7/5 23:00
32.88802827,2018/7/5 23:01
32.89015903,2018/7/5 23:02
32.88672813,2018/7/5 23:03
32.8709303,2018/7/5 23:04
32.87137104,2018/7/5 23:05
32.86198294,2018/7/5 23:06
32.86465605,2018/7/5 23:07
32.85205688,2018/7/5 23:09
32.85090891,2018/7/5 23:10
32.85215116,2018/7/5 23:11
32.85447749,2018/7/5 23:12
32.85387776,2018/7/5 23:13
32.84803434,2018/7/5 23:14
32.84716869,2018/7/5 23:15
32.84833648,2018/7/5 23:16
32.83931001,2018/7/5 23:18
32.83613903,2018/7/5 23:19
32.83485654,2018/7/5 23:20
32.83774583,2018/7/5 23:22
32.83888743,2018/7/5 23:23
32.83270253,2018/7/5 23:24
32.83253241,2018/7/5 23:25
32.83520851,2018/7/5 23:26
32.82931437,2018/7/5 23:27
32.83250713,2018/7/5 23:28
32.8387143,2018/7/5 23:29
32.84567377,2018/7/5 23:30
32.84938829,2018/7/5 23:31
32.85580486,2018/7/5 23:34
32.85068172,2018/7/5 23:35
32.84886123,2018/7/5 23:36
32.84644638,2018/7/5 23:37
32.84755586,2018/7/5 23:39
32.85394043,2018/7/5 23:41
32.85817513,2018/7/5 23:42
32.86028341,2018/7/5 23:45
32.84688477,2018/7/5 23:47
32.85127472,2018/7/5 23:50
32.85298626,2018/7/5 23:54
32.85235121,2018/7/5 23:55
32.8526719,2018/7/5 23:59
32.85147883,2018/7/6
32.84651662,2018/7/6 0:01
32.84529127,2018/7/6 0:03
32.85378056,2018/7/6 0:06
32.848312,2018/7/6 0:10
32.84511413,2018/7/6 0:12
32.84299302,2018/7/6 0:16
32.84108113,2018/7/6 0:20
32.84619941,2018/7/6 0:23
32.84699984,2018/7/6 0:24
32.84498476,2018/7/6 0:26
32.84287967,2018/7/6 0:27
32.83910276,2018/7/6 0:29
32.84019405,2018/7/6 0:31
32.83051437,2018/7/6 0:55
32.83063942,2018/7/6 0:56
32.84547242,2018/7/6 1:10
32.84578876,2018/7/6 1:13
32.84553261,2018/7/6 1:15
32.84215422,2018/7/6 1:22
32.83773497,2018/7/6 1:29
32.83796676,2018/7/6 1:30
32.84016176,2018/7/6 1:31
32.84677989,2018/7/6 1:33
32.85860842,2018/7/6 1:37
32.84162437,2018/7/6 2:03
32.86066263,2018/7/6 2:07
32.85713243,2018/7/6 2:09
32.86676965,2018/7/6 2:21
32.85896544,2018/7/6 9:00
32.86184177,2018/7/6 9:02
32.86544722,2018/7/6 9:03
32.85533656,2018/7/6 9:07
32.84775085,2018/7/6 9:12
32.86272202,2018/7/6 9:28
32.78900715,2018/7/6 9:43
32.79716732,2018/7/6 9:47
32.79524592,2018/7/6 9:49
32.79934248,2018/7/6 9:53
32.79571522,2018/7/6 9:59
32.78213615,2018/7/6 10:00
32.77368546,2018/7/6 10:09
32.77347302,2018/7/6 10:10
32.76995383,2018/7/6 10:13
32.77246925,2018/7/6 10:20
32.77523785,2018/7/6 10:25
32.77585279,2018/7/6 10:31
32.78827388,2018/7/6 10:32
32.79120756,2018/7/6 10:43
32.78733229,2018/7/6 10:53
32.78725459,2018/7/6 10:56
32.78692608,2018/7/6 10:58
32.79778133,2018/7/6 11:00
32.78687802,2018/7/6 11:08
32.79412884,2018/7/6 11:09
32.80042638,2018/7/6 11:14
32.79906216,2018/7/6 11:15
32.80215607,2018/7/6 11:18
32.78872098,2018/7/6 13:30
32.78367238,2018/7/6 13:31
32.78876122,2018/7/6 13:34
32.7868907,2018/7/6 13:35
32.77660836,2018/7/6 13:36
32.66296153,2018/7/6 13:50
32.66476728,2018/7/6 13:53
32.65839428,2018/7/6 13:55
32.65864301,2018/7/6 13:58
32.66580896,2018/7/6 14:03
32.66441738,2018/7/6 14:04
32.6611106,2018/7/6 14:05
32.66246449,2018/7/6 14:18
32.6613039,2018/7/6 14:20
32.66423304,2018/7/6 14:21
32.64928375,2018/7/6 14:28
32.66593834,2018/7/6 14:38
32.66494181,2018/7/6 14:39
32.66396735,2018/7/6 14:59
32.65695547,2018/7/6 15:00
32.64811826,2018/7/6 15:05
32.64821867,2018/7/6 15:07
32.64258544,2018/7/6 15:10
32.61687546,2018/7/6 15:42
32.62296869,2018/7/6 20:07
32.6219116,2018/7/6 20:10
32.60339592,2018/7/6 20:14
32.60778565,2018/7/6 20:20
32.61482256,2018/7/6 20:21
32.61831311,2018/7/6 20:23
32.60318241,2018/7/6 20:26
32.60499302,2018/7/6 20:27
32.59992767,2018/7/6 20:30
32.57049527,2018/7/6 20:31
32.52417138,2018/7/6 20:32
32.51130076,2018/7/6 20:33
32.50411838,2018/7/6 20:35
32.50305824,2018/7/6 20:36
32.49994923,2018/7/6 20:37
32.50554237,2018/7/6 20:38
32.50690235,2018/7/6 20:39
32.51108145,2018/7/6 20:40
32.50955903,2018/7/6 20:41
32.50766777,2018/7/6 20:42
32.50631255,2018/7/6 20:43
32.5088744,2018/7/6 20:44
32.50851552,2018/7/6 20:45
32.51934153,2018/7/6 20:47
32.53326594,2018/7/6 20:48
32.53937842,2018/7/6 20:49
32.54423942,2018/7/6 20:50
32.53377809,2018/7/6 20:54
32.51770715,2018/7/6 20:55
32.51034446,2018/7/6 20:56
32.52257622,2018/7/6 21:00
32.5152052,2018/7/6 21:01
32.50628863,2018/7/6 21:02
32.50516452,2018/7/6 21:03
32.49276371,2018/7/6 21:04
32.50609359,2018/7/6 21:05
32.49988867,2018/7/6 21:06
32.48049315,2018/7/6 21:09
32.47511513,2018/7/6 21:10
32.46911526,2018/7/6 21:11
32.46668299,2018/7/6 21:12
32.46067946,2018/7/6 21:15
32.46676146,2018/7/6 21:17
32.46060096,2018/7/6 21:18
32.47180744,2018/7/6 21:23
32.47150037,2018/7/6 21:25
32.47030617,2018/7/6 21:28
32.46755106,2018/7/6 21:31
32.46174893,2018/7/6 21:32
32.45020195,2018/7/6 21:33
32.45916218,2018/7/6 21:35
32.45945896,2018/7/6 21:37
32.45102691,2018/7/6 21:38
32.45086242,2018/7/6 21:44
32.44666762,2018/7/6 21:47
32.44560395,2018/7/6 21:48
32.39356038,2018/7/6 21:53
32.41202278,2018/7/6 21:57
32.40270662,2018/7/6 21:59
32.39195619,2018/7/6 22:00
32.40744652,2018/7/6 22:01
32.40778796,2018/7/6 22:06
32.26163813,2018/7/6 22:07
32.30577876,2018/7/6 22:10
32.29607199,2018/7/6 22:15
32.29571322,2018/7/6 22:16
32.29689365,2018/7/6 22:17
32.29772752,2018/7/6 22:20
32.29884928,2018/7/6 22:25
32.30292982,2018/7/6 22:32
32.29659609,2018/7/6 22:34
32.29953838,2018/7/6 22:35
32.29802853,2018/7/6 22:36
32.29827659,2018/7/6 22:38
32.30448795,2018/7/6 22:39
32.30240764,2018/7/6 22:42
32.30186627,2018/7/6 22:43
32.29775068,2018/7/6 22:45
32.30023176,2018/7/6 22:49
32.30123649,2018/7/6 22:51
32.29702494,2018/7/6 22:52
32.29372934,2018/7/6 22:54
32.29433074,2018/7/6 22:55
32.27961967,2018/7/6 22:56
32.30623592,2018/7/6 22:57
32.31298948,2018/7/6 22:59
32.30366599,2018/7/6 23:02
32.30246431,2018/7/6 23:03
32.29949623,2018/7/6 23:04
32.29724928,2018/7/6 23:06
32.29909702,2018/7/6 23:08
32.29187285,2018/7/6 23:10
32.28741313,2018/7/6 23:12
32.2861047,2018/7/6 23:13
32.28992043,2018/7/6 23:14
32.29561911,2018/7/6 23:15
32.27387946,2018/7/6 23:16
32.28148304,2018/7/6 23:17
32.27988146,2018/7/6 23:18
32.28191736,2018/7/6 23:19
32.29301574,2018/7/6 23:36
32.29729843,2018/7/6 23:37
32.29897152,2018/7/6 23:38
32.29885407,2018/7/6 23:41
32.2973337,2018/7/6 23:42
32.29437795,2018/7/6 23:44
32.29383231,2018/7/6 23:45
32.29202962,2018/7/6 23:46
32.28978521,2018/7/6 23:49
32.29461209,2018/7/6 23:50
32.28896939,2018/7/6 23:51
32.28899406,2018/7/6 23:52
32.28849992,2018/7/6 23:53
32.29587318,2018/7/6 23:54
32.28006313,2018/7/6 23:55
32.27779619,2018/7/6 23:59
32.28676376,2018/7/7 0:03
32.28328606,2018/7/7 0:04
32.28363071,2018/7/7 0:05
32.26137559,2018/7/7 0:08
32.26234233,2018/7/7 0:09
32.26324937,2018/7/7 0:10
32.26314311,2018/7/7 0:12
32.26236995,2018/7/7 0:13
32.26198623,2018/7/7 0:14
32.25797217,2018/7/7 0:16
32.23796045,2018/7/7 0:17
32.24192866,2018/7/7 0:24
32.24092647,2018/7/7 0:28
32.24055899,2018/7/7 0:29
32.24245218,2018/7/7 0:30
32.23020427,2018/7/7 0:31
32.23022104,2018/7/7 0:34
32.23060595,2018/7/7 0:36
32.22466789,2018/7/7 0:41
32.22559257,2018/7/7 0:42
32.2281605,2018/7/7 0:43
32.22796263,2018/7/7 0:44
32.21313291,2018/7/7 0:47
32.20344473,2018/7/7 0:49
32.19799567,2018/7/7 0:51
32.19743558,2018/7/7 0:55
32.19134164,2018/7/7 0:59
32.19302339,2018/7/7 1:00
32.19632271,2018/7/7 1:21
32.19120531,2018/7/7 1:27
32.20698237,2018/7/7 1:28
32.2104114,2018/7/7 1:39
32.23660293,2018/7/7 1:46
32.24653584,2018/7/7 1:51
32.24020194,2018/7/7 1:59
32.23771735,2018/7/7 2:09
32.25185789,2018/7/7 2:16
32.23448952,2018/7/7 2:26
32.24398663,2018/7/7 2:28
32.2396251,2018/7/9 9:32
32.22886684,2018/7/9 9:33
32.24248808,2018/7/9 9:34
32.18482508,2018/7/9 9:36
32.16127151,2018/7/9 9:37
32.16825026,2018/7/9 9:38
32.16360843,2018/7/9 9:40
32.16818924,2018/7/9 9:41
32.17221885,2018/7/9 9:52
32.16696706,2018/7/9 9:53
32.16444816,2018/7/9 9:54
32.16028051,2018/7/9 10:02
32.18082506,2018/7/9 10:03
32.18465599,2018/7/9 10:07
32.18256879,2018/7/9 10:08
32.249457,2018/7/9 10:22
32.25028353,2018/7/9 10:24
32.24584104,2018/7/9 10:25
32.24324861,2018/7/9 10:26
32.2510201,2018/7/9 10:29
32.27905896,2018/7/9 11:10
32.25528327,2018/7/9 11:26
32.25249656,2018/7/9 11:27
32.25963364,2018/7/9 11:28
32.25154942,2018/7/9 13:30
32.25312811,2018/7/9 13:39
32.24875683,2018/7/9 13:42
32.24535185,2018/7/9 13:51
32.24711506,2018/7/9 13:54
32.23356552,2018/7/9 13:59
32.23064537,2018/7/9 14:00
32.22920351,2018/7/9 14:04
32.22842439,2018/7/9 14:07
32.22898864,2018/7/9 14:11
32.22262357,2018/7/9 14:13
32.22120474,2018/7/9 14:16
32.22618763,2018/7/9 14:19
32.19879763,2018/7/9 14:33
32.19572682,2018/7/9 14:34
32.2013627,2018/7/9 14:41
32.20069526,2018/7/9 14:49
32.19691087,2018/7/9 14:54
32.19592511,2018/7/9 14:55
32.20208636,2018/7/9 14:56
32.20093657,2018/7/9 14:59
32.2032835,2018/7/9 15:09
32.19797429,2018/7/9 15:20
32.20114785,2018/7/9 15:23
32.21417317,2018/7/9 15:28
32.21380913,2018/7/9 15:30
32.24994698,2018/7/9 19:59
32.22783865,2018/7/9 20:11
32.23012468,2018/7/9 20:14
32.23005701,2018/7/9 20:15
32.23669081,2018/7/9 20:18
32.23670009,2018/7/9 20:20
32.23667317,2018/7/9 20:22
32.23514623,2018/7/9 20:24
32.23475033,2018/7/9 20:26
32.23320295,2018/7/9 20:27
32.23563973,2018/7/9 20:32
32.23814913,2018/7/9 20:33
32.23651664,2018/7/9 20:34
32.24009266,2018/7/9 20:35
32.236311,2018/7/9 20:36
32.24735152,2018/7/9 20:38
32.25543682,2018/7/9 20:39
32.25142653,2018/7/9 20:40
32.2478481,2018/7/9 20:41
32.24667371,2018/7/9 20:42
32.24646352,2018/7/9 20:46
32.24700871,2018/7/9 20:47
32.24756842,2018/7/9 20:49
32.24784849,2018/7/9 20:51
32.24696579,2018/7/9 20:53
32.24942592,2018/7/9 20:55
32.25093047,2018/7/9 20:57
32.25314319,2018/7/9 20:58
32.25096156,2018/7/9 20:59
32.25226933,2018/7/9 21:00
32.25195196,2018/7/9 21:01
32.24833565,2018/7/9 21:02
32.24977208,2018/7/9 21:03
32.243794,2018/7/9 21:04
32.24399849,2018/7/9 21:07
32.24018291,2018/7/9 21:11
32.24030447,2018/7/9 21:12
32.23801547,2018/7/9 21:13
32.23685491,2018/7/9 21:14
32.23680941,2018/7/9 21:17
32.23224767,2018/7/9 21:22
32.22944308,2018/7/9 21:24
32.23102155,2018/7/9 21:26
32.22776626,2018/7/9 21:27
32.22700942,2018/7/9 21:28
32.22847379,2018/7/9 21:30
32.2295023,2018/7/9 21:31
32.23252288,2018/7/9 21:32
32.23646782,2018/7/9 21:33
32.23832139,2018/7/9 21:34
32.23016019,2018/7/9 21:35
32.22383213,2018/7/9 21:36
32.22396458,2018/7/9 21:37
32.22069706,2018/7/9 21:38
32.22490796,2018/7/9 21:40
32.22352819,2018/7/9 21:42
32.22674158,2018/7/9 21:43
32.18398227,2018/7/9 21:44
32.19470209,2018/7/9 21:45
32.20218468,2018/7/9 21:48
32.19989835,2018/7/9 21:49
32.20718363,2018/7/9 21:50
32.2098709,2018/7/9 21:51
32.20288764,2018/7/9 21:53
32.20131218,2018/7/9 21:54
32.20061353,2018/7/9 21:59
32.21147027,2018/7/9 22:00
32.20830097,2018/7/9 22:01
32.20209199,2018/7/9 22:02
32.20361416,2018/7/9 22:03
32.19958668,2018/7/9 22:04
32.20054917,2018/7/9 22:05
32.19692279,2018/7/9 22:06
32.19762153,2018/7/9 22:07
32.20080428,2018/7/9 22:08
32.19893038,2018/7/9 22:10
32.19934386,2018/7/9 22:11
32.20320292,2018/7/9 22:12
32.19979984,2018/7/9 22:13
32.2051646,2018/7/9 22:15
32.20555363,2018/7/9 22:16
32.20685936,2018/7/9 22:17
32.21193604,2018/7/9 22:18
32.21354493,2018/7/9 22:19
32.21675591,2018/7/9 22:22
32.20987301,2018/7/9 22:23
32.20993658,2018/7/9 22:25
32.20924311,2018/7/9 22:28
32.20897238,2018/7/9 22:32
32.20790612,2018/7/9 22:33
32.20827439,2018/7/9 22:34
32.20272496,2018/7/9 22:35
32.20435613,2018/7/9 22:36
32.20137513,2018/7/9 22:37
32.19837795,2018/7/9 22:39
32.19531783,2018/7/9 22:40
32.19981819,2018/7/9 22:41
32.19606752,2018/7/9 22:44
32.22326528,2018/7/9 22:45
32.2096524,2018/7/9 22:46
32.21273517,2018/7/9 22:47
32.21434334,2018/7/9 22:51
32.22541281,2018/7/9 22:52
32.22691871,2018/7/9 23:00
32.21150688,2018/7/9 23:01
32.10199552,2018/7/9 23:05
32.10638431,2018/7/9 23:06
32.10154445,2018/7/9 23:07
32.10127106,2018/7/9 23:08
32.10418725,2018/7/9 23:09
32.10027298,2018/7/9 23:10
32.10513966,2018/7/9 23:11
32.10474802,2018/7/9 23:12
32.10700742,2018/7/9 23:13
32.10281081,2018/7/9 23:14
32.10362957,2018/7/9 23:16
32.10621831,2018/7/9 23:17
32.11051634,2018/7/9 23:18
32.1045889,2018/7/9 23:20
32.10096416,2018/7/9 23:21
32.10303289,2018/7/9 23:22
32.09775567,2018/7/9 23:23
32.09592409,2018/7/9 23:25
32.09412736,2018/7/9 23:26
32.0905017,2018/7/9 23:28
32.0933923,2018/7/9 23:30
32.09660062,2018/7/9 23:31
32.09786684,2018/7/9 23:32
32.09401325,2018/7/9 23:35
32.09417835,2018/7/9 23:36
32.09500975,2018/7/9 23:40
32.08460058,2018/7/9 23:44
32.08558388,2018/7/9 23:50
32.0743644,2018/7/9 23:54
32.07366621,2018/7/9 23:55
32.07818647,2018/7/9 23:56
32.07850165,2018/7/9 23:57
32.08140093,2018/7/9 23:59
32.0924095,2018/7/10
32.08859999,2018/7/10 0:01
32.09028842,2018/7/10 0:02
32.08967149,2018/7/10 0:03
32.08973941,2018/7/10 0:04
32.08600293,2018/7/10 0:08
32.08634411,2018/7/10 0:10
32.09455699,2018/7/10 0:12
32.09143025,2018/7/10 0:13
32.09300226,2018/7/10 0:15
32.09057712,2018/7/10 0:24
32.09201678,2018/7/10 0:28
32.09472414,2018/7/10 0:33
32.09788294,2018/7/10 0:34
32.09960924,2018/7/10 0:35
32.10401076,2018/7/10 0:36
32.10122126,2018/7/10 0:37
32.10111665,2018/7/10 0:41
32.10734435,2018/7/10 0:44
32.11424685,2018/7/10 0:45
32.1177421,2018/7/10 0:47
32.12415169,2018/7/10 0:48
32.12971993,2018/7/10 0:51
32.12941154,2018/7/10 0:52
32.12911206,2018/7/10 0:54
32.13089095,2018/7/10 0:55
32.13098233,2018/7/10 0:56
32.12468471,2018/7/10 0:59
32.1302132,2018/7/10 1:00
32.13482341,2018/7/10 1:03
32.13991627,2018/7/10 1:06
32.13595432,2018/7/10 1:10
32.13531117,2018/7/10 1:11
32.13974694,2018/7/10 1:12
32.13554517,2018/7/10 1:13
32.13894324,2018/7/10 1:14
32.13796999,2018/7/10 1:19
32.1310751,2018/7/10 1:22
32.134844,2018/7/10 1:23
32.13166677,2018/7/10 1:27
32.12895994,2018/7/10 1:29
32.12812986,2018/7/10 1:30
32.12697432,2018/7/10 1:35
32.12840428,2018/7/10 1:36
32.11813985,2018/7/10 1:54
32.11706622,2018/7/10 1:59
32.11692429,2018/7/10 2:00
32.1142847,2018/7/10 2:04
32.11400152,2018/7/10 2:24
32.11085388,2018/7/10 2:26
32.11413357,2018/7/10 2:27
32.10377338,2018/7/10 2:29
32.12357188,2018/7/10 9:00
32.09343416,2018/7/10 9:01
32.06911009,2018/7/10 9:02
32.06599734,2018/7/10 9:03
32.07010903,2018/7/10 9:04
32.07142272,2018/7/10 9:09
32.07104834,2018/7/10 9:10
32.06971193,2018/7/10 9:16
32.04139929,2018/7/10 9:22
32.02461004,2018/7/10 9:23
32.02603883,2018/7/10 9:28
32.02669647,2018/7/10 9:30
32.02649915,2018/7/10 9:31
32.02587427,2018/7/10 9:32
32.02680033,2018/7/10 9:35
32.01432839,2018/7/10 9:40
32.00504085,2018/7/10 9:45
32.00555239,2018/7/10 9:46
32.00377781,2018/7/10 9:51
32.00202399,2018/7/10 9:52
32.00606812,2018/7/10 10:00
31.99891656,2018/7/10 10:19
31.99669878,2018/7/10 10:25
31.97872441,2018/7/10 10:30
31.97234663,2018/7/10 10:32
31.96954929,2018/7/10 10:50
31.97088929,2018/7/10 11:00
31.97141137,2018/7/10 11:01
31.97417829,2018/7/10 11:25
31.98264619,2018/7/10 13:30
31.97920028,2018/7/10 13:31
31.97626681,2018/7/10 13:33
31.97506621,2018/7/10 13:34
31.97839292,2018/7/10 13:35
31.97734547,2018/7/10 13:36
31.97223708,2018/7/10 13:37
31.97069571,2018/7/10 13:39
31.95947111,2018/7/10 13:40
31.91189464,2018/7/10 13:41
31.91285031,2018/7/10 13:50
31.91146604,2018/7/10 13:51
31.91838894,2018/7/10 14:00
31.91735113,2018/7/10 14:07
31.92011579,2018/7/10 14:14
31.92369564,2018/7/10 14:15
31.92870202,2018/7/10 14:17
31.92792901,2018/7/10 14:18
31.92881079,2018/7/10 14:19
31.92816803,2018/7/10 14:23
31.92331342,2018/7/10 14:24
31.92163853,2018/7/10 14:32
31.91041313,2018/7/10 14:41
31.91120039,2018/7/10 14:48
31.89869672,2018/7/10 14:52
31.89823117,2018/7/10 14:59
31.89745556,2018/7/10 15:00
31.89892406,2018/7/10 15:03
31.894137,2018/7/10 15:06
31.88986492,2018/7/10 15:08
31.8902273,2018/7/10 15:09
31.8854803,2018/7/10 15:12
31.88915124,2018/7/10 15:19
31.88879715,2018/7/10 15:20
31.89627703,2018/7/10 15:42
32.07548684,2018/7/10 19:59
32.10053556,2018/7/10 20:00
32.1080969,2018/7/10 20:01
32.09409086,2018/7/10 20:06
32.08850899,2018/7/10 20:09
32.08547512,2018/7/10 20:10
32.03746865,2018/7/10 20:12
32.03215145,2018/7/10 20:13
32.0290934,2018/7/10 20:14
32.01632746,2018/7/10 20:16
32.01690629,2018/7/10 20:17
32.01966333,2018/7/10 20:19
32.02053455,2018/7/10 20:20
32.00483441,2018/7/10 20:21
32.01399044,2018/7/10 20:26
32.02165745,2018/7/10 20:27
32.02846003,2018/7/10 20:28
32.03140852,2018/7/10 20:29
32.02802522,2018/7/10 20:31
32.01162315,2018/7/10 20:32
32.00168558,2018/7/10 20:33
31.99890107,2018/7/10 20:34
31.99373379,2018/7/10 20:35
31.98764273,2018/7/10 20:36
31.99396047,2018/7/10 20:37
31.99277763,2018/7/10 20:41
31.99368225,2018/7/10 20:42
31.98925916,2018/7/10 20:43
31.9723677,2018/7/10 20:45
31.99225229,2018/7/10 20:47
31.99555523,2018/7/10 20:48
31.99395932,2018/7/10 20:49
31.99156801,2018/7/10 20:52
31.99049585,2018/7/10 20:53
31.99362335,2018/7/10 20:54
31.99482491,2018/7/10 20:55
31.99191606,2018/7/10 20:56
31.99936095,2018/7/10 20:57
32.00162288,2018/7/10 20:58
32.00065437,2018/7/10 20:59
32.00363307,2018/7/10 21:00
32.00612569,2018/7/10 21:01
32.00388693,2018/7/10 21:02
32.00458436,2018/7/10 21:03
32.00465845,2018/7/10 21:04
32.00563786,2018/7/10 21:05
32.00482814,2018/7/10 21:07
31.99676215,2018/7/10 21:08
31.99691537,2018/7/10 21:09
31.99554928,2018/7/10 21:10
31.99853118,2018/7/10 21:12
32.00305791,2018/7/10 21:13
31.99807079,2018/7/10 21:14
31.99679263,2018/7/10 21:17
31.99778181,2018/7/10 21:18
32.00103233,2018/7/10 21:19
32.00596346,2018/7/10 21:20
32.00242619,2018/7/10 21:24
32.00171834,2018/7/10 21:25
32.00426196,2018/7/10 21:26
31.99795123,2018/7/10 21:29
31.99505743,2018/7/10 21:30
31.98877601,2018/7/10 21:31
31.9895385,2018/7/10 21:32
31.99105552,2018/7/10 21:33
32.00206128,2018/7/10 21:34
31.98445074,2018/7/10 21:35
31.99138322,2018/7/10 21:38
31.9923189,2018/7/10 21:39
31.99049956,2018/7/10 21:40
31.99482617,2018/7/10 21:44
31.99929645,2018/7/10 21:46
32.00434942,2018/7/10 21:47
32.0023472,2018/7/10 21:48
31.99997834,2018/7/10 21:49
31.99872391,2018/7/10 21:50
31.9981831,2018/7/10 21:51
31.98445741,2018/7/10 21:52
31.98165059,2018/7/10 21:53
31.97908265,2018/7/10 21:56
31.99432332,2018/7/10 21:57
31.9901931,2018/7/10 21:59
31.98980757,2018/7/10 22:00
31.98641827,2018/7/10 22:01
31.9904415,2018/7/10 22:02
32.00054884,2018/7/10 22:03
31.9923459,2018/7/10 22:07
31.98993174,2018/7/10 22:10
31.99366498,2018/7/10 22:16
31.98620395,2018/7/10 22:22
31.97932756,2018/7/10 22:23
31.98707009,2018/7/10 22:24
31.98904734,2018/7/10 22:29
31.99043845,2018/7/10 22:31
31.98624353,2018/7/10 22:32
31.99190063,2018/7/10 22:37
31.99608475,2018/7/10 22:38
32.00505401,2018/7/10 22:41
32.00235227,2018/7/10 22:42
32.00094011,2018/7/10 22:43
31.9833097,2018/7/10 22:44
31.98413787,2018/7/10 22:45
31.97614386,2018/7/10 22:46
31.98200772,2018/7/10 22:50
31.97797414,2018/7/10 22:52
31.98511476,2018/7/10 22:53
31.98414389,2018/7/10 22:55
31.97964531,2018/7/10 22:56
31.98164053,2018/7/10 22:57
31.98527656,2018/7/10 22:58
31.96192219,2018/7/10 22:59
31.95033816,2018/7/10 23:04
31.94291536,2018/7/10 23:06
31.94294929,2018/7/10 23:09
31.9427638,2018/7/10 23:16
31.93748073,2018/7/10 23:17
31.93808729,2018/7/10 23:20
31.94128712,2018/7/10 23:21
31.93687837,2018/7/10 23:22
31.94105195,2018/7/10 23:24
31.93598904,2018/7/10 23:25
31.9335707,2018/7/10 23:27
31.93317689,2018/7/10 23:28
31.92043211,2018/7/10 23:33
31.91979938,2018/7/10 23:35
31.9231739,2018/7/10 23:37
31.92356183,2018/7/10 23:39
31.92342838,2018/7/10 23:40
31.92232775,2018/7/10 23:42
31.91871286,2018/7/10 23:44
31.91811242,2018/7/10 23:45
31.91798121,2018/7/10 23:46
31.91324865,2018/7/10 23:48
31.90783613,2018/7/10 23:49
31.89319536,2018/7/10 23:50
31.88915332,2018/7/10 23:52
31.89867413,2018/7/10 23:58
31.90570397,2018/7/11
31.90976884,2018/7/11 0:10
31.91685653,2018/7/11 0:23
31.91495347,2018/7/11 0:34
31.92347111,2018/7/11 0:47
31.91544038,2018/7/11 0:49
31.90581369,2018/7/11 0:55
31.90648593,2018/7/11 0:59
31.91247766,2018/7/11 1:12
31.90224258,2018/7/11 1:24
31.89559125,2018/7/11 1:31
31.89433629,2018/7/11 1:33
31.88979548,2018/7/11 1:38
31.18109398,2018/7/11 9:00
31.00076254,2018/7/11 9:01
30.99329722,2018/7/11 9:02
30.99945512,2018/7/11 9:03
30.99100828,2018/7/11 9:04
30.99269004,2018/7/11 9:05
30.99117436,2018/7/11 9:06
31.00086054,2018/7/11 9:07
30.99754171,2018/7/11 9:08
30.98503102,2018/7/11 9:10
30.98635973,2018/7/11 9:11
30.99315933,2018/7/11 9:13
31.02388208,2018/7/11 9:15
31.02381453,2018/7/11 9:16
31.01555216,2018/7/11 9:19
31.011725,2018/7/11 9:20
31.01575122,2018/7/11 9:21
31.00066798,2018/7/11 9:22
31.00381944,2018/7/11 9:24
30.99895797,2018/7/11 9:25
30.9952398,2018/7/11 9:26
30.99307645,2018/7/11 9:27
30.99643269,2018/7/11 9:28
30.98352142,2018/7/11 9:29
30.98145559,2018/7/11 9:30
30.9782865,2018/7/11 9:34
30.97893619,2018/7/11 9:36
30.94199779,2018/7/11 9:42
30.9333746,2018/7/11 9:45
30.93209114,2018/7/11 9:51
30.92658895,2018/7/11 9:59
30.92297459,2018/7/11 10:00
30.9196883,2018/7/11 10:03
30.92707164,2018/7/11 10:07
30.9035305,2018/7/11 10:08
30.89773509,2018/7/11 10:17
30.89452425,2018/7/11 10:21
30.90324018,2018/7/11 10:23
30.90748313,2018/7/11 10:32
30.91255693,2018/7/11 10:33
30.91352758,2018/7/11 10:36
30.91683542,2018/7/11 10:41
30.91081916,2018/7/11 10:52
30.9084821,2018/7/11 11:00
30.90511918,2018/7/11 11:01
30.89993093,2018/7/11 11:10
30.8978253,2018/7/11 11:16
30.90500869,2018/7/11 11:20
30.90618131,2018/7/11 11:22
30.90306003,2018/7/11 11:29
30.88520522,2018/7/11 13:30
