"","x"
"274",0.684650277951721
"275",0.699710190501044
"276",0.707039125859947
"277",0.71169130794348
"278",0.72174313098698
"279",0.67672988941281
"280",0.681709305671716
"281",0.683671896791817
"282",0.689896999142336
"283",0.689349599016548
"284",0.69526578797762
"285",0.700730277640645
"286",0.821047413996154
"287",0.823954769535586
"288",0.915130253945082
"289",0.913028124245199
"290",0.911166157865889
"291",0.909853389831737
"292",0.907402859316609
"293",0.901461188241257
"294",0.895587636554518
"295",0.89123830659434
"296",0.882349161630699
"297",0.88013584303517
"298",0.875841930400905
"299",0.873072690834902
"300",0.871051922388813
"301",0.866641168700906
"302",0.864417748281966
"303",0.862241031974223
"304",0.859198847074302
"305",0.857039754107536
"306",0.852597166715071
"307",0.845963172658031
"308",0.844392444439391
"309",0.841226603341062
"310",0.831942748251126
"311",0.829613578442256
"312",0.828695122013022
"313",0.827254143664491
"314",0.823422540154869
"315",0.820608275737879
"316",0.933552647197063
"317",0.930569254185868
"318",0.927451071824961
"319",0.92409866216795
"320",0.920535570377005
"321",0.916658857924102
"322",0.912405349735897
"323",0.908129204157197
"324",0.904211533388502
"325",0.898582457583569
"326",0.893916910101613
"327",0.889964580521132
"328",0.885518939532416
"329",0.88160730061932
"330",0.877702794989085
"331",0.873893532175245
"332",0.86824768972363
"333",0.860560331212035
"334",0.856344772954154
"335",0.852558755198706
"336",0.849281977453558
"337",0.846127569365178
"338",0.842195478950839
"339",0.838406225003267
"340",0.834059334128441
"341",0.83167023689963
"342",0.831823610744378
"343",0.831457882539868
"344",0.828040239440096
"345",0.825904645194468
"346",0.818966080003427
"347",0.811132823663116
"348",0.806945432935459
"349",0.806504992229829
"350",0.805092074944681
"351",0.804822661213935
"352",0.806103120670138
"353",0.804620752522375
"354",0.805682737340916
"355",0.807223600543832
"356",0.80324195598264
"357",0.801752435452478
"358",0.794545385971483
"359",0.796659835548686
"360",0.794244902424428
"361",0.790621958962469
"362",0.792045854209881
"363",0.788319576808905
"364",0.785942152370007
"365",0.778916863949778
"366",0.780807319459102
"367",0.768293967404673
"368",0.756522608897386
"369",0.756569485680066
"370",0.760860640197547
"371",0.748173437025424
"372",0.74963895878589
"373",0.738771397841424
"374",0.74378373620135
"375",0.752533114489521
"376",0.740286377120628
"377",0.740760173821468
"378",0.728754657172906
"379",0.729514825141989
"380",0.734863948571866
"381",0.740249537450549
"382",0.745909251200069
"383",0.748386536479484
"384",0.752769088059734
"385",0.755705401817165
"386",0.762158483731851
"387",0.766120691665636
"388",0.774000568379387
"389",0.769375225577344
"390",0.772746168378709
"391",0.777371072230178
"392",0.77921181006465
"393",0.78166579129887
"394",0.783201119821937
"395",0.785400161919838
"396",0.784764363311612
"397",0.786840959238226
"398",0.779954805007178
"399",0.77372661808699
"400",0.775845034322158
"401",0.778650728578223
"402",0.771816197876593
"403",0.774945952573362
"404",0.777000711875657
"405",0.779768076365351
"406",0.781467222679633
"407",0.783909847159642
"408",0.765818572246877
"409",0.76868165541033
"410",0.771332205243456
"411",0.762812958836264
"412",0.766767868241713
"413",0.771678265735701
"414",0.774861297048901
"415",0.774409071800059
"416",0.757341562712301
"417",0.749154453793748
"418",0.75345793287202
"419",0.737115247864176
"420",0.712971643842147
"421",0.680974341090946
"422",0.691195229126796
"423",0.709698759116336
"424",0.712022618738208
"425",0.708623765541949
"426",0.70583947351653
"427",0.676206552741891
"428",0.68325331070174
"429",0.68338953166184
"430",0.66697290849626
"431",0.668847139034946
"432",0.678904317349681
"433",0.688984834082139
"434",0.688443537838586
"435",0.67993565102068
"436",0.687303546975458
"437",0.693819773218462
"438",0.692999025672412
"439",0.711704958199884
"440",0.702057601874255
"441",0.712019641044282
"442",0.710063799279023
"443",0.700871923053767
"444",0.70011626102713
"445",0.705544132223985
"446",0.719148174808713
"447",0.722866404220374
"448",0.729359801748792
"449",0.732617788602791
"450",0.740072502892825
"451",0.732192877575155
"452",0.713504458562385
"453",0.71826470029687
"454",0.726212048715695
"455",0.738945201055922
"456",0.735221105079053
"457",0.750046130567955
"458",0.752185051397267
"459",0.751591894962273
"460",0.755803907650748
"461",0.768337653260136
"462",0.757432960116115
"463",0.760509128575527
"464",0.763998331386112
"465",0.767312800929147
"466",0.767912845724602
"467",0.777688404231736
"468",0.774921207277706
"469",0.780853308968602
"470",0.772933511055889
"471",0.758949507667892
"472",0.753175356493403
"473",0.75483081276249
"474",0.763237192610605
"475",0.749775303122636
"476",0.754272616497526
"477",0.754675782851553
"478",0.747913569649527
"479",0.752023372843993
"480",0.753888029222428
"481",0.747093251299246
"482",0.747715511281201
"483",0.741975755193339
"484",0.735982126683818
"485",0.742609943692252
"486",0.721289677257735
"487",0.727639969509614
"488",0.730919794949906
"489",0.738436259139642
"490",0.743025707889947
"491",0.744622101161186
"492",0.688321295470517
"493",0.618617520410286
"494",0.628846869368919
"495",0.642140317299578
"496",0.64744952065008
"497",0.650227480854408
"498",0.650602089675664
"499",0.662115889563875
"500",0.661888607636177
"501",0.668452375459495
"502",0.674824429145593
"503",0.68505282769933
"504",0.698479739274005
"505",0.682571806407749
"506",0.695571992246942
"507",0.688937713136894
"508",0.694145708634384
"509",0.702021127401001
"510",0.678040784181829
"511",0.615453359976695
"512",0.637661216437969
"513",0.643854660121266
"514",0.655006273482157
"515",0.664398298270268
"516",0.668259135219081
"517",0.676895929289991
"518",0.686711198199037
"519",0.694047947544447
"520",0.692447736035739
"521",0.691265365719241
"522",0.665753756540191
"523",0.667310269202555
"524",0.675804775108774
"525",0.687715489512965
"526",0.687741811165323
"527",0.652036295946407
"528",0.672396036245629
"529",0.680683014189295
"530",0.690431354808543
"531",0.689166548442727
"532",0.699696357722488
"533",0.70747891170925
"534",0.714754139562666
"535",0.716501644882903
"536",0.724566532828574
"537",0.731989358444935
"538",0.727022390115379
"539",0.722773556091278
"540",0.957772871313099
"541",0.954152508249412
"542",0.952016524702229
"543",0.950001315184028
"544",0.947785208643188
"545",0.945459465979673
"546",0.94279229228314
"547",0.940082776147893
"548",0.937455093188452
"549",0.934707717640989
"550",0.930978051945463
"551",0.92596992586209
"552",0.922290970904299
"553",0.916756792248806
"554",0.913570472617139
"555",0.910141467352765
"556",0.905794207210815
"557",0.907346142917799
"558",0.910963383394306
"559",0.906192734706955
"560",0.90235339898564
"561",0.898377394784953
"562",0.895815611012398
"563",0.893472806019258
"564",0.889492030789641
"565",0.884957301261818
"566",0.8815562980062
"567",0.875947891316183
"568",0.871260430894209
"569",0.865698494714739
"570",0.843696715336913
"571",0.8429937817114
"572",0.84220203732361
"573",0.835587726007887
"574",0.831218121700972
"575",0.826758288269258
"576",0.799492580951951
"577",0.785475490958405
"578",0.786252995045019
"579",0.786778869532337
"580",0.787294914437743
"581",0.785914072163711
"582",0.786879565962197
"583",0.782141040403379
"584",0.782363329298754
"585",0.779489312445453
"586",0.781236234477092
"587",0.782216229691411
"588",0.785513927822308
"589",0.784490799621869
"590",0.778771099033441
"591",0.791490003230319
"592",0.791755005142409
"593",0.795330112501841
"594",0.795197428469439
"595",0.794977863903158
"596",0.807483465864769
"597",0.807694877304645
"598",0.828171567424287
"599",0.824984240166841
"600",0.825894125170048
"601",0.833650926266623
"602",0.832907144942888
"603",0.831462418432557
"604",0.830121174711519
"605",0.802865401464381
"606",0.804544946127666
"607",0.789612937970148
"608",0.786059824672253
"609",0.784735593460648
"610",0.704664765568881
"611",0.714258288355759
"612",0.724366035986033
"613",0.725150489885974
"614",0.715148953848117
"615",0.719073555977314
"616",0.742597295708578
"617",0.746982986678345
"618",0.747907169911994
"619",0.756972245921494
"620",0.756194552030539
"621",0.751733947328761
"622",0.750988417341375
"623",0.755494089109652
"624",0.681214507459009
"625",0.687448465794495
"626",0.682296856070451
"627",0.710678542231912
"628",0.714557226105385
"629",0.656299216675306
"630",0.665929866196523
"631",0.657751642745582
"632",0.671469547654908
"633",0.66588566142548
"634",0.675411535087821
"635",0.66562930050671
"636",0.667315800259316
"637",0.681597688716643
"638",0.685301345444293
"639",0.693698846478158
"640",0.705345146910966
"641",0.689021040076053
"642",0.703638594021174
"643",0.716407176273694
"644",0.743674888964978
"645",0.747844895627485
"646",0.75546531490308
"647",0.719994948513425
"648",0.697092721435252
"649",0.695176348714228
"650",0.702630294865186
"651",0.700311218803997
"652",0.70750978595371
"653",0.714345821226722
"654",0.71844572392681
"655",0.717614679315148
"656",0.730343317595779
"657",0.736116027406521
"658",0.747553491670927
"659",0.726705250491917
"660",0.708990880593041
"661",0.708173709808375
"662",0.715459770118046
"663",0.718750586643732
"664",0.722002418512275
"665",0.733842476849454
"666",0.739322242648064
"667",0.74713174692696
"668",0.751352110927848
"669",0.755749619695059
"670",0.757956622952914
"671",0.720682452011947
"672",0.667947596359028
"673",0.678081205896918
"674",0.687581810069074
"675",0.706823575444006
"676",0.704859084698963
"677",0.712303723331143
"678",0.72801764222862
"679",0.724245078399541
"680",0.669702352416953
"681",0.671158191588949
"682",0.666475514436538
"683",0.677012349196763
"684",0.697216386828144
"685",0.695704548234357
"686",0.703680277237906
"687",0.711318061368842
"688",0.724503913252963
"689",0.730744263250935
"690",0.736787064372186
"691",0.734652811561969
"692",0.739596432654659
"693",0.744989653483636
"694",0.747698957139059
"695",0.727313204695825
"696",0.72453189069108
"697",0.730127209673256
"698",0.735951958398201
"699",0.73796043391892
"700",0.728521673132708
"701",0.634018545540992
"702",0.534959596713002
"703",0.547044589803177
"704",0.56411271606916
"705",0.550280949586646
"706",0.577938025654325
"707",0.599630504344756
"708",0.613043148225395
"709",0.61618483824508
"710",0.628286629727386
"711",0.635239245120627
"712",0.641695535514666
"713",0.641958338531753
"714",0.650029178183023
"715",0.647858303676553
"716",0.657182332975959
"717",0.665976441345074
"718",0.683164404027228
"719",0.713725330842653
"720",0.718595942454696
"721",0.720936436732712
"722",0.708647055782065
"723",0.731054609834262
"724",0.736009414238117
"725",0.723190152102171
"726",0.572103584160532
"727",0.637185253393912
"728",0.648516501143059
"729",0.656755024064739
"730",0.70707744350652
"731",0.712782417184443
"732",0.718416689319381
"733",0.723140569319583
"734",0.713187372776033
"735",0.706992572075913
"736",0.700526102121988
"737",0.707043219697709
"738",0.710605398210992
"739",0.720153649520039
"740",0.72591898345635
"741",0.731458730056837
"742",0.738022249598162
"743",0.744246413787844
"744",0.750130007350855
"745",0.749879031375675
"746",0.753669483125095
"747",0.773628446172961
"748",0.779691013819656
"749",0.785142543732007
"750",0.786523019095306
"751",0.782110652051816
"752",0.772426774828254
"753",0.771192701965325
"754",0.772250497507414
"755",0.772200828673532
"756",0.76775432964935
"757",0.757607703751381
"758",0.753958669307249
"759",0.763815422080703
"760",0.755279633733594
"761",0.752198263511425
"762",0.761466792281243
"763",0.763332231982072
"764",0.769796367820255
"765",0.778681585407828
"766",0.776909970358449
"767",0.777552011815036
"768",0.798446081378317
"769",0.802299467162311
"770",0.802918567958669
"771",0.803377892214738
"772",0.803827477907372
"773",0.795974037734037
"774",0.792607169708585
"775",0.793500224066967
"776",0.799227737693855
"777",0.757875520141909
"778",0.752207109538624
"779",0.755883524838709
"780",0.759349405769435
"781",0.762605744838564
"782",0.762108234596001
"783",0.750901578435648
"784",0.76053961405358
"785",0.755467223105522
"786",0.750880325289432
"787",0.755232644297088
"788",0.729444464270013
"789",0.714987499555325
"790",0.73682408507675
"791",0.736244267854002
"792",0.736820185568935
"793",0.741438559735985
"794",0.739398570443845
"795",0.737485864750927
"796",0.744681445922096
"797",0.736663742197585
"798",0.734536357955035
"799",0.745251310183923
"800",0.744023759283043
"801",0.748657076587257
"802",0.753057634162181
"803",0.755462713338252
"804",0.737567800083417
"805",0.721841006257993
"806",0.668406079542018
"807",0.670472437935016
"808",0.677959137490488
"809",0.686771038957971
"810",0.680218820873229
"811",0.686806425864661
"812",0.684604660087764
"813",0.69360097513409
"814",0.701771390718765
"815",0.641129549757208
"816",0.643014789176032
"817",0.645168232099916
"818",0.692633970923773
"819",0.700568761542289
"820",0.668868955989548
"821",0.671390886939228
"822",0.672197325810695
"823",0.640934210835353
"824",0.645212319720629
"825",0.665162031838437
"826",0.666586282781019
"827",0.642676781872137
"828",0.663720298729865
"829",0.987613617581421
"830",0.987114520762182
"831",0.986523053233573
"832",0.985915777238124
"833",0.985259061658425
"834",0.984554148670675
"835",0.98378530790577
"836",0.982948528993364
"837",0.98203221997673
"838",0.98100917181279
"839",0.979925555050931
"840",0.978749525049399
"841",0.977390903610572
"842",0.975859950581923
"843",0.974411626087471
"844",0.972661931621449
"845",0.970850161136338
"846",0.969010445128274
"847",0.967081528494088
"848",0.965018230723945
"849",0.962795773752628
"850",0.96005678245371
"851",0.957357715814123
"852",0.954314725044481
"853",0.951318315037173
"854",0.948269100570391
"855",0.944092710554266
"856",0.940227587543503
"857",0.936919213436239
"858",0.93270548798413
"859",0.928763436076528
"860",0.922940092878082
"861",0.919399071145919
"862",0.915670784176941
"863",0.91105591574249
"864",0.90353820923194
"865",0.900336912277229
"866",0.894434975416064
"867",0.88972616886826
"868",0.886147812623978
"869",0.882629845637186
"870",0.878747547532297
"871",0.869945616961059
"872",0.866763327109923
"873",0.861918361457823
"874",0.859599033250348
"875",0.856766299077841
"876",0.854015824430811
"877",0.846389810461801
"878",0.844157111290248
"879",0.839690143697851
"880",0.837600100787327
"881",0.835809342566815
"882",0.831530265178856
"883",0.830097054318171
"884",0.830126134958808
"885",0.828756991218497
"886",0.820148196913579
"887",0.827373163157838
"888",0.825806943553636
"889",0.824313885157506
"890",0.817440324164826
"891",0.816422422175933
"892",0.810082717897712
"893",0.811503167378211
"894",0.804476195475657
"895",0.787349687608045
"896",0.791731381602305
"897",0.7953025478125
"898",0.789194258919513
"899",0.788963263076639
"900",0.785270012054173
"901",0.787195818056611
"902",0.788459433822146
"903",0.790193966129131
"904",0.77707031718918
"905",0.761388295736679
"906",0.758729169957958
"907",0.755134775651816
"908",0.726520295959894
"909",0.728978402354536
"910",0.724881203077304
"911",0.721539620924738
"912",0.728181810541204
"913",0.7288220086758
"914",0.73059622103452
"915",0.730846545957991
"916",0.736812078797467
"917",0.704179509636533
"918",0.697325450918002
"919",0.675586432479326
"920",0.680417963177016
"921",0.673717089852208
"922",0.68160696029758
"923",0.6900733434243
"924",0.699004373447444
"925",0.70143794337192
"926",0.705068902659099
"927",0.712165182229207
"928",0.709391415554099
"929",0.710785534697509
"930",0.712010008157107
"931",0.728314951333888
"932",0.732932549408266
"933",0.737205093356242
"934",0.741904097885795
"935",0.734235543914094
"936",0.739245118832833
"937",0.746700193168254
"938",0.753467446452545
"939",0.757060760424285
"940",0.746707815227111
"941",0.74883367826736
"942",0.750468983274898
"943",0.741562370812123
"944",0.746724171765783
"945",0.743577945056273
"946",0.740711679920752
"947",0.708971758810482
"948",0.712667582538123
"949",0.709216280288166
"950",0.71677597796614
"951",0.723428820530463
"952",0.714023196319048
"953",0.720934275177788
"954",0.7279042415142
"955",0.73384258608149
"956",0.737572320938866
"957",0.742811853966299
"958",0.719532443175439
"959",0.707978424375095
"960",0.700905095967247
"961",0.698684258706195
"962",0.707451365069782
"963",0.713230788604976
"964",0.608094649631144
"965",0.524250692248264
"966",0.564761759385771
"967",0.581510667351106
"968",0.597569432265266
"969",0.616605612853922
"970",0.62849367087395
"971",0.631336623140298
"972",0.623084106499081
"973",0.630593220796569
"974",0.642428598697135
"975",0.653303004100459
"976",0.663642485682921
"977",0.66785895917844
"978",0.675825105678416
"979",0.692286675903755
"980",0.70539992601333
"981",0.705944705416732
"982",0.71292696772523
"983",0.717743825929694
"984",0.719304509028226
"985",0.725587600224883
"986",0.728968811579656
"987",0.711082313383262
"988",0.71614425792476
"989",0.722767083953908
"990",0.733547017227564
"991",0.742568269959719
"992",0.747627274799084
"993",0.744890953121734
"994",0.745021599729215
"995",0.735082728007734
"996",0.732124233069151
"997",0.737911058831811
"998",0.734729614054063
"999",0.738366110650039
"1000",0.743879873993659
"1001",0.739999218496569
"1002",0.744924654239117
"1003",0.750073462963349
"1004",0.745374749649363
"1005",0.750532708446417
"1006",0.755336036544978
"1007",0.73664555150712
"1008",0.736667050204637
"1009",0.732726299861918
"1010",0.754456240869811
"1011",0.75447605717012
"1012",0.762031192674949
"1013",0.761016145106894
"1014",0.760305783322333
"1015",0.755021403047853
"1016",0.746808927678786
"1017",0.776502133756878
"1018",0.781532697867806
"1019",0.791927852128721
"1020",0.795078429929337
"1021",0.797455918686596
"1022",0.759800923639308
"1023",0.747952790765126
"1024",0.748913299067733
"1025",0.754841083223499
"1026",0.761781905956385
"1027",0.762245743748323
"1028",0.772153001679664
"1029",0.777879209894479
"1030",0.783298720039627
"1031",0.766975757025171
"1032",0.769543259516327
"1033",0.769221929965882
"1034",0.739958956748502
"1035",0.712483663352192
"1036",0.70474965497916
"1037",0.702641423829223
"1038",0.714296642639644
"1039",0.750433016806871
"1040",0.727885088909097
"1041",0.726908499590502
"1042",0.731755787287599
"1043",0.737665144145063
"1044",0.745009294689618
"1045",0.749291829515545
"1046",0.746529455723385
"1047",0.750483966411646
"1048",0.752835450697356
"1049",0.752593958494238
"1050",0.754731234629739
"1051",0.752636782764966
"1052",0.756187129119022
"1053",0.761392716574788
