hours,days,open,high,low,close,volume
10,20,266.94,266.94,266.92,266.92,6080
10,20,266.94,266.94,266.92,266.92,1960
10,20,266.94,266.94,266.92,266.94,3480
10,20,266.92,266.94,266.92,266.94,7426
10,20,266.94,266.95,266.94,266.95,1014
10,20,266.92,266.94,266.92,266.94,3300
10,20,266.94,266.95,266.94,266.94,24358
10,20,266.94,266.94,266.92,266.94,18680
10,20,266.94,266.94,266.94,266.94,10274
10,20,266.94,266.94,266.92,266.94,24870
10,20,266.94,266.94,266.94,266.94,18616
10,20,266.94,266.94,266.94,266.94,4128
10,20,266.94,266.94,266.92,266.92,10272
11,20,266.92,266.94,266.92,266.94,10250
11,20,266.94,266.94,266.93,266.94,6922
11,20,266.93,266.94,266.93,266.94,2400
11,20,266.94,266.94,266.94,266.94,20
11,20,266.92,266.94,266.92,266.92,2060
11,20,266.92,266.94,266.9,266.92,8634
11,20,266.92,266.92,266.92,266.92,400
11,20,266.9,266.9,266.9,266.9,1000
11,20,266.92,266.92,266.92,266.92,3400
11,20,266.9,266.92,266.9,266.92,420
11,20,266.9,266.9,266.9,266.9,60
11,20,266.92,266.92,266.92,266.92,4442
11,20,266.92,266.92,266.92,266.92,600
11,20,266.93,266.93,266.92,266.93,4482
11,20,266.94,266.95,266.92,266.92,10800
11,20,266.94,266.94,266.92,266.94,2636
11,20,266.92,266.92,266.9,266.9,10080
11,20,266.9,266.9,266.9,266.9,5236
11,20,266.9,266.9,266.9,266.9,6200
11,20,266.9,266.9,266.9,266.9,2760
11,20,266.9,266.9,266.85,266.85,5084
11,20,266.85,266.85,266.85,266.85,5158
11,20,266.9,266.92,266.9,266.92,9934
11,20,266.98,266.98,266.98,266.98,1582
13,20,266.98,266.98,266.9,266.9,1204
13,20,266.95,266.95,266.95,266.95,6542
13,20,266.95,266.95,266.95,266.95,2100
13,20,266.95,266.95,266.95,266.95,4000
13,20,266.95,266.95,266.92,266.92,2040
13,20,266.98,266.98,266.98,266.98,200
13,20,266.95,267,266.95,267,10482
13,20,267,267.01,267,267.01,4042
13,20,267.05,267.05,267.05,267.05,6080
13,20,267,267,267,267,11960
13,20,267,267,267,267,1580
13,20,267,267,267,267,780
13,20,267,267.04,267,267.04,15380
13,20,267.04,267.04,267,267.04,13724
13,20,267.01,267.01,267.01,267.01,60
13,20,267.01,267.01,267.01,267.01,60
13,20,267,267,267,267,19186
13,20,267,267,267,267,1000
13,20,267,267.03,266.96,266.96,1824
13,20,266.96,266.96,266.96,266.96,0
13,20,267.03,267.03,267.03,267.03,3000
13,20,266.96,267.03,266.96,267.03,2726
13,20,267.03,267.04,267.03,267.04,3934
13,20,267.04,267.04,267.04,267.04,42
13,20,267,267,267,267,4000
13,20,267,267.01,267,267.01,26
13,20,267.03,267.04,267.03,267.03,1460
13,20,267.04,267.04,267.04,267.04,74
13,20,267.04,267.04,267.03,267.04,6808
14,20,267.04,267.05,267.04,267.05,14668
14,20,267.05,267.05,267.05,267.05,980
14,20,267.05,267.05,267.04,267.05,45456
14,20,267.05,267.05,267,267,14000
14,20,267,267,267,267,3418
14,20,267,267,267,267,14600
14,20,266.96,267,266.96,267,2104
14,20,267,267,267,267,8932
14,20,267,267,267,267,3998
14,20,266.96,266.96,266.96,266.96,2906
14,20,266.96,266.96,266.96,266.96,100
14,20,266.95,266.95,266.95,266.95,1996
14,20,266.99,266.99,266.99,266.99,200
14,20,266.99,266.99,266.99,266.99,600
14,20,266.99,267,266.99,267,7034
14,20,267,267,267,267,304
14,20,267,267,267,267,11462
14,20,266.96,266.96,266.9,266.9,11960
14,20,266.95,266.96,266.95,266.96,8056
14,20,266.96,266.96,266.9,266.95,25340
14,20,266.91,266.91,266.91,266.91,6
14,20,266.91,266.91,266.9,266.9,20000
14,20,266.91,266.91,266.9,266.9,15012
14,20,266.9,266.9,266.9,266.9,16800
14,20,266.9,266.94,266.9,266.94,13606
14,20,266.92,266.94,266.92,266.92,9864
14,20,266.94,266.94,266.94,266.94,5600
14,20,266.94,266.94,266.94,266.94,1228
14,20,266.94,266.94,266.92,266.92,16190
14,20,266.92,266.92,266.88,266.88,17518
14,20,266.9,266.9,266.85,266.85,12000
14,20,266.9,266.92,266.9,266.92,8360
14,20,266.92,266.92,266.92,266.92,190
14,20,266.92,266.92,266.92,266.92,174
14,20,266.92,266.92,266.9,266.9,3300
14,20,266.85,266.9,266.85,266.9,14900
14,20,266.9,266.9,266.85,266.9,11192
14,20,266.9,266.9,266.9,266.9,6806
14,20,266.9,266.9,266.9,266.9,6400
14,20,266.9,266.9,266.86,266.86,874
14,20,266.9,266.9,266.87,266.87,1222
14,20,266.9,266.9,266.9,266.9,16000
14,20,266.92,266.92,266.92,266.92,9978
14,20,266.92,266.92,266.92,266.92,896
14,20,266.95,266.99,266.95,266.98,1000
14,20,266.98,266.99,266.98,266.98,800
14,20,266.98,266.98,266.97,266.97,440
14,20,266.96,266.96,266.9,266.9,3228
14,20,266.9,266.9,266.9,266.9,6864
14,20,266.93,266.93,266.93,266.93,4
14,20,266.9,266.93,266.9,266.9,6650
14,20,266.9,266.9,266.9,266.9,3160
14,20,266.9,266.93,266.9,266.93,8560
14,20,266.9,266.9,266.9,266.9,2000
14,20,266.93,266.93,266.93,266.93,1440
15,20,266.93,266.97,266.93,266.97,3008
15,20,266.97,266.99,266.97,266.99,4090
15,20,266.99,267,266.99,267,142
15,20,267.1,267.12,267.1,267.12,46
15,20,267.12,267.18,267.12,267.18,1940
15,20,267.18,267.18,267.18,267.18,9000
15,20,267.18,267.18,267.18,267.18,3000
15,20,267.18,267.18,267.12,267.18,4250
15,20,267.18,267.18,267.12,267.12,1170
15,20,267.17,267.17,267.12,267.17,920
15,20,267.18,267.18,267.18,267.18,468
15,20,267.18,267.18,267.18,267.18,126
15,20,267.18,267.18,267.17,267.17,166
15,20,267.18,267.18,267.17,267.17,4472
15,20,267.17,267.17,267.17,267.17,208
15,20,267.1,267.18,267.1,267.18,4932
15,20,267.18,267.18,267.18,267.18,928
15,20,267.18,267.18,267.18,267.18,840
15,20,267.18,267.18,267.18,267.18,352
15,20,267.18,267.18,267.18,267.18,3796
15,20,267.18,267.18,267.18,267.18,202
15,20,267.15,267.18,267.15,267.18,1046
15,20,267.18,267.18,267.18,267.18,5686
15,20,267.18,267.18,267.15,267.15,3058
15,20,267.15,267.15,267.1,267.1,1304
15,20,267.15,267.15,267.15,267.15,5118
15,20,267.15,267.18,267.15,267.18,1898
15,20,267.18,267.19,267.18,267.19,1602
15,20,267.19,267.3,267.18,267.3,4882
15,20,267.3,267.5,267.2,267.5,2842
15,20,267.48,267.48,267.48,267.48,0
20,20,267.8,267.8,267.8,267.8,2
20,20,267.8,267.8,267.8,267.8,20
20,20,267.6,267.6,267.6,267.6,2
20,20,267.6,267.6,267.6,267.6,4
20,20,266.6,266.6,266.6,266.6,2
20,20,267.5,267.5,267.5,267.5,5600
20,20,267.5,267.5,267.5,267.5,0
20,20,267.5,267.5,267.5,267.5,2
20,20,267.5,267.56,267.5,267.56,8
20,20,267.5,267.5,267.5,267.5,4
20,20,267.6,267.6,267.6,267.6,14
20,20,267.51,267.51,267.51,267.51,34
20,20,267.5,267.5,267.5,267.5,4
20,20,267.68,267.7,267.68,267.7,44
20,20,267.7,267.7,267.5,267.5,2
20,20,266.7,266.7,266.7,266.7,40
20,20,267.01,267.01,267.01,267.01,22
20,20,267.01,267.01,267.01,267.01,0
20,20,267.65,267.65,267.65,267.65,132
20,20,267.04,267.04,267.04,267.04,198
20,20,267.04,267.04,267.04,267.04,2
20,20,267.66,267.66,267.66,267.66,2
20,20,267.66,267.66,267.66,267.66,218
20,20,267.66,267.66,267.66,267.66,4
20,20,267.66,267.66,267.66,267.66,2000
20,20,267.67,267.67,267.67,267.67,12
20,20,267.66,267.66,267.66,267.66,2
20,20,267.92,267.92,267.92,267.92,10
20,20,267.92,267.92,267.92,267.92,0
20,20,267.88,267.9,267.88,267.9,32
21,20,267.92,267.92,267.92,267.92,4
21,20,267.92,267.92,267.92,267.92,0
21,20,267.92,267.95,267.92,267.95,24
21,20,267.98,268,267.98,268,154
21,20,268,268,268,268,0
21,20,268,268,268,268,0
21,20,267.98,267.98,267.98,267.98,14
21,20,267.98,267.98,267.98,267.98,2
21,20,267.8,267.8,267.8,267.8,18
21,20,267.98,267.98,267.98,267.98,2
21,20,267.98,267.98,267.98,267.98,2
21,20,267.9,267.9,267.9,267.9,4
21,20,267.8,267.8,267.8,267.8,2
21,20,267.8,267.8,267.8,267.8,60
21,20,267.66,267.66,267.66,267.66,100
21,20,267.66,267.8,267.66,267.8,38
22,20,268,268,268,268,1758
22,20,268,268,268,268,0
22,20,267.95,267.95,267.95,267.95,4
22,20,267.95,267.95,267.95,267.95,42
22,20,267.9,267.9,267.9,267.9,4
22,20,267.76,267.76,267.76,267.76,2
22,20,267.76,267.76,267.76,267.76,2
22,20,267.76,267.76,267.76,267.76,0
22,20,267.76,267.76,267.76,267.76,6
22,20,267.76,267.76,267.76,267.76,10
22,20,267.76,267.76,267.76,267.76,2
22,20,267.75,267.75,267.75,267.75,2
22,20,267.75,267.75,267.75,267.75,2
22,20,267.76,267.76,267.76,267.76,54
22,20,267.76,267.76,267.76,267.76,0
22,20,267.8,267.8,267.8,267.8,200
22,20,267.67,267.67,267.67,267.67,20
22,20,267.61,267.61,267.61,267.61,22
22,20,267.61,267.61,267.61,267.61,0
22,20,267.5,267.5,267.5,267.5,2
23,20,267.5,267.5,267.5,267.5,0
23,20,267.41,267.41,267.41,267.41,100
23,20,267.8,267.8,267.8,267.8,2000
23,20,267.8,267.8,267.8,267.8,0
23,20,267.8,267.8,267.8,267.8,0
23,20,267.8,267.8,267.8,267.8,0
0,21,267.8,267.8,267.8,267.8,0
0,21,267.8,267.8,267.8,267.8,40
0,21,267.8,267.8,267.8,267.8,0
0,21,267.8,267.8,267.8,267.8,2
0,21,267.6,267.6,267.6,267.6,34
0,21,267.6,267.6,267.6,267.6,20
1,21,267.6,267.6,267.6,267.6,0
1,21,267.8,267.8,267.8,267.8,76
1,21,267.8,267.8,267.8,267.8,6
1,21,267.8,267.8,267.8,267.8,0
2,21,267.8,267.8,267.8,267.8,0
2,21,267.8,267.85,267.8,267.85,40
2,21,267.85,267.85,267.85,267.85,0
2,23,267.8,267.8,267.8,267.8,46
9,23,268.2,268.2,268,268.1,2256
9,23,268.2,268.2,268.2,268.2,28
9,23,268.2,268.2,268.2,268.2,94
9,23,268.2,268.2,268.2,268.2,2780
9,23,268.2,268.28,268.2,268.2,5960
9,23,268.29,268.29,268.29,268.29,10
9,23,268.29,268.3,268.29,268.29,7400
9,23,268.29,268.3,268.29,268.3,7658
9,23,268.3,268.3,268.3,268.3,4
9,23,268.3,268.3,268.3,268.3,2384
9,23,268.28,268.28,268.2,268.2,5624
9,23,268.2,268.2,268.2,268.2,598
9,23,268.2,268.2,268.2,268.2,4202
9,23,268.2,268.2,268.2,268.2,400
9,23,268.2,268.2,268.19,268.19,202
9,23,268.19,268.19,268.19,268.19,0
9,23,268.19,268.19,268.19,268.19,40
9,23,268.19,268.19,268.19,268.19,20
9,23,268.1,268.2,268.1,268.2,224
9,23,268.29,268.29,268.29,268.29,600
9,23,268.23,268.23,268.23,268.23,8
9,23,268.23,268.3,268.23,268.3,4598
9,23,268.3,268.3,268.3,268.3,0
9,23,268.3,268.3,268.25,268.25,4200
9,23,268.25,268.3,268.25,268.3,5000
9,23,268.25,268.25,268.25,268.25,410
9,23,268.25,268.28,268.25,268.28,22
9,23,268.3,268.3,268.3,268.3,4998
9,23,268.3,268.3,268.3,268.3,4000
9,23,268.3,268.3,268.3,268.3,2
9,23,268.35,268.35,268.35,268.35,630
9,23,268.32,268.32,268.32,268.32,2
9,23,268.3,268.34,268.25,268.25,4800
9,23,268.25,268.25,268.23,268.23,636
9,23,268.28,268.28,268.28,268.28,830
9,23,268.3,268.32,268.3,268.32,13086
9,23,268.3,268.35,268.3,268.3,12820
9,23,268.3,268.3,268.3,268.3,98
9,23,268.3,268.3,268.3,268.3,1940
9,23,268.3,268.3,268.3,268.3,200
9,23,268.3,268.3,268.3,268.3,1440
9,23,268.3,268.32,268.3,268.32,750
9,23,268.32,268.34,268.3,268.34,1290
9,23,268.3,268.32,268.28,268.32,440
9,23,268.32,268.32,268.32,268.32,4540
9,23,268.32,268.32,268.32,268.32,1000
9,23,268.28,268.3,268.28,268.3,938
10,23,268.34,268.34,268.3,268.34,712
10,23,268.34,268.34,268.34,268.34,614
10,23,268.3,268.3,268.3,268.3,800
10,23,268.3,268.3,268.3,268.3,1000
10,23,268.3,268.3,268.3,268.3,1634
10,23,268.28,268.3,268.28,268.3,634
10,23,268.3,268.3,268.3,268.3,422
10,23,268.3,268.33,268.3,268.3,420
10,23,268.3,268.3,268.3,268.3,462
10,23,268.3,268.3,268.3,268.3,156
10,23,268.28,268.28,268.28,268.28,620
10,23,268.28,268.28,268.28,268.28,1220
10,23,268.28,268.28,268.28,268.28,600
10,23,268.3,268.3,268.3,268.3,1110
10,23,268.3,268.3,268.3,268.3,1106
10,23,268.3,268.3,268.3,268.3,1040
10,23,268.3,268.3,268.28,268.28,74
10,23,268.28,268.28,268.28,268.28,2560
10,23,268.26,268.28,268.26,268.28,720
10,23,268.28,268.28,268.28,268.28,400
10,23,268.26,268.26,268.26,268.26,1080
10,23,268.26,268.26,268.26,268.26,188
10,23,268.26,268.26,268.26,268.26,0
10,23,268.26,268.33,268.26,268.33,650
10,23,268.33,268.33,268.31,268.31,392
10,23,268.33,268.33,268.33,268.33,11000
10,23,268.31,268.33,268.31,268.33,12190
10,23,268.33,268.33,268.33,268.33,16000
10,23,268.33,268.33,268.33,268.33,118
10,23,268.3,268.3,268.3,268.3,10
10,23,268.3,268.33,268.3,268.33,10800
10,23,268.33,268.33,268.33,268.33,9726
10,23,268.34,268.34,268.33,268.33,6274
10,23,268.31,268.31,268.31,268.31,4
10,23,268.31,268.31,268.31,268.31,254
10,23,268.34,268.34,268.34,268.34,2
10,23,268.32,268.4,268.32,268.4,4650
10,23,268.4,268.4,268.4,268.4,4000
10,23,268.4,268.4,268.4,268.4,2002
10,23,268.4,268.4,268.39,268.39,3002
10,23,268.37,268.39,268.36,268.39,4400
10,23,268.36,268.38,268.36,268.36,3800
10,23,268.37,268.37,268.37,268.37,274
10,23,268.36,268.37,268.36,268.37,18
10,23,268.37,268.37,268.37,268.37,10
10,23,268.36,268.37,268.36,268.37,720
10,23,268.39,268.39,268.39,268.39,6000
10,23,268.4,268.4,268.39,268.4,1808
10,23,268.4,268.4,268.4,268.4,4030
10,23,268.4,268.4,268.4,268.4,6
10,23,268.4,268.4,268.4,268.4,4000
10,23,268.45,268.45,268.45,268.45,200
10,23,268.45,268.45,268.45,268.45,15840
10,23,268.45,268.45,268.43,268.43,7960
11,23,268.44,268.45,268.44,268.45,2600
11,23,268.45,268.45,268.44,268.44,3752
11,23,268.44,268.44,268.44,268.44,1600
11,23,268.44,268.44,268.42,268.42,800
11,23,268.42,268.45,268.42,268.45,13860
11,23,268.45,268.45,268.44,268.44,1032
11,23,268.42,268.42,268.42,268.42,400
11,23,268.45,268.45,268.45,268.45,1800
11,23,268.45,268.45,268.45,268.45,200
11,23,268.45,268.45,268.45,268.45,6000
11,23,268.45,268.45,268.45,268.45,1000
11,23,268.45,268.45,268.45,268.45,200
11,23,268.45,268.45,268.42,268.45,544
11,23,268.46,268.46,268.45,268.45,6004
11,23,268.46,268.48,268.45,268.48,2846
11,23,268.48,268.48,268.48,268.48,600
11,23,268.48,268.48,268.46,268.46,2456
11,23,268.45,268.45,268.45,268.45,9464
11,23,268.45,268.46,268.45,268.46,2160
11,23,268.48,268.48,268.48,268.48,8114
11,23,268.48,268.48,268.48,268.48,16
11,23,268.48,268.48,268.48,268.48,18200
11,23,268.48,268.5,268.48,268.5,5682
11,23,268.5,268.5,268.5,268.5,200
11,23,268.5,268.5,268.5,268.5,10222
11,23,268.5,268.5,268.5,268.5,6032
11,23,268.5,268.5,268.49,268.5,1144
11,23,268.5,268.5,268.5,268.5,9600
11,23,268.5,268.5,268.5,268.5,584
13,23,268.49,268.55,268.49,268.55,14384
13,23,268.51,268.51,268.49,268.5,4100
13,23,268.52,268.52,268.52,268.52,1300
13,23,268.52,268.53,268.52,268.53,8996
13,23,268.53,268.53,268.53,268.53,11256
13,23,268.53,268.53,268.53,268.53,102
13,23,268.52,268.52,268.52,268.52,2460
13,23,268.52,268.52,268.5,268.5,3068
13,23,268.5,268.5,268.5,268.5,5400
13,23,268.52,268.52,268.48,268.48,5028
13,23,268.5,268.5,268.5,268.5,1100
13,23,268.42,268.42,268.42,268.42,1000
13,23,268.42,268.42,268.41,268.41,7388
13,23,268.4,268.4,268.37,268.37,3920
13,23,268.4,268.4,268.32,268.4,20196
13,23,268.4,268.42,268.4,268.42,3280
13,23,268.42,268.42,268.42,268.42,7026
13,23,268.4,268.4,268.4,268.4,200
13,23,268.4,268.4,268.4,268.4,600
13,23,268.4,268.4,268.4,268.4,1608
13,23,268.4,268.4,268.4,268.4,6106
13,23,268.4,268.4,268.35,268.35,4000
13,23,268.41,268.41,268.4,268.4,300
13,23,268.4,268.42,268.35,268.35,9264
13,23,268.35,268.4,268.35,268.4,2402
13,23,268.4,268.4,268.4,268.4,600
14,23,268.39,268.39,268.39,268.39,622
14,23,268.39,268.4,268.39,268.4,1400
14,23,268.35,268.4,268.35,268.35,4104
14,23,268.35,268.4,268.35,268.4,18
14,23,268.35,268.4,268.35,268.4,3282
14,23,268.4,268.4,268.4,268.4,9460
14,23,268.42,268.42,268.4,268.4,13060
14,23,268.4,268.4,268.4,268.4,1200
14,23,268.36,268.4,268.36,268.4,8200
14,23,268.4,268.4,268.36,268.4,4386
14,23,268.4,268.4,268.4,268.4,1202
14,23,268.4,268.4,268.36,268.4,3602
14,23,268.4,268.4,268.4,268.4,1800
14,23,268.36,268.36,268.36,268.36,200
14,23,268.36,268.36,268.36,268.36,3598
14,23,268.39,268.39,268.39,268.39,12000
14,23,268.37,268.39,268.37,268.39,1480
14,23,268.39,268.39,268.39,268.39,0
14,23,268.38,268.38,268.38,268.38,4000
14,23,268.38,268.4,268.38,268.4,10630
14,23,268.4,268.4,268.4,268.4,8600
14,23,268.4,268.4,268.4,268.4,3416
14,23,268.4,268.4,268.4,268.4,5000
14,23,268.4,268.4,268.39,268.39,6374
14,23,268.4,268.4,268.4,268.4,5784
14,23,268.42,268.42,268.42,268.42,408
14,23,268.45,268.45,268.4,268.45,10222
14,23,268.45,268.45,268.4,268.4,1600
14,23,268.4,268.4,268.4,268.4,600
14,23,268.4,268.4,268.4,268.4,4000
14,23,268.45,268.45,268.4,268.4,1628
14,23,268.44,268.44,268.44,268.44,4000
14,23,268.4,268.4,268.4,268.4,2
14,23,268.43,268.43,268.4,268.4,3000
14,23,268.41,268.44,268.4,268.4,12432
14,23,268.4,268.4,268.4,268.4,406
14,23,268.4,268.4,268.4,268.4,2118
14,23,268.4,268.4,268.4,268.4,80
14,23,268.4,268.44,268.4,268.4,2488
14,23,268.4,268.4,268.4,268.4,7400
14,23,268.4,268.4,268.39,268.4,1186
14,23,268.4,268.4,268.39,268.4,9400
14,23,268.4,268.4,268.39,268.39,3800
14,23,268.38,268.38,268.38,268.38,3400
14,23,268.38,268.38,268.36,268.36,624
14,23,268.38,268.38,268.38,268.38,1396
14,23,268.38,268.38,268.36,268.36,4808
14,23,268.38,268.38,268.38,268.38,6
14,23,268.38,268.39,268.38,268.39,1790
14,23,268.39,268.39,268.38,268.39,6800
14,23,268.39,268.4,268.39,268.4,14
14,23,268.4,268.4,268.4,268.4,4
14,23,268.4,268.4,268.4,268.4,2192
14,23,268.4,268.4,268.39,268.4,7812
15,23,268.4,268.4,268.4,268.4,7800
15,23,268.4,268.4,268.4,268.4,236
15,23,268.43,268.43,268.4,268.4,3000
15,23,268.43,268.43,268.43,268.43,1400
15,23,268.42,268.42,268.42,268.42,568
15,23,268.42,268.44,268.42,268.44,4446
15,23,268.44,268.45,268.42,268.44,7426
15,23,268.44,268.44,268.4,268.4,16570
15,23,268.4,268.4,268.36,268.4,8324
15,23,268.4,268.4,268.37,268.37,6400
15,23,268.39,268.39,268.37,268.39,4600
15,23,268.39,268.4,268.39,268.4,5674
15,23,268.4,268.4,268.4,268.4,400
15,23,268.44,268.44,268.4,268.4,1486
15,23,268.4,268.4,268.4,268.4,4388
15,23,268.38,268.4,268.38,268.4,1902
15,23,268.4,268.44,268.4,268.44,556
15,23,268.44,268.44,268.44,268.44,1000
15,23,268.4,268.4,268.4,268.4,5396
15,23,268.4,268.44,268.4,268.44,30
15,23,268.42,268.42,268.42,268.42,404
15,23,268.43,268.44,268.43,268.44,1020
15,23,268.44,268.44,268.41,268.41,5492
15,23,268.4,268.4,268.38,268.38,4858
15,23,268.4,268.4,268.4,268.4,1000
15,23,268.4,268.4,268.4,268.4,3204
15,23,268.4,268.4,268.4,268.4,2022
15,23,268.4,268.4,268.4,268.4,20
15,23,268.4,268.45,268.4,268.45,2570
15,23,268.4,268.4,268.4,268.4,7340
20,23,269,269,269,269,2
20,23,268.88,268.88,268.88,268.88,350
20,23,268.88,268.88,268.88,268.88,1000
20,23,268.88,268.88,268.87,268.88,36
20,23,268.6,268.6,268.6,268.6,100
20,23,268.85,268.85,268.85,268.85,6
20,23,268.85,268.85,268.6,268.6,300
20,23,268.65,268.65,268.65,268.65,8
20,23,268.5,268.5,268.5,268.5,20
20,23,268.88,268.88,268.88,268.88,394
20,23,268.88,268.88,268.88,268.88,0
20,23,268.88,268.88,268.88,268.88,152
20,23,268.95,268.95,268.95,268.95,8054
20,23,268.41,268.41,268.41,268.41,2
20,23,268.41,268.41,268.41,268.41,0
20,23,268.5,268.5,268.5,268.5,2
20,23,268.5,268.5,268.5,268.5,6
20,23,268.5,268.5,268.5,268.5,0
20,23,268.6,268.6,268.6,268.6,40
21,23,268.53,268.53,268.53,268.53,12
21,23,268.52,268.52,268.52,268.52,190
21,23,268.52,268.52,268.5,268.5,22
21,23,268.4,268.4,268.4,268.4,200
21,23,268.4,268.4,268.4,268.4,22
21,23,268.31,268.31,268.31,268.31,200
21,23,268.3,268.3,268.3,268.3,78
21,23,268.3,268.3,268.3,268.3,4
21,23,268.3,268.3,268.3,268.3,30
21,23,268.3,268.3,268.3,268.3,2
21,23,268.3,268.3,268.3,268.3,4
21,23,268.3,268.3,268.3,268.3,2
21,23,268.3,268.3,268.3,268.3,0
21,23,268.3,268.3,268.3,268.3,78
21,23,268.3,268.3,268.3,268.3,50
21,23,268.6,268.6,268.6,268.6,10
21,23,268.59,268.59,268.59,268.59,10
21,23,268.3,268.3,268.3,268.3,24
21,23,268.3,268.3,268.3,268.3,20
21,23,268.3,268.3,268.3,268.3,20
21,23,268.3,268.3,268.3,268.3,10
22,23,268.3,268.3,268.3,268.3,0
22,23,268.3,268.3,268.3,268.3,100
22,23,268.3,268.3,268.3,268.3,4
22,23,268.3,268.3,268.3,268.3,14
22,23,268.3,268.3,268.3,268.3,38
22,23,268.3,268.3,268.3,268.3,2
22,23,268.3,268.3,268.3,268.3,0
22,23,268.4,268.4,268.4,268.4,4
23,23,268.4,268.4,268.4,268.4,0
23,23,268.4,268.4,268.4,268.4,0
23,23,268.4,268.4,268.4,268.4,0
23,23,268.3,268.3,268.3,268.3,10
23,23,268.3,268.3,268.3,268.3,0
23,23,268.32,268.32,268.32,268.32,6
23,23,268.32,268.32,268.32,268.32,0
0,24,268.3,268.3,268.3,268.3,300
0,24,268.3,268.3,268.3,268.3,0
1,24,268.3,268.3,268.3,268.3,0
1,24,268.32,268.32,268.32,268.32,12
9,24,268.35,268.4,268.2,268.4,174
9,24,268.6,268.6,268.45,268.45,402
9,24,268.3,268.3,268.3,268.3,90
9,24,268.43,268.43,268.43,268.43,2
9,24,268.45,268.45,268.45,268.45,200
9,24,268.45,268.45,268.33,268.33,2
9,24,268.45,268.45,268.45,268.45,8
9,24,268.45,268.45,268.45,268.45,612
9,24,268.4,268.4,268.4,268.4,5200
9,24,268.45,268.45,268.45,268.45,8
9,24,268.4,268.4,268.4,268.4,4600
9,24,268.4,268.4,268.4,268.4,0
9,24,268.4,268.4,268.4,268.4,6000
9,24,268.5,268.5,268.5,268.5,6000
9,24,268.5,268.5,268.5,268.5,40
9,24,268.42,268.5,268.42,268.5,5010
9,24,268.5,268.5,268.5,268.5,2
9,24,268.5,268.5,268.5,268.5,2400
9,24,268.46,268.5,268.46,268.5,380
9,24,268.5,268.5,268.5,268.5,0
9,24,268.5,268.5,268.5,268.5,6
9,24,268.5,268.52,268.5,268.52,744
9,24,268.52,268.55,268.52,268.55,840
9,24,268.6,268.6,268.59,268.59,6200
9,24,268.58,268.58,268.58,268.58,1100
9,24,268.6,268.6,268.6,268.6,10318
9,24,268.6,268.6,268.6,268.6,200
9,24,268.6,268.6,268.6,268.6,5000
9,24,268.6,268.6,268.6,268.6,10626
9,24,268.58,268.58,268.58,268.58,60
9,24,268.59,268.59,268.59,268.59,400
9,24,268.6,268.6,268.6,268.6,800
9,24,268.59,268.59,268.59,268.59,704
9,24,268.58,268.58,268.58,268.58,90
9,24,268.59,268.59,268.59,268.59,268
9,24,268.55,268.55,268.55,268.55,6
9,24,268.55,268.65,268.55,268.65,8684
9,24,268.65,268.65,268.65,268.65,1400
9,24,268.6,268.6,268.6,268.6,1200
9,24,268.65,268.67,268.6,268.67,608
9,24,268.65,268.65,268.65,268.65,4462
9,24,268.65,268.65,268.65,268.65,9200
9,24,268.64,268.65,268.6,268.65,9320
9,24,268.65,268.65,268.65,268.65,1060
9,24,268.65,268.65,268.65,268.65,5400
9,24,268.7,268.7,268.65,268.7,7592
10,24,268.66,268.68,268.66,268.66,3244
10,24,268.75,268.75,268.68,268.68,8004
10,24,268.7,268.7,268.65,268.65,12840
10,24,268.65,268.67,268.65,268.65,3930
10,24,268.65,268.65,268.65,268.65,1938
10,24,268.65,268.65,268.65,268.65,660
10,24,268.65,268.65,268.65,268.65,612
10,24,268.65,268.65,268.65,268.65,276
10,24,268.6,268.6,268.6,268.6,270
10,24,268.6,268.65,268.6,268.65,1010
10,24,268.65,268.65,268.65,268.65,0
10,24,268.65,268.65,268.65,268.65,1200
10,24,268.65,268.67,268.65,268.65,5110
10,24,268.65,268.65,268.65,268.65,800
10,24,268.64,268.64,268.64,268.64,40
10,24,268.63,268.63,268.63,268.63,4
10,24,268.61,268.63,268.61,268.63,526
10,24,268.63,268.63,268.63,268.63,520
10,24,268.6,268.63,268.6,268.6,18954
10,24,268.58,268.58,268.55,268.55,202
10,24,268.58,268.58,268.55,268.58,13648
10,24,268.58,268.58,268.58,268.58,10600
10,24,268.6,268.6,268.6,268.6,64
10,24,268.61,268.61,268.61,268.61,200
10,24,268.61,268.61,268.61,268.61,200
10,24,268.65,268.65,268.65,268.65,200
10,24,268.65,268.65,268.65,268.65,338
10,24,268.68,268.68,268.65,268.65,2400
10,24,268.68,268.68,268.65,268.65,9800
10,24,268.68,268.68,268.66,268.66,1260
10,24,268.68,268.7,268.68,268.7,1800
10,24,268.7,268.7,268.68,268.69,7862
10,24,268.69,268.7,268.69,268.69,6758
10,24,268.69,268.7,268.69,268.69,17522
10,24,268.7,268.7,268.68,268.69,26358
10,24,268.68,268.68,268.68,268.68,600
10,24,268.68,268.68,268.68,268.68,1600
10,24,268.68,268.69,268.67,268.69,10802
10,24,268.69,268.69,268.67,268.67,9220
10,24,268.66,268.69,268.66,268.69,13000
10,24,268.68,268.68,268.68,268.68,10
10,24,268.69,268.69,268.66,268.66,3002
10,24,268.66,268.66,268.66,268.66,306
10,24,268.66,268.66,268.66,268.66,2004
10,24,268.66,268.68,268.66,268.68,2160
10,24,268.66,268.66,268.65,268.66,4006
