,Unnamed: 0_x,Dates_x,open,high,low,close,volume,times,days,Unnamed: 0_y,Dates_y,Open,Close,High,Low,Value,Volume
64154,4771,2018/8/13 20:13,267,267,267,267,18,1534162380,0,64154,2018/8/13 20:13,266.78,266.8,266.85,266.78,57093720,214000
64155,4772,2018/8/13 20:14,267,267,267,267,4,1534162440,0,64155,2018/8/13 20:14,266.8,266.78,266.81,266.77,38416320,144000
64156,4773,2018/8/13 20:15,267,267,267,267,6,1534162500,0,64156,2018/8/13 20:15,266.79,266.63,266.79,266.52,171190560,642000
64157,4774,2018/8/13 20:16,266.8,266.8,266.8,266.8,24,1534162560,0,64157,2018/8/13 20:16,266.67,266.6,266.7,266.58,59721660,224000
64158,4775,2018/8/13 20:17,266.8,266.8,266.8,266.8,138,1534162620,0,64158,2018/8/13 20:17,266.6,266.6,266.7,266.6,118383240,444000
64161,4776,2018/8/13 20:20,266.82,266.82,266.82,266.82,12,1534162800,0,64161,2018/8/13 20:20,266.58,266.6,266.6,266.5,163106272,612000
64162,4777,2018/8/13 20:21,266.99,266.99,266.99,266.99,8,1534162860,0,64162,2018/8/13 20:21,266.6,266.65,266.65,266.6,10664380,40000
64163,4778,2018/8/13 20:22,266.99,266.99,266.99,266.99,16,1534162920,0,64163,2018/8/13 20:22,266.61,266.7,266.7,266.6,18133120,68000
64164,4779,2018/8/13 20:23,266.8,266.8,266.8,266.8,90,1534162980,0,64164,2018/8/13 20:23,266.7,266.53,266.7,266.5,108761400,408000
64171,4780,2018/8/13 20:30,266.8,266.8,266.8,266.8,2,1534163400,0,64171,2018/8/13 20:30,266.59,266.55,266.59,266.53,46380540,174000
64172,4781,2018/8/13 20:31,266.8,266.8,266.8,266.8,10,1534163460,0,64172,2018/8/13 20:31,266.56,266.56,266.56,266.52,42645160,160000
64174,4782,2018/8/13 20:33,266.8,266.8,266.8,266.8,10,1534163580,0,64174,2018/8/13 20:33,266.6,266.56,266.6,266.55,39983820,150000
64175,4783,2018/8/13 20:34,266.8,266.8,266.8,266.8,16,1534163640,0,64175,2018/8/13 20:34,266.54,266.55,266.55,266.52,51173776,192000
64176,4784,2018/8/13 20:35,266.7,266.7,266.7,266.7,3460,1534163700,0,64176,2018/8/13 20:35,266.55,266.61,266.61,266.53,42117560,158000
64177,4785,2018/8/13 20:36,266.7,266.7,266.66,266.66,22,1534163760,0,64177,2018/8/13 20:36,266.6,266.54,266.6,266.54,18126640,68000
64178,4786,2018/8/13 20:37,266.65,266.65,266.65,266.65,12,1534163820,0,64178,2018/8/13 20:37,266.54,266.59,266.59,266.54,17592540,66000
64179,4787,2018/8/13 20:38,266.6,266.65,266.6,266.65,16,1534163880,0,64179,2018/8/13 20:38,266.6,266.59,266.6,266.55,76774976,288000
64180,4788,2018/8/13 20:39,266.65,266.65,266.65,266.65,30,1534163940,0,64180,2018/8/13 20:39,266.59,266.59,266.59,266.58,232463456,872000
64182,4789,2018/8/13 20:41,266.65,266.65,266.65,266.65,0,1534164060,0,64182,2018/8/13 20:41,266.59,266.7,266.7,266.59,27730620,104000
64186,4790,2018/8/13 20:45,267.14,267.14,267.14,267.14,20,1534164300,0,64186,2018/8/13 20:45,266.8,266.8,266.8,266.8,2134400,8000
64187,4791,2018/8/13 20:46,267.14,267.14,267.14,267.14,600,1534164360,0,64187,2018/8/13 20:46,266.82,266.87,266.87,266.82,3202200,12000
64190,4792,2018/8/13 20:49,267.14,267.14,267.14,267.14,2,1534164540,0,64190,2018/8/13 20:49,266.8,266.76,266.82,266.76,33080080,124000
64193,4793,2018/8/13 20:52,267.14,267.14,267.14,267.14,0,1534164720,0,64193,2018/8/13 20:52,266.84,266.86,266.86,266.84,41628500,156000
64198,4794,2018/8/13 20:57,266.99,266.99,266.99,266.99,4,1534165020,0,64198,2018/8/13 20:57,266.8,266.76,266.8,266.76,4802160,18000
64199,4795,2018/8/13 20:58,266.99,266.99,266.99,266.99,4,1534165080,0,64199,2018/8/13 20:58,266.76,266.72,266.8,266.72,26141000,98000
64203,4796,2018/8/13 21:02,266.99,266.99,266.99,266.99,0,1534165320,0,64203,2018/8/13 21:02,266.8,266.82,266.83,266.8,24012698,90000
64206,4797,2018/8/13 21:05,267.19,267.19,267.19,267.19,62,1534165500,0,64206,2018/8/13 21:05,266.85,266.85,266.85,266.85,6404400,24000
64207,4798,2018/8/13 21:06,267.19,267.19,267.19,267.19,10,1534165560,0,64207,2018/8/13 21:06,266.84,266.85,266.85,266.84,11207680,42000
64208,4799,2018/8/13 21:07,267.19,267.19,267.19,267.19,2,1534165620,0,64208,2018/8/13 21:07,266.81,266.78,266.84,266.78,35751560,134000
64212,4800,2018/8/13 21:12,267.19,267.19,267.19,267.19,0,1534165920,0,64212,2018/8/13 21:12,266.8,266.74,266.8,266.74,14406840,54000
64221,4801,2018/8/13 21:22,267.19,267.19,267.19,267.19,0,1534166520,0,64221,2018/8/13 21:22,266.71,266.71,266.71,266.71,15469180,58000
64226,4802,2018/8/13 21:28,267.19,267.19,267.19,267.19,6,1534166880,0,64226,2018/8/13 21:28,266.72,266.69,266.72,266.69,10668500,40000
64227,4803,2018/8/13 21:29,267.19,267.19,267.19,267.19,4,1534166940,0,64227,2018/8/13 21:29,266.72,266.83,266.83,266.72,14938060,56000
64230,4804,2018/8/13 21:32,267.19,267.19,267.19,267.19,36,1534167120,0,64230,2018/8/13 21:32,266.75,266.69,266.75,266.69,4267200,16000
64231,4805,2018/8/13 21:33,267,267,267,267,44,1534167180,0,64231,2018/8/13 21:33,266.69,266.69,266.69,266.66,43199200,162000
64232,4806,2018/8/13 21:34,267,267,267,267,8,1534167240,0,64232,2018/8/13 21:34,266.66,266.65,266.66,266.65,12266000,46000
64247,4808,2018/8/13 21:50,267,267,267,267,10,1534168200,0,64247,2018/8/13 21:50,266.71,266.78,266.78,266.71,3201200,12000
64248,4809,2018/8/13 21:51,267,267,267,267,2,1534168260,0,64248,2018/8/13 21:51,266.77,266.73,266.77,266.73,2667380,10000
64249,4810,2018/8/13 21:52,267,267,267,267,106,1534168320,0,64249,2018/8/13 21:52,266.7,266.7,266.73,266.7,30939122,116000
64252,4811,2018/8/13 21:55,266.89,266.89,266.86,266.86,560,1534168500,0,64252,2018/8/13 21:55,266.61,266.61,266.61,266.6,55454756,208000
64253,4812,2018/8/13 21:56,266.85,266.85,266.85,266.85,80,1534168560,0,64253,2018/8/13 21:56,266.65,266.62,266.65,266.61,27195360,102000
64254,4813,2018/8/13 21:57,266.8,266.8,266.8,266.8,70,1534168620,0,64254,2018/8/13 21:57,266.61,266.55,266.62,266.54,176490128,662000
64255,4814,2018/8/13 21:58,266.8,266.8,266.8,266.8,10,1534168680,0,64255,2018/8/13 21:58,266.55,266.53,266.57,266.52,35181960,132000
64256,4815,2018/8/13 21:59,266.78,266.78,266.68,266.68,70,1534168740,0,64256,2018/8/13 21:59,266.5,266.5,266.51,266.48,180152192,676000
64257,4816,2018/8/13 22:00,266.68,266.68,266.68,266.68,200,1534168800,0,64257,2018/8/13 22:00,266.51,266.47,266.51,266.46,69286576,260000
64258,4817,2018/8/13 22:01,266.68,266.68,266.68,266.68,600,1534168860,0,64258,2018/8/13 22:01,266.5,266.48,266.52,266.48,47435460,178000
64259,4818,2018/8/13 22:02,266.68,266.68,266.68,266.68,400,1534168920,0,64259,2018/8/13 22:02,266.49,266.5,266.5,266.48,14390820,54000
64264,4819,2018/8/13 22:07,266.69,266.69,266.65,266.65,390,1534169220,0,64264,2018/8/13 22:07,266.49,266.45,266.49,266.45,49560300,186000
64266,4820,2018/8/13 22:09,266.65,266.65,266.65,266.65,10,1534169340,0,64266,2018/8/13 22:09,266.46,266.47,266.48,266.43,14388440,54000
64267,4821,2018/8/13 22:10,266.65,266.65,266.65,266.65,0,1534169400,0,64267,2018/8/13 22:10,266.46,266.42,266.46,266.42,15986580,60000
64268,4822,2018/8/13 22:11,266.6,266.6,266.6,266.6,344,1534169460,0,64268,2018/8/13 22:11,266.42,266.4,266.44,266.4,53282700,200000
64270,4823,2018/8/13 22:13,266.6,266.6,266.6,266.6,22,1534169580,0,64270,2018/8/13 22:13,266.41,266.41,266.46,266.4,26641500,100000
64271,4824,2018/8/13 22:14,266.6,266.6,266.6,266.6,16,1534169640,0,64271,2018/8/13 22:14,266.41,266.4,266.41,266.4,18115320,68000
64272,4825,2018/8/13 22:15,266.6,266.6,266.6,266.6,28,1534169700,0,64272,2018/8/13 22:15,266.46,266.46,266.46,266.39,18649560,70000
64273,4826,2018/8/13 22:16,266.98,266.98,266.98,266.98,2,1534169760,0,64273,2018/8/13 22:16,266.4,266.37,266.41,266.37,35162560,132000
64279,4827,2018/8/13 22:22,266.98,266.98,266.6,266.6,108,1534170120,0,64279,2018/8/13 22:22,266.42,266.4,266.45,266.39,21312260,80000
64280,4828,2018/8/13 22:23,266.6,266.6,266.6,266.6,4,1534170180,0,64280,2018/8/13 22:23,266.4,266.38,266.45,266.37,18114020,68000
64281,4829,2018/8/13 22:24,266.6,266.6,266.6,266.6,88,1534170240,0,64281,2018/8/13 22:24,266.38,266.36,266.38,266.35,60196080,226000
64282,4830,2018/8/13 22:25,266.6,266.6,266.6,266.6,96,1534170300,0,64282,2018/8/13 22:25,266.36,266.36,266.44,266.36,23974360,90000
64284,4831,2018/8/13 22:27,266.5,266.5,266.5,266.5,12756,1534170420,0,64284,2018/8/13 22:27,266.34,266.29,266.36,266.28,163509248,614000
64285,4832,2018/8/13 22:28,266.4,266.4,266.4,266.4,402,1534170480,0,64285,2018/8/13 22:28,266.3,266.35,266.35,266.27,74032064,278000
64286,4833,2018/8/13 22:29,266.35,266.92,266.35,266.92,152,1534170540,0,64286,2018/8/13 22:29,266.27,266.3,266.36,266.26,21835240,82000
64287,4834,2018/8/13 22:30,266.65,266.65,266.65,266.65,2,1534170600,0,64287,2018/8/13 22:30,266.29,266.29,266.37,266.29,6923740,26000
64288,4835,2018/8/13 22:31,266.6,266.6,266.6,266.6,20,1534170660,0,64288,2018/8/13 22:31,266.29,266.29,266.29,266.29,12781920,48000
64289,4836,2018/8/13 22:32,266.6,266.6,266.6,266.6,0,1534170720,0,64289,2018/8/13 22:32,266.29,266.27,266.34,266.25,31953640,120000
64290,4837,2018/8/13 22:33,266.4,266.4,266.4,266.4,138,1534170780,0,64290,2018/8/13 22:33,266.27,266.26,266.27,266.26,11183280,42000
64291,4838,2018/8/13 22:34,266.4,266.4,266.4,266.4,10,1534170840,0,64291,2018/8/13 22:34,266.27,266.23,266.27,266.23,17040060,64000
64294,4839,2018/8/13 22:37,266.4,266.4,266.4,266.4,2,1534171020,0,64294,2018/8/13 22:37,266.23,266.33,266.33,266.23,11715220,44000
64297,4840,2018/8/13 22:40,266.4,266.4,266.4,266.4,2,1534171200,0,64297,2018/8/13 22:40,266.25,266.23,266.26,266.22,38337980,144000
64299,4841,2018/8/13 22:42,266.36,266.36,266.36,266.36,102,1534171320,0,64299,2018/8/13 22:42,266.17,266.15,266.2,266.15,58554180,220000
64300,4842,2018/8/13 22:43,266.35,266.35,266.2,266.2,10426,1534171380,0,64300,2018/8/13 22:43,266.15,266.08,266.15,266.02,289508128,1088000
64304,4843,2018/8/13 22:47,266.5,266.5,266.5,266.5,2,1534171620,0,64304,2018/8/13 22:47,266.15,266.15,266.22,266.12,34599860,130000
64305,4844,2018/8/13 22:48,266.55,266.55,266.55,266.55,2,1534171680,0,64305,2018/8/13 22:48,266.14,266.12,266.15,266.1,18096420,68000
64306,4845,2018/8/13 22:49,266.55,266.55,266.55,266.55,10,1534171740,0,64306,2018/8/13 22:49,266.16,266.15,266.16,266.12,9581240,36000
64307,4846,2018/8/13 22:50,266.55,266.55,266.55,266.55,2,1534171800,0,64307,2018/8/13 22:50,266.18,266.2,266.2,266.1,68132464,256000
64308,4847,2018/8/13 22:51,266.5,266.5,266.5,266.5,2,1534171860,0,64308,2018/8/13 22:51,266.2,266.2,266.2,266.18,9050640,34000
64310,4848,2018/8/13 22:53,266.5,266.5,266.5,266.5,0,1534171980,0,64310,2018/8/13 22:53,266.2,266.2,266.2,266.18,15438900,58000
64316,4849,2018/8/13 23:00,266.55,266.55,266.55,266.55,2,1534172400,0,64316,2018/8/13 23:00,266.33,266.35,266.35,266.3,15446260,58000
64318,4850,2018/8/13 23:02,266.55,266.55,266.55,266.55,80,1534172520,0,64318,2018/8/13 23:02,266.3,266.29,266.3,266.29,2130380,8000
64320,4851,2018/8/13 23:04,266.55,266.55,266.55,266.55,0,1534172640,0,64320,2018/8/13 23:04,266.32,266.3,266.32,266.26,21836780,82000
64321,4852,2018/8/13 23:05,266.55,266.55,266.55,266.55,2,1534172700,0,64321,2018/8/13 23:05,266.3,266.32,266.32,266.3,2663160,10000
64322,4853,2018/8/13 23:06,266.55,266.55,266.55,266.55,2,1534172760,0,64322,2018/8/13 23:06,266.3,266.26,266.3,266.26,14912559,56000
64324,4854,2018/8/13 23:08,266.55,266.55,266.55,266.55,38,1534172880,0,64324,2018/8/13 23:08,266.26,266.25,266.26,266.25,2662580,10000
64326,4855,2018/8/13 23:10,266.55,266.55,266.5,266.5,102,1534173000,0,64326,2018/8/13 23:10,266.23,266.12,266.23,266.12,19166380,72000
64328,4856,2018/8/13 23:12,266.51,266.51,266.51,266.51,170,1534173120,0,64328,2018/8/13 23:12,266.2,266.19,266.2,266.19,1597180,6000
64331,4857,2018/8/13 23:15,266.5,266.5,266.5,266.5,4,1534173300,0,64331,2018/8/13 23:15,266.14,266.18,266.2,266.14,6388320,24000
64336,4858,2018/8/13 23:20,266.51,266.51,266.51,266.51,8,1534173600,0,64336,2018/8/13 23:20,266.21,266.26,266.26,266.21,3727420,14000
64337,4859,2018/8/13 23:21,266.5,266.5,266.5,266.5,24,1534173660,0,64337,2018/8/13 23:21,266.29,266.29,266.29,266.29,1065160,4000
64344,4860,2018/8/13 23:28,266.5,266.5,266.5,266.5,14,1534174080,0,64344,2018/8/13 23:28,266.32,266.32,266.32,266.32,2130560,8000
64347,4861,2018/8/13 23:31,266.5,266.5,266.5,266.5,2,1534174260,0,64347,2018/8/13 23:31,266.26,266.22,266.3,266.22,28756560,108000
64352,4862,2018/8/13 23:36,266.4,266.5,266.38,266.38,62,1534174560,0,64352,2018/8/13 23:36,266.12,266.1,266.17,266.05,91526992,344000
64353,4863,2018/8/13 23:37,266.4,266.4,266.4,266.4,20,1534174620,0,64353,2018/8/13 23:37,266.15,266.29,266.29,266.15,16505140,62000
64355,4864,2018/8/13 23:39,266.4,266.4,266.4,266.4,0,1534174740,0,64355,2018/8/13 23:39,266.3,266.3,266.3,266.3,1065200,4000
64356,4865,2018/8/13 23:40,266.51,266.51,266.51,266.51,4,1534174800,0,64356,2018/8/13 23:40,266.26,266.26,266.26,266.26,15975600,60000
64361,4867,2018/8/13 23:46,266.51,266.8,266.51,266.8,46,1534175160,0,64361,2018/8/13 23:46,266.26,266.25,266.26,266.24,12247620,46000
64362,4868,2018/8/13 23:47,266.8,266.8,266.8,266.8,36,1534175220,0,64362,2018/8/13 23:47,266.25,266.25,266.25,266.25,1597500,6000
64380,4872,2018/8/14 0:15,266.8,266.8,266.8,266.8,0,1534176900,0,64380,2018/8/14 0:15,266.3,266.3,266.3,266.3,1597799.88,6000
64396,4876,2018/8/14 0:50,266.31,266.31,266.3,266.3,256,1534179000,0,64396,2018/8/14 0:50,266.1,266,266.1,266,145240384,546000
64399,4877,2018/8/14 0:53,266.5,266.5,266.3,266.3,20,1534179180,0,64399,2018/8/14 0:53,265.92,265.95,265.95,265.9,14891460,56000
64400,4878,2018/8/14 0:54,266.21,266.21,266.21,266.21,200,1534179240,0,64400,2018/8/14 0:54,265.92,265.94,265.94,265.9,9572660,36000
64403,4879,2018/8/14 0:57,266.21,266.5,266.21,266.5,20,1534179420,0,64403,2018/8/14 0:57,265.94,265.95,265.95,265.94,6914560,26000
64404,4880,2018/8/14 0:58,266.5,266.5,266.5,266.5,10,1534179480,0,64404,2018/8/14 0:58,265.95,265.95,265.95,265.95,3191400,12000
64410,4882,2018/8/14 1:07,266.5,266.5,266.5,266.5,0,1534180020,0,64410,2018/8/14 1:07,266.12,266.1,266.12,266.1,8515520,32000
64420,4883,2018/8/14 1:20,266.5,266.5,266.5,266.5,0,1534180800,0,64420,2018/8/14 1:20,266,266,266,266,4256000,16000
64427,4884,2018/8/14 1:29,266.23,266.23,266.23,266.23,20,1534181340,0,64427,2018/8/14 1:29,265.91,265.9,265.91,265.88,134013216,504000
64430,4885,2018/8/14 1:33,266.23,266.23,266.23,266.23,0,1534181580,0,64430,2018/8/14 1:33,266.1,266.15,266.15,266.1,1596800,6000
64448,4887,2018/8/14 1:58,266.23,266.23,266.23,266.23,0,1534183080,0,64448,2018/8/14 1:58,266.15,266.15,266.15,266.15,2661500,10000
64465,4889,2018/8/14 9:00,266.23,266.23,266,266,4126,1534208400,0,64465,2018/8/14 9:00,265.81,265.75,265.95,265.75,266338096,1002000
64466,4890,2018/8/14 9:01,265.9,265.9,265.85,265.85,422,1534208460,0,64466,2018/8/14 9:01,265.75,265.77,265.8,265.69,108945680,410000
64467,4891,2018/8/14 9:02,265.85,265.85,265.85,265.85,2766,1534208520,0,64467,2018/8/14 9:02,265.8,265.75,265.8,265.75,50492700,190000
64468,4892,2018/8/14 9:03,265.85,265.85,265.8,265.8,2102,1534208580,0,64468,2018/8/14 9:03,265.75,265.75,265.75,265.72,93541840,352000
64469,4893,2018/8/14 9:04,265.8,265.8,265.8,265.8,2098,1534208640,0,64469,2018/8/14 9:04,265.75,265.7,265.75,265.7,80780624,304000
64470,4894,2018/8/14 9:05,265.75,265.75,265.7,265.7,13434,1534208700,0,64470,2018/8/14 9:05,265.7,265.67,265.7,265.67,28694780,108000
64471,4895,2018/8/14 9:06,265.75,265.75,265.75,265.75,100,1534208760,0,64471,2018/8/14 9:06,265.68,265.65,265.68,265.62,45693320,172000
64472,4896,2018/8/14 9:07,265.71,265.75,265.71,265.75,112,1534208820,0,64472,2018/8/14 9:07,265.65,265.7,265.7,265.64,48351840,182000
64473,4897,2018/8/14 9:08,265.75,265.75,265.75,265.75,2744,1534208880,0,64473,2018/8/14 9:08,265.68,265.7,265.74,265.68,80238960,302000
64474,4898,2018/8/14 9:09,265.8,265.8,265.8,265.8,4200,1534208940,0,64474,2018/8/14 9:09,265.7,265.67,265.72,265.65,38787500,146000
64475,4899,2018/8/14 9:10,265.8,266.3,265.8,266.3,838,1534209000,0,64475,2018/8/14 9:10,265.7,265.66,265.73,265.65,75984864,286000
64476,4900,2018/8/14 9:11,265.9,265.9,265.8,265.9,5020,1534209060,0,64476,2018/8/14 9:11,265.73,265.73,265.73,265.7,20193920,76000
64477,4901,2018/8/14 9:12,265.9,265.9,265.9,265.9,112,1534209120,0,64477,2018/8/14 9:12,265.75,265.73,265.75,265.67,51021120,192000
64478,4902,2018/8/14 9:13,265.9,265.9,265.89,265.89,180,1534209180,0,64478,2018/8/14 9:13,265.73,265.72,265.75,265.7,50488540,190000
64479,4903,2018/8/14 9:14,265.89,265.9,265.89,265.89,288,1534209240,0,64479,2018/8/14 9:14,265.72,265.74,265.74,265.65,102567080,386000
64480,4904,2018/8/14 9:15,265.89,265.89,265.85,265.85,758,1534209300,0,64480,2018/8/14 9:15,265.74,265.7,265.79,265.7,76530896,288000
64481,4905,2018/8/14 9:16,265.85,265.85,265.8,265.8,618,1534209360,0,64481,2018/8/14 9:16,265.72,265.68,265.72,265.65,60575880,228000
64482,4906,2018/8/14 9:17,265.8,265.8,265.8,265.8,272,1534209420,0,64482,2018/8/14 9:17,265.7,265.69,265.7,265.63,23377260,88000
64483,4907,2018/8/14 9:18,265.75,265.75,265.7,265.71,22520,1534209480,0,64483,2018/8/14 9:18,265.62,265.6,265.65,265.6,149275648,562000
64484,4908,2018/8/14 9:19,265.7,265.7,265.7,265.7,18518,1534209540,0,64484,2018/8/14 9:19,265.62,265.66,265.66,265.62,22845740,86000
64485,4909,2018/8/14 9:20,265.7,265.7,265.7,265.7,220,1534209600,0,64485,2018/8/14 9:20,265.68,265.68,265.69,265.66,6376220,24000
64486,4910,2018/8/14 9:21,265.75,265.75,265.75,265.75,6,1534209660,0,64486,2018/8/14 9:21,265.69,265.6,265.69,265.6,79684200,300000
64487,4911,2018/8/14 9:22,265.75,265.75,265.75,265.75,2392,1534209720,0,64487,2018/8/14 9:22,265.65,265.62,265.65,265.57,65868960,248000
64488,4912,2018/8/14 9:23,265.75,265.75,265.75,265.75,3274,1534209780,0,64488,2018/8/14 9:23,265.6,265.57,265.63,265.5,52043840,196000
64489,4913,2018/8/14 9:24,265.7,265.7,265.65,265.65,11530,1534209840,0,64489,2018/8/14 9:24,265.54,265.52,265.54,265.5,124256816,468000
64490,4914,2018/8/14 9:25,265.65,265.65,265.6,265.6,21186,1534209900,0,64490,2018/8/14 9:25,265.5,265.5,265.52,265.5,141246736,532000
64491,4915,2018/8/14 9:26,265.6,265.6,265.6,265.6,2654,1534209960,0,64491,2018/8/14 9:26,265.5,265.52,265.54,265.5,50979280,192000
64492,4916,2018/8/14 9:27,265.6,265.6,265.6,265.6,830,1534210020,0,64492,2018/8/14 9:27,265.55,265.55,265.6,265.54,54171660,204000
64493,4917,2018/8/14 9:28,265.65,265.65,265.65,265.65,800,1534210080,0,64493,2018/8/14 9:28,265.55,265.55,265.55,265.53,54171520,204000
64494,4918,2018/8/14 9:29,265.65,265.65,265.65,265.65,40,1534210140,0,64494,2018/8/14 9:29,265.54,265.53,265.55,265.52,42485300,160000
64495,4919,2018/8/14 9:30,265.65,265.75,265.65,265.75,5678,1534210200,0,64495,2018/8/14 9:30,265.55,265.51,265.55,265.51,12213700,46000
64496,4920,2018/8/14 9:31,265.7,265.7,265.65,265.7,4828,1534210260,0,64496,2018/8/14 9:31,265.55,265.55,265.6,265.55,33991200,128000
64497,4921,2018/8/14 9:32,265.65,265.65,265.61,265.61,12642,1534210320,0,64497,2018/8/14 9:32,265.55,265.5,265.55,265.5,200195328,754000
64498,4922,2018/8/14 9:33,265.65,265.65,265.6,265.6,2054,1534210380,0,64498,2018/8/14 9:33,265.5,265.53,265.53,265.48,73279984,276000
64499,4923,2018/8/14 9:34,265.61,265.61,265.61,265.61,20,1534210440,0,64499,2018/8/14 9:34,265.53,265.59,265.6,265.51,58422400,220000
64500,4924,2018/8/14 9:35,265.61,265.84,265.61,265.84,906,1534210500,0,64500,2018/8/14 9:35,265.6,265.6,265.6,265.6,2124800,8000
64501,4925,2018/8/14 9:36,265.7,265.7,265.7,265.7,5000,1534210560,0,64501,2018/8/14 9:36,265.6,265.65,265.65,265.6,30278500,114000
64502,4926,2018/8/14 9:37,265.75,265.75,265.75,265.75,42,1534210620,0,64502,2018/8/14 9:37,265.65,265.65,265.65,265.65,9032100,34000
64503,4927,2018/8/14 9:38,265.75,265.75,265.75,265.75,930,1534210680,0,64503,2018/8/14 9:38,265.65,265.69,265.69,265.65,62164040,234000
64504,4928,2018/8/14 9:39,265.75,265.75,265.75,265.75,2170,1534210740,0,64504,2018/8/14 9:39,265.69,265.65,265.69,265.63,68009280,256000
64505,4929,2018/8/14 9:40,265.75,265.75,265.74,265.74,280,1534210800,0,64505,2018/8/14 9:40,265.65,265.68,265.68,265.64,80226480,302000
64506,4930,2018/8/14 9:41,265.72,265.72,265.72,265.72,4048,1534210860,0,64506,2018/8/14 9:41,265.65,265.7,265.7,265.65,12753400,48000
64507,4931,2018/8/14 9:42,265.72,265.72,265.7,265.72,14294,1534210920,0,64507,2018/8/14 9:42,265.68,265.75,265.75,265.64,185442640,698000
64508,4932,2018/8/14 9:43,265.72,265.74,265.72,265.74,4402,1534210980,0,64508,2018/8/14 9:43,265.75,265.7,265.76,265.69,241264912,908000
64509,4933,2018/8/14 9:44,265.74,265.74,265.74,265.74,5482,1534211040,0,64509,2018/8/14 9:44,265.74,265.74,265.74,265.73,10098060,38000
64510,4934,2018/8/14 9:45,265.85,265.85,265.83,265.83,2882,1534211100,0,64510,2018/8/14 9:45,265.71,265.73,265.73,265.7,82900000,312000
64511,4935,2018/8/14 9:46,265.83,265.83,265.8,265.8,364,1534211160,0,64511,2018/8/14 9:46,265.7,265.7,265.7,265.67,45168280,170000
64512,4936,2018/8/14 9:47,265.78,265.78,265.78,265.78,816,1534211220,0,64512,2018/8/14 9:47,265.7,265.69,265.73,265.69,110000048,414000
64513,4937,2018/8/14 9:48,265.78,265.78,265.78,265.78,5936,1534211280,0,64513,2018/8/14 9:48,265.69,265.68,265.7,265.68,116374080,438000
64514,4938,2018/8/14 9:49,265.78,265.8,265.78,265.8,508,1534211340,0,64514,2018/8/14 9:49,265.68,265.71,265.72,265.68,127539616,480000
64515,4939,2018/8/14 9:50,265.8,265.8,265.8,265.8,5546,1534211400,0,64515,2018/8/14 9:50,265.7,265.73,265.74,265.7,129140664,486000
64516,4940,2018/8/14 9:51,265.8,265.8,265.8,265.8,2066,1534211460,0,64516,2018/8/14 9:51,265.73,265.69,265.73,265.69,89278016,336000
64517,4941,2018/8/14 9:52,265.8,265.8,265.8,265.8,2440,1534211520,0,64517,2018/8/14 9:52,265.7,265.71,265.71,265.68,99367960,374000
64518,4942,2018/8/14 9:53,265.8,265.8,265.8,265.8,278,1534211580,0,64518,2018/8/14 9:53,265.7,265.74,265.74,265.69,108411320,408000
64519,4943,2018/8/14 9:54,265.8,265.85,265.8,265.85,3060,1534211640,0,64519,2018/8/14 9:54,265.74,265.78,265.78,265.74,91949280,346000
64520,4944,2018/8/14 9:55,265.85,265.85,265.85,265.85,102,1534211700,0,64520,2018/8/14 9:55,265.77,265.77,265.79,265.77,21794040,82000
64521,4945,2018/8/14 9:56,265.85,265.85,265.85,265.85,44,1534211760,0,64521,2018/8/14 9:56,265.76,265.75,265.77,265.75,46241420,174000
64522,4946,2018/8/14 9:57,265.8,265.8,265.74,265.74,27514,1534211820,0,64522,2018/8/14 9:57,265.7,265.55,265.7,265.49,164660736,620000
64523,4947,2018/8/14 9:58,265.74,265.75,265.74,265.75,2662,1534211880,0,64523,2018/8/14 9:58,265.55,265.6,265.6,265.55,83398000,314000
64524,4948,2018/8/14 9:59,265.75,265.75,265.75,265.75,10220,1534211940,0,64524,2018/8/14 9:59,265.64,265.6,265.67,265.6,33997160,128000
64525,4949,2018/8/14 10:00,265.75,265.75,265.7,265.7,14940,1534212000,0,64525,2018/8/14 10:00,265.62,265.58,265.62,265.57,257624224,970000
64526,4950,2018/8/14 10:01,265.73,265.75,265.7,265.73,5190,1534212060,0,64526,2018/8/14 10:01,265.58,265.6,265.6,265.57,66395236,250000
64527,4951,2018/8/14 10:02,265.7,265.7,265.7,265.7,200,1534212120,0,64527,2018/8/14 10:02,265.6,265.61,265.63,265.59,131213496,494000
64528,4952,2018/8/14 10:03,265.7,265.7,265.7,265.7,52,1534212180,0,64528,2018/8/14 10:03,265.6,265.7,265.7,265.6,68006960,256000
64529,4953,2018/8/14 10:04,265.8,265.8,265.8,265.8,240,1534212240,0,64529,2018/8/14 10:04,265.7,265.68,265.7,265.68,20192600,76000
64530,4954,2018/8/14 10:05,265.8,265.8,265.8,265.8,3302,1534212300,0,64530,2018/8/14 10:05,265.69,265.69,265.69,265.69,15941400,60000
64531,4955,2018/8/14 10:06,265.78,265.78,265.75,265.75,1412,1534212360,0,64531,2018/8/14 10:06,265.69,265.68,265.69,265.67,22317620,84000
64532,4956,2018/8/14 10:07,265.75,265.8,265.75,265.8,2588,1534212420,0,64532,2018/8/14 10:07,265.68,265.67,265.68,265.66,54727800,206000
64533,4957,2018/8/14 10:08,265.8,265.8,265.8,265.8,20,1534212480,0,64533,2018/8/14 10:08,265.67,265.68,265.68,265.67,82891280,312000
