,,open,high,low,close,,time,,vpin,cdfvpin,diff,date,datechar,,
19,43215,275.2,275.3,274.81,275.01,4.00E+06,99,0,0.50752,0.97499,-0.19,2018/10/19 0:11,2018/10/19 0:11,,
19,43315,275.01,275.14,274.74,275.01,4.14E+06,39,0,0.48972,0.93294,0,2018/10/19 2:01,2018/10/19 2:01,,
19,43356,275.02,275.2,275,274.98,4.05E+06,25,0,0.47691,0.89675,-0.04,2018/10/19 9:17,2018/10/19 9:17,,
19,43382,274.98,275,274.95,274.91,4.16E+06,19,0,0.46723,0.86429,-0.07,2018/10/19 9:43,2018/10/19 9:43,,
19,43402,274.92,274.92,274.8,274.79,4.01E+06,4,0,0.46449,0.85684,-0.13,2018/10/19 10:03,2018/10/19 10:03,,
19,43407,274.82,274.91,274.83,274.9,5.00E+06,9,0,0.45487,0.82384,0.08,2018/10/19 10:08,2018/10/19 10:08,,
19,43417,274.9,274.97,274.86,274.9,3.99E+06,28,0,0.43849,0.7488,0,2018/10/19 10:18,2018/10/19 10:18,,
19,43446,274.9,274.92,274.86,274.9,4.15E+06,9,0,0.42162,0.66205,0,2018/10/19 10:48,2018/10/19 10:48,,
19,43456,274.9,274.98,274.9,274.93,4.10E+06,25,0,0.4089,0.58861,0.03,2018/10/19 10:58,2018/10/19 10:58,,
19,43482,274.93,275.1,274.92,275.05,4.26E+06,23,0,0.40665,0.57477,0.12,2018/10/19 11:26,2018/10/19 11:26,,
19,43506,275.1,275.15,275.07,275.05,4.45E+06,19,0,0.39634,0.5141,-0.05,2018/10/19 13:49,2018/10/19 13:49,,
19,43526,275.06,275.12,274.92,274.92,4.08E+06,11,0,0.39727,0.51889,-0.14,2018/10/19 14:09,2018/10/19 14:09,,
19,43538,274.93,275.01,274.91,274.97,4.02E+06,30,0,0.38718,0.45609,0.04,2018/10/19 14:21,2018/10/19 14:21,,
19,43569,274.97,274.97,274.22,274.2,4.29E+06,23,0,0.41142,0.60564,-0.77,2018/10/19 14:52,2018/10/19 14:52,,
19,43593,274.28,274.86,274.23,274.73,3.99E+06,27,0,0.43024,0.71208,0.45,2018/10/19 15:16,2018/10/19 15:16,,
19,43631,274.74,274.95,274.72,274.78,5.28E+06,34,0,0.4153,0.62959,0.04,2018/10/19 20:13,2018/10/19 20:13,,
19,43666,274.79,274.93,274.79,274.82,4.02E+06,14,0,0.40279,0.55189,0.03,2018/10/19 20:48,2018/10/19 20:48,,
19,43681,274.9,274.87,274.49,274.52,3.99E+06,90,0,0.4186,0.64396,-0.38,2018/10/19 21:03,2018/10/19 21:03,,
19,43772,274.56,274.79,274.44,274.71,4.09E+06,196,0,0.41847,0.64343,0.15,2018/10/19 22:36,2018/10/19 22:36,,
22,43970,274.85,274.88,274.7,274.72,4.00E+06,26,0,0.41632,0.63651,-0.13,2018/10/22 9:01,2018/10/22 9:01,,
22,43997,274.75,274.93,274.75,274.91,4.11E+06,39,0,0.41732,0.63864,0.16,2018/10/22 9:29,2018/10/22 9:29,,
22,44037,274.93,274.96,274.9,274.91,4.06E+06,18,0,0.40313,0.55402,-0.02,2018/10/22 10:13,2018/10/22 10:13,,
22,44056,274.94,274.97,274.83,274.83,4.07E+06,61,0,0.39905,0.52847,-0.11,2018/10/22 10:33,2018/10/22 10:33,,
22,44118,274.83,274.8,274.63,274.66,4.02E+06,35,0,0.40111,0.53858,-0.17,2018/10/22 13:40,2018/10/22 13:40,,
22,44154,274.66,274.71,274.63,274.63,4.11E+06,29,0,0.38782,0.46142,-0.03,2018/10/22 14:17,2018/10/22 14:17,,
22,44184,274.66,274.66,274.64,274.61,4.19E+06,3,0,0.37678,0.39329,-0.05,2018/10/22 14:48,2018/10/22 14:48,,
22,44188,274.61,274.66,274.6,274.65,4.37E+06,13,0,0.36427,0.33475,0.04,2018/10/22 14:52,2018/10/22 14:52,,
22,44202,274.67,274.76,274.35,274.28,4.00E+06,28,0,0.38081,0.42363,-0.39,2018/10/22 15:06,2018/10/22 15:06,,
22,44239,274.28,274.6,274.25,274.4,4.12E+06,51,0,0.37817,0.4066,0.12,2018/10/22 20:04,2018/10/22 20:04,,
22,44291,274.41,274.41,274.33,274.4,4.04E+06,7,0,0.36355,0.32996,-0.01,2018/10/22 20:59,2018/10/22 20:59,,
22,44299,274.43,274.4,274.14,274.13,4.07E+06,23,0,0.37631,0.39063,-0.3,2018/10/22 21:07,2018/10/22 21:07,,
22,44323,274.13,274.22,274.07,274.03,4.00E+06,17,0,0.37188,0.36935,-0.1,2018/10/22 21:31,2018/10/22 21:31,,
22,44341,274.06,274.27,274.01,274.02,3.99E+06,100,0,0.36122,0.31613,-0.04,2018/10/22 21:49,2018/10/22 21:49,,
22,44442,274.02,274.25,274,274.2,3.99E+06,52,0,0.36568,0.34061,0.18,2018/10/22 23:35,2018/10/22 23:35,,
23,44495,274.17,274.46,274.14,274.42,4.56E+06,94,0,0.37764,0.40075,0.25,2018/10/23 0:39,2018/10/23 0:39,,
23,44591,274.45,274.47,274.45,274.45,4.12E+06,13,0,0.36237,0.32304,0,2018/10/23 9:26,2018/10/23 9:26,,
23,44605,274.45,274.58,274.43,274.55,4.09E+06,33,0,0.3587,0.30335,0.1,2018/10/23 9:41,2018/10/23 9:41,,
23,44639,274.55,274.62,274.54,274.56,4.03E+06,22,0,0.34462,0.23576,0.01,2018/10/23 10:18,2018/10/23 10:18,,
23,44662,274.58,274.76,274.41,274.7,4.41E+06,49,0,0.3428,0.22672,0.12,2018/10/23 10:42,2018/10/23 10:42,,
23,44712,274.76,274.88,274.76,274.77,4.07E+06,22,0,0.3285,0.17137,0.01,2018/10/23 13:35,2018/10/23 13:35,,
23,44735,274.77,274.88,274.65,274.81,4.14E+06,19,0,0.31825,0.1421,0.04,2018/10/23 13:58,2018/10/23 13:58,,
23,44755,274.84,275.15,274.84,275.1,4.10E+06,11,0,0.33011,0.17775,0.26,2018/10/23 14:18,2018/10/23 14:18,,
23,44767,275.15,275.25,275.15,275.17,4.26E+06,8,0,0.31763,0.13944,0.02,2018/10/23 14:30,2018/10/23 14:30,,
23,44776,275.25,275.54,275.3,275.5,5.17E+06,5,0,0.33283,0.18467,0.25,2018/10/23 14:39,2018/10/23 14:39,,
23,44782,275.52,275.82,275.49,275.8,4.33E+06,12,0,0.34752,0.24907,0.28,2018/10/23 14:45,2018/10/23 14:45,,
23,44795,275.82,276.54,275.84,276.21,4.17E+06,18,0,0.36727,0.34912,0.39,2018/10/23 14:58,2018/10/23 14:58,,
23,44814,276.21,277.61,276.16,277.59,4.35E+06,16,0,0.39322,0.49228,1.38,2018/10/23 15:17,2018/10/23 15:17,,
23,44841,277.61,278.08,277.63,277.85,4.81E+06,9,0,0.40509,0.56626,0.24,2018/10/23 20:03,2018/10/23 20:03,,
23,44851,277.9,277.82,277.66,277.68,4.02E+06,7,0,0.41346,0.62054,-0.22,2018/10/23 20:13,2018/10/23 20:13,,
23,44859,277.68,277.81,277.63,277.67,4.02E+06,32,0,0.40084,0.53646,-0.01,2018/10/23 20:21,2018/10/23 20:21,,
23,44892,277.69,277.96,277.48,277.86,4.59E+06,21,0,0.40607,0.57158,0.17,2018/10/23 20:54,2018/10/23 20:54,,
23,44914,277.9,277.92,277.39,277.4,4.01E+06,39,0,0.42802,0.69984,-0.5,2018/10/23 21:16,2018/10/23 21:16,,
23,44954,277.41,277.55,277.17,277.12,4.00E+06,29,0,0.44142,0.76051,-0.29,2018/10/23 21:56,2018/10/23 21:56,,
23,44984,277.1,277.11,276.59,276.76,4.00E+06,40,0,0.45718,0.83129,-0.34,2018/10/23 22:26,2018/10/23 22:26,,
23,45025,276.77,276.92,276.3,276.35,4.06E+06,97,0,0.47598,0.89356,-0.42,2018/10/23 23:07,2018/10/23 23:07,,
24,45123,276.36,276.86,276.35,276.7,4.71E+06,91,0,0.49308,0.94359,0.34,2018/10/24 0:53,2018/10/24 0:53,,
24,45216,276.73,276.85,276.58,276.6,4.21E+06,26,0,0.49151,0.93827,-0.13,2018/10/24 9:10,2018/10/24 9:10,,
24,45243,276.63,276.63,276.35,276.61,4.18E+06,45,0,0.47727,0.89782,-0.02,2018/10/24 9:37,2018/10/24 9:37,,
24,45289,276.6,276.64,276.61,276.64,4.07E+06,14,0,0.46568,0.8595,0.04,2018/10/24 10:26,2018/10/24 10:26,,
24,45304,276.63,276.63,276.4,276.57,4.02E+06,50,0,0.45644,0.82916,-0.06,2018/10/24 10:43,2018/10/24 10:43,,
24,45355,276.57,276.62,276.1,276.11,4.18E+06,38,0,0.47574,0.8909,-0.46,2018/10/24 13:42,2018/10/24 13:42,,
24,45394,276.15,276.24,276.08,276.12,4.03E+06,34,0,0.46259,0.85098,-0.03,2018/10/24 14:23,2018/10/24 14:23,,
24,45429,276.13,276.42,275.4,275.38,4.18E+06,37,0,0.48442,0.91804,-0.75,2018/10/24 14:58,2018/10/24 14:58,,
24,45473,275.43,275.74,275.3,275.7,4.18E+06,35,0,0.49397,0.94731,0.27,2018/10/24 20:05,2018/10/24 20:05,,
24,45509,275.71,275.81,275.62,275.75,4.15E+06,20,0,0.48135,0.91112,0.04,2018/10/24 20:41,2018/10/24 20:41,,
24,45530,275.81,276.19,275.84,276.12,4.06E+06,16,0,0.49401,0.94784,0.31,2018/10/24 21:02,2018/10/24 21:02,,
24,45547,276.16,276.4,276.07,276.32,4.16E+06,17,0,0.49451,0.94891,0.16,2018/10/24 21:19,2018/10/24 21:19,,
24,45565,276.33,276.46,276.06,276.13,4.35E+06,55,0,0.49859,0.95796,-0.2,2018/10/24 21:37,2018/10/24 21:37,,
24,45621,276.2,276.33,276.01,275.96,4.03E+06,47,0,0.50594,0.97339,-0.24,2018/10/24 22:33,2018/10/24 22:33,,
24,45669,276.01,276.09,275.79,275.75,4.00E+06,75,0,0.51456,0.98457,-0.26,2018/10/24 23:23,2018/10/24 23:23,,
25,45745,275.76,277.11,275.7,277,4.64E+06,87,0,0.53782,0.99627,1.24,2018/10/25 0:57,2018/10/25 0:57,,
25,45834,277.06,277.7,277.13,277.6,4.66E+06,6,0,0.5588,0.99894,0.54,2018/10/25 9:05,2018/10/25 9:05,,
25,45841,277.64,277.76,277.64,277.62,4.06E+06,8,0,0.54275,0.99681,-0.02,2018/10/25 9:12,2018/10/25 9:12,,
25,45850,277.65,277.63,277.45,277.44,3.99E+06,18,0,0.54639,0.99734,-0.21,2018/10/25 9:21,2018/10/25 9:21,,
25,45869,277.44,277.56,277.4,277.41,5.31E+06,38,0,0.52651,0.99148,-0.03,2018/10/25 9:40,2018/10/25 9:40,,
25,45908,277.44,277.44,277.44,277.44,4.59E+06,1,0,0.506,0.97392,0,2018/10/25 10:19,2018/10/25 10:19,,
25,45910,277.44,277.45,277.35,277.36,4.07E+06,25,0,0.49711,0.95583,-0.08,2018/10/25 10:21,2018/10/25 10:21,,
25,45936,277.37,277.56,277.37,277.42,4.14E+06,41,0,0.48454,0.91857,0.05,2018/10/25 10:49,2018/10/25 10:49,,
25,45978,277.46,277.63,277.33,277.6,4.20E+06,28,0,0.4822,0.91378,0.14,2018/10/25 13:32,2018/10/25 13:32,,
25,46007,277.63,277.9,277.61,277.72,4.02E+06,17,0,0.47482,0.8893,0.09,2018/10/25 14:01,2018/10/25 14:01,,
25,46025,277.72,277.78,277.52,277.52,4.00E+06,21,0,0.47785,0.89941,-0.2,2018/10/25 14:19,2018/10/25 14:19,,
25,46047,277.52,277.54,277.21,277.21,4.03E+06,23,0,0.48886,0.93188,-0.31,2018/10/25 14:41,2018/10/25 14:41,,
25,46071,277.22,277.21,276.77,276.72,4.03E+06,24,0,0.50629,0.97445,-0.5,2018/10/25 15:05,2018/10/25 15:05,,
25,46096,276.73,277.1,276.35,276.76,4.07E+06,61,0,0.49107,0.93507,0.03,2018/10/25 15:30,2018/10/25 15:30,,
25,46167,277.1,277.2,276.54,276.52,4.08E+06,49,0,0.50961,0.97871,-0.58,2018/10/25 21:01,2018/10/25 21:01,,
25,46217,276.53,276.66,276.21,276.18,4.10E+06,56,0,0.52213,0.98989,-0.35,2018/10/25 21:51,2018/10/25 21:51,,
25,46274,276.21,276.55,276.22,276.41,3.99E+06,117,0,0.52393,0.99095,0.2,2018/10/25 22:48,2018/10/25 22:48,,
26,46392,276.41,276.61,276.16,276.53,4.03E+06,89,0,0.51794,0.98616,0.12,2018/10/26 1:05,2018/10/26 1:05,,
26,46483,276.54,276.93,276.54,276.85,4.00E+06,29,0,0.52712,0.99255,0.31,2018/10/26 9:29,2018/10/26 9:29,,
26,46513,276.87,277.08,276.91,277.06,4.24E+06,26,0,0.52733,0.99308,0.19,2018/10/26 9:59,2018/10/26 9:59,,
26,46540,277.06,277.15,277.06,277.11,4.02E+06,12,0,0.51277,0.98297,0.05,2018/10/26 10:26,2018/10/26 10:26,,
26,46553,277.13,277.23,277.12,277.23,4.18E+06,17,0,0.50334,0.96966,0.1,2018/10/26 10:39,2018/10/26 10:39,,
26,46571,277.23,277.22,277.1,277.09,4.09E+06,17,0,0.49858,0.95742,-0.14,2018/10/26 10:57,2018/10/26 10:57,,
26,46589,277.11,277.23,277.13,277.12,4.01E+06,21,0,0.47938,0.90527,0.01,2018/10/26 11:15,2018/10/26 11:15,,
26,46611,277.16,277.17,277.14,277.17,4.28E+06,34,0,0.45951,0.83715,0.01,2018/10/26 13:36,2018/10/26 13:36,,
26,46646,277.17,277.27,277.19,277.23,4.24E+06,16,0,0.44641,0.78925,0.06,2018/10/26 14:11,2018/10/26 14:11,,
26,46663,277.25,277.23,277.03,277.1,4.08E+06,25,0,0.44392,0.77488,-0.15,2018/10/26 14:28,2018/10/26 14:28,,
26,46689,277.1,277.37,276.94,277.35,4.00E+06,22,0,0.45048,0.80681,0.25,2018/10/26 14:54,2018/10/26 14:54,,
26,46712,277.37,277.41,277.03,277,6.60E+06,39,0,0.47305,0.88292,-0.37,2018/10/26 15:17,2018/10/26 15:17,,
26,46762,277,277.15,276.83,277.09,4.09E+06,28,0,0.46454,0.85737,0.09,2018/10/26 20:26,2018/10/26 20:26,,
26,46791,277.08,277.45,277.1,277.35,4.85E+06,22,0,0.47361,0.88398,0.27,2018/10/26 20:55,2018/10/26 20:55,,
26,46814,277.46,277.62,277.37,277.45,4.30E+06,32,0,0.455,0.82491,-0.01,2018/10/26 21:18,2018/10/26 21:18,,
26,46847,277.45,277.56,277.23,277.37,4.21E+06,39,0,0.44553,0.78233,-0.08,2018/10/26 21:51,2018/10/26 21:51,,
26,46887,277.42,278.66,277.43,278.51,4.16E+06,29,0,0.46555,0.85897,1.09,2018/10/26 22:31,2018/10/26 22:31,,
26,46917,278.5,278.61,278.28,278.25,4.17E+06,18,0,0.47247,0.88185,-0.25,2018/10/26 23:01,2018/10/26 23:01,,
26,46936,278.25,278.31,277.7,277.57,4.18E+06,44,0,0.49228,0.94093,-0.68,2018/10/26 23:20,2018/10/26 23:20,,
27,46981,277.68,277.9,276.96,277.01,4.02E+06,60,0,0.51124,0.98137,-0.67,2018/10/27 0:05,2018/10/27 0:05,,
27,47042,277.06,277.28,276.86,276.91,4.03E+06,90,0,0.50919,0.97818,-0.15,2018/10/27 1:06,2018/10/27 1:06,,
29,47134,276.98,277.12,277,277.06,4.07E+06,17,0,0.49953,0.95955,0.08,2018/10/29 9:10,2018/10/29 9:10,,
29,47152,277.06,277.27,277.1,277.26,4.05E+06,20,0,0.50162,0.96487,0.2,2018/10/29 9:28,2018/10/29 9:28,,
29,47173,277.27,277.37,277.27,277.35,4.21E+06,26,0,0.49124,0.93614,0.08,2018/10/29 9:49,2018/10/29 9:49,,
29,47200,277.37,277.48,277.37,277.42,4.30E+06,13,0,0.47766,0.89888,0.05,2018/10/29 10:16,2018/10/29 10:16,,
29,47214,277.42,277.43,277.35,277.33,4.04E+06,10,0,0.46921,0.87068,-0.09,2018/10/29 10:30,2018/10/29 10:30,,
29,47225,277.33,277.46,277.32,277.42,4.16E+06,17,0,0.46108,0.8446,0.09,2018/10/29 10:41,2018/10/29 10:41,,
29,47243,277.45,277.46,277.33,277.3,4.43E+06,29,0,0.45955,0.83821,-0.15,2018/10/29 10:59,2018/10/29 10:59,,
29,47273,277.31,277.41,277.25,277.34,4.04E+06,28,0,0.44504,0.7802,0.03,2018/10/29 11:30,2018/10/29 11:30,,
29,47302,277.36,277.35,277.05,277.12,4.03E+06,41,0,0.45162,0.81001,-0.24,2018/10/29 13:58,2018/10/29 13:58,,
29,47344,277.13,277.13,276.78,276.78,4.41E+06,23,0,0.46601,0.86163,-0.35,2018/10/29 14:40,2018/10/29 14:40,,
29,47368,276.9,276.89,276.53,276.83,4.07E+06,41,0,0.45607,0.8281,-0.07,2018/10/29 15:05,2018/10/29 15:05,,
29,47420,276.86,277.04,276.83,276.82,4.09E+06,27,0,0.44298,0.77115,-0.04,2018/10/29 20:16,2018/10/29 20:16,,
29,47448,276.91,276.96,276.58,276.78,4.01E+06,70,0,0.44019,0.75572,-0.13,2018/10/29 20:44,2018/10/29 20:44,,
29,47519,276.78,276.91,276.42,276.2,4.56E+06,145,0,0.46277,0.85258,-0.58,2018/10/29 21:56,2018/10/29 21:56,,
30,47665,276.25,276.31,275.92,275.96,4.11E+06,36,0,0.47392,0.88505,-0.29,2018/10/30 0:46,2018/10/30 0:46,,
30,47702,275.97,276.62,275.97,276.6,4.38E+06,73,0,0.49548,0.95157,0.63,2018/10/30 1:24,2018/10/30 1:24,,
30,47777,276.62,276.65,276.52,276.41,4.04E+06,10,0,0.49986,0.96115,-0.21,2018/10/30 9:11,2018/10/30 9:11,,
30,47788,276.4,276.57,276.4,276.55,4.12E+06,44,0,0.49831,0.95636,0.15,2018/10/30 9:22,2018/10/30 9:22,,
30,47833,276.57,276.64,276.51,276.51,4.07E+06,41,0,0.48684,0.92762,-0.06,2018/10/30 10:09,2018/10/30 10:09,,
30,47875,276.52,276.57,276.55,276.55,4.34E+06,23,0,0.47103,0.87813,0.03,2018/10/30 10:54,2018/10/30 10:54,,
30,47899,276.56,276.57,276.3,276.35,4.11E+06,35,0,0.47472,0.88877,-0.21,2018/10/30 11:19,2018/10/30 11:19,,
30,47935,276.37,276.3,276.14,276.2,4.02E+06,23,0,0.47469,0.88824,-0.17,2018/10/30 13:57,2018/10/30 13:57,,
30,47959,276.2,276.22,276.15,276.18,4.01E+06,32,0,0.45863,0.83449,-0.02,2018/10/30 14:21,2018/10/30 14:21,,
30,47992,276.23,276.33,276.04,275.91,4.34E+06,24,0,0.4708,0.87653,-0.32,2018/10/30 14:55,2018/10/30 14:55,,
30,48017,275.93,275.88,275.3,275.4,4.00E+06,27,0,0.48866,0.93135,-0.53,2018/10/30 15:20,2018/10/30 15:20,,
30,48053,275.42,275.66,275.21,275.6,4.10E+06,47,0,0.48976,0.93348,0.18,2018/10/30 20:18,2018/10/30 20:18,,
30,48101,275.62,275.91,275.55,275.48,4.04E+06,33,0,0.4867,0.92602,-0.14,2018/10/30 21:06,2018/10/30 21:06,,
30,48135,275.51,275.8,275.47,275.53,4.00E+06,115,0,0.47109,0.87919,0.02,2018/10/30 21:40,2018/10/30 21:40,,
30,48251,275.54,275.57,275.15,275,8.35E+06,145,0,0.50841,0.97658,-0.54,2018/10/30 23:41,2018/10/30 23:41,,
31,48398,275,274.91,274.91,274.9,4.46E+06,3,0,0.50102,0.96434,-0.1,2018/10/31 9:03,2018/10/31 9:03,,
31,48402,274.9,274.97,274.79,274.82,4.51E+06,14,0,0.49129,0.9372,-0.08,2018/10/31 9:07,2018/10/31 9:07,,
31,48417,274.82,274.93,274.85,274.8,4.13E+06,18,0,0.47612,0.89462,-0.02,2018/10/31 9:22,2018/10/31 9:22,,
31,48436,274.85,274.81,274.65,274.64,4.15E+06,19,0,0.48058,0.90899,-0.21,2018/10/31 9:41,2018/10/31 9:41,,
31,48456,274.66,274.75,274.66,274.7,4.14E+06,25,0,0.46765,0.86482,0.04,2018/10/31 10:01,2018/10/31 10:01,,
31,48482,274.7,274.76,274.7,274.74,4.05E+06,11,0,0.45506,0.82544,0.04,2018/10/31 10:28,2018/10/31 10:28,,
31,48494,274.75,274.86,274.27,274.21,4.07E+06,43,0,0.47362,0.88451,-0.54,2018/10/31 10:40,2018/10/31 10:40,,
31,48538,274.23,274.42,274.27,274.3,4.13E+06,28,0,0.46364,0.85471,0.07,2018/10/31 13:32,2018/10/31 13:32,,
31,48567,274.34,274.43,274.24,274.24,4.85E+06,30,0,0.45571,0.82704,-0.1,2018/10/31 14:01,2018/10/31 14:01,,
31,48598,274.27,274.23,274.17,274.13,4.11E+06,9,0,0.45289,0.81639,-0.14,2018/10/31 14:32,2018/10/31 14:32,,
31,48608,274.19,274.16,274.1,274.1,4.03E+06,16,0,0.44504,0.77914,-0.09,2018/10/31 14:42,2018/10/31 14:42,,
31,48625,274.12,274.1,274.01,274.01,4.01E+06,13,0,0.43953,0.752,-0.11,2018/10/31 14:59,2018/10/31 14:59,,
31,48639,274.01,274.01,273.86,273.96,4.11E+06,11,0,0.42794,0.69878,-0.05,2018/10/31 15:13,2018/10/31 15:13,,
31,48651,273.96,274.22,273.8,273.75,4.47E+06,26,0,0.4329,0.72645,-0.21,2018/10/31 15:25,2018/10/31 15:25,,
31,48687,273.75,274.1,273.62,273.97,4.23E+06,28,0,0.43848,0.74827,0.22,2018/10/31 20:21,2018/10/31 20:21,,
31,48716,273.98,274.01,273.61,273.33,4.02E+06,18,0,0.4576,0.83289,-0.65,2018/10/31 20:50,2018/10/31 20:50,,
31,48735,273.33,273.71,273.35,273.2,4.18E+06,30,0,0.45377,0.81799,-0.13,2018/10/31 21:09,2018/10/31 21:09,,
31,48766,273.23,273.45,273.17,273.34,3.99E+06,58,0,0.44852,0.7967,0.11,2018/10/31 21:40,2018/10/31 21:40,,
31,48825,273.35,273.94,273.2,273.8,5.35E+06,89,0,0.47065,0.876,0.45,2018/10/31 22:39,2018/10/31 22:39,,
1,48915,273.8,273.8,273.63,273.66,3.99E+06,51,0,0.46866,0.86855,-0.14,2018/11/1 0:13,2018/11/1 0:13,,
1,48967,273.67,273.88,273.23,273.76,4.03E+06,87,0,0.46199,0.84992,0.09,2018/11/1 1:17,2018/11/1 1:17,,
1,49056,273.76,274.05,273.76,273.86,4.08E+06,69,0,0.45638,0.82863,0.1,2018/11/1 9:22,2018/11/1 9:22,,
1,49126,273.87,274.08,273.87,274.07,3.99E+06,47,0,0.46025,0.84087,0.2,2018/11/1 10:33,2018/11/1 10:33,,
1,49174,274.09,274.18,274.05,274.05,4.21E+06,34,0,0.44758,0.79351,-0.04,2018/11/1 11:21,2018/11/1 11:21,,
1,49209,274.06,274.1,274.04,274.1,4.00E+06,18,0,0.43561,0.73816,0.04,2018/11/1 13:56,2018/11/1 13:56,,
1,49228,274.11,274.51,274.12,274.5,4.18E+06,16,0,0.45161,0.80947,0.39,2018/11/1 14:15,2018/11/1 14:15,,
1,49245,274.5,274.67,274.49,274.56,4.12E+06,14,0,0.44107,0.75998,0.06,2018/11/1 14:32,2018/11/1 14:32,,
1,49260,274.65,274.71,274.53,274.62,4.10E+06,29,0,0.42722,0.69186,-0.03,2018/11/1 14:47,2018/11/1 14:47,,
1,49290,274.66,275.19,274.65,275.11,4.04E+06,22,0,0.44448,0.77648,0.45,2018/11/1 15:17,2018/11/1 15:17,,
1,49321,275.17,275.26,275.18,275.22,4.13E+06,10,0,0.43243,0.72272,0.05,2018/11/1 20:09,2018/11/1 20:09,,
1,49332,275.25,275.56,275.27,275.46,4.56E+06,10,0,0.43758,0.74454,0.21,2018/11/1 20:20,2018/11/1 20:20,,
1,49343,275.47,275.46,275.23,275.21,4.15E+06,13,0,0.44629,0.78819,-0.26,2018/11/1 20:31,2018/11/1 20:31,,
1,49357,275.22,275.43,275.21,275.3,4.00E+06,48,0,0.43807,0.74667,0.08,2018/11/1 20:45,2018/11/1 20:45,,
1,49406,275.35,275.45,275.11,275.35,4.20E+06,42,0,0.42004,0.65088,0,2018/11/1 21:34,2018/11/1 21:34,,
1,49449,275.45,275.53,275.18,275.27,3.99E+06,51,0,0.4219,0.66472,-0.18,2018/11/1 22:17,2018/11/1 22:17,,
1,49501,275.29,275.82,275.13,275.34,4.00E+06,190,0,0.41088,0.60192,0.05,2018/11/1 23:09,2018/11/1 23:09,,
2,49693,275.36,275.36,275.21,275.27,4.06E+06,24,0,0.40458,0.56466,-0.09,2018/11/2 9:01,2018/11/2 9:01,,
2,49718,275.28,275.41,275.28,275.28,4.26E+06,22,0,0.3879,0.46248,0,2018/11/2 9:26,2018/11/2 9:26,,
2,49741,275.3,275.45,275.3,275.37,4.03E+06,35,0,0.38042,0.4199,0.07,2018/11/2 9:49,2018/11/2 9:49,,
2,49777,275.39,275.72,275.35,275.63,4.12E+06,31,0,0.38951,0.47312,0.24,2018/11/2 10:26,2018/11/2 10:26,,
2,49809,275.66,275.71,275.03,275,4.21E+06,31,0,0.41216,0.61203,-0.66,2018/11/2 10:58,2018/11/2 10:58,,
2,49841,275.05,275.22,275.06,275.18,4.66E+06,11,0,0.41004,0.59713,0.13,2018/11/2 13:32,2018/11/2 13:32,,
2,49853,275.2,275.21,274.85,274.86,4.00E+06,31,0,0.42417,0.67962,-0.34,2018/11/2 13:44,2018/11/2 13:44,,
2,49885,274.9,274.91,274.53,274.6,4.01E+06,45,0,0.43599,0.73922,-0.3,2018/11/2 14:16,2018/11/2 14:16,,
2,49931,274.64,274.65,274.3,274.36,4.04E+06,23,0,0.44617,0.78659,-0.28,2018/11/2 15:02,2018/11/2 15:02,,
2,49955,274.4,274.49,274.04,274.01,4.44E+06,19,0,0.46363,0.85418,-0.39,2018/11/2 15:26,2018/11/2 15:26,,
2,49983,274.01,274.61,274.01,273.88,4.05E+06,17,0,0.46127,0.84619,-0.13,2018/11/2 20:15,2018/11/2 20:15,,
2,50001,273.95,274.08,273.88,273.91,4.03E+06,15,0,0.44918,0.80096,-0.04,2018/11/2 20:33,2018/11/2 20:33,,
2,50017,273.95,274.51,273.95,274.41,4.18E+06,24,0,0.4683,0.86695,0.46,2018/11/2 20:49,2018/11/2 20:49,,
2,50042,274.41,274.75,274.32,274.58,4.00E+06,28,0,0.46953,0.87227,0.17,2018/11/2 21:14,2018/11/2 21:14,,
2,50071,274.57,274.63,274.12,274.18,4.00E+06,91,0,0.48591,0.92336,-0.39,2018/11/2 21:43,2018/11/2 21:43,,
2,50163,274.39,274.8,274.21,274.46,3.99E+06,188,0,0.47717,0.89729,0.07,2018/11/2 23:17,2018/11/2 23:17,,
5,50353,274.52,275.05,274.5,274.92,4.01E+06,60,0,0.49356,0.94572,0.4,2018/11/5 9:10,2018/11/5 9:10,,
5,50414,274.92,274.86,274.7,274.7,4.00E+06,33,0,0.49892,0.95849,-0.22,2018/11/5 10:14,2018/11/5 10:14,,
5,50448,274.73,274.89,274.72,274.87,3.99E+06,46,0,0.49698,0.9553,0.14,2018/11/5 10:48,2018/11/5 10:48,,
5,50495,274.87,274.95,274.75,274.94,4.21E+06,26,0,0.48676,0.92656,0.07,2018/11/5 13:39,2018/11/5 13:39,,
5,50522,274.95,275.01,274.92,274.95,4.04E+06,18,0,0.46882,0.87014,0,2018/11/5 14:08,2018/11/5 14:08,,
5,50541,275.01,275.12,275.01,275,4.03E+06,21,0,0.45281,0.81586,-0.01,2018/11/5 14:27,2018/11/5 14:27,,
5,50563,275.06,275.14,274.84,275.12,4.13E+06,28,0,0.44243,0.76637,0.06,2018/11/5 14:51,2018/11/5 14:51,,
5,50592,275.14,275.25,274.85,274.83,4.02E+06,61,0,0.45472,0.82118,-0.31,2018/11/5 15:20,2018/11/5 15:20,,
5,50664,274.85,274.86,274.48,274.57,4.05E+06,48,0,0.46496,0.85844,-0.28,2018/11/5 20:53,2018/11/5 20:53,,
