9,23,272.15,272.23,272.1,272.15,1.84E+06,28,0,0.43992,0.76824,0,0.87766,,
10,23,272.15,272.19,272.12,272.15,1.88E+06,36,0,0.4142,0.61911,0,0.76824,,
10,23,272.15,272.19,272.12,272.11,2.05E+06,20,0,0.39768,0.52615,-0.04,0.61911,,
11,23,272.11,272.14,272,271.9,2.09E+06,16,0,0.41379,0.61717,-0.21,0.52615,,
13,23,271.92,271.99,271.91,271.98,1.86E+06,21,0,0.40351,0.55713,0.06,0.61717,,
13,23,271.98,272.05,271.96,272.05,2.07E+06,20,0,0.39491,0.51001,0.07,0.55713,,
14,23,272.07,272.07,271.95,271.84,1.94E+06,35,0,0.41102,0.602,-0.23,0.51001,,
14,23,271.9,271.9,271.8,271.79,1.89E+06,20,0,0.40983,0.5949,-0.11,0.602,,
15,23,271.8,272.45,271.8,272.29,1.85E+06,57,0,0.43604,0.74597,0.49,0.5949,,
20,23,272.32,272.4,272.03,272.11,1.86E+06,64,0,0.44686,0.79793,-0.21,0.74597,,
21,23,272.11,272.19,271.7,271.9,1.86E+06,59,0,0.45706,0.83764,-0.21,0.79793,,
23,23,272.02,272.2,271.9,271.98,2.06E+06,86,0,0.44197,0.78018,-0.04,0.83764,,
9,26,272,272.32,272,272.3,1.85E+06,23,0,0.45906,0.84668,0.3,0.78018,,
9,26,272.3,272.55,272.35,272.5,1.86E+06,14,0,0.46731,0.87637,0.2,0.84668,,
9,26,272.41,272.5,272.39,272.47,1.86E+06,12,0,0.45701,0.83731,0.06,0.87637,,
10,26,272.5,272.61,272.5,272.51,1.87E+06,18,0,0.43937,0.7663,0.01,0.83731,,
10,26,272.52,272.85,272.52,272.75,1.89E+06,11,0,0.4509,0.81278,0.23,0.7663,,
10,26,272.85,272.93,272.75,272.71,1.86E+06,21,0,0.45237,0.81956,-0.14,0.81278,,
10,26,272.8,272.9,272.78,272.89,1.86E+06,25,0,0.44726,0.79987,0.09,0.81956,,
11,26,272.89,273.25,272.89,273.23,1.86E+06,14,0,0.46493,0.86637,0.34,0.79987,,
13,26,273.23,273.28,273.22,273.25,2.06E+06,9,0,0.44791,0.80084,0.02,0.86637,,
13,26,273.27,273.3,273.21,273.28,1.91E+06,12,0,0.43123,0.72143,0.01,0.80084,,
14,26,273.3,273.31,273.24,273.25,1.95E+06,21,0,0.42088,0.66204,-0.05,0.72143,,
14,26,273.28,273.32,273.24,273.29,2.08E+06,24,0,0.40385,0.55939,0.01,0.66204,,
14,26,273.32,273.38,273.28,273.26,1.88E+06,19,0,0.39606,0.51485,-0.06,0.55939,,
15,26,273.3,273.41,273.3,273.41,1.87E+06,17,0,0.39513,0.51194,0.11,0.51485,,
15,26,273.41,273.42,272.98,273.01,1.85E+06,33,0,0.41497,0.6246,-0.4,0.51194,,
20,26,273.02,273.04,272.75,272.78,1.95E+06,31,0,0.42739,0.6969,-0.24,0.6246,,
21,26,272.82,273.02,272.8,272.87,1.86E+06,39,0,0.41781,0.64138,0.05,0.6969,,
21,26,272.87,272.96,272.52,272.48,1.86E+06,36,0,0.43689,0.7521,-0.39,0.64138,,
22,26,272.5,272.53,272.34,272.19,2.03E+06,16,0,0.45402,0.82634,-0.31,0.7521,,
22,26,272.2,272.69,272.32,272.41,1.87E+06,48,0,0.46259,0.857,0.21,0.82634,,
23,26,272.47,272.56,272.21,272.21,1.88E+06,59,0,0.47545,0.89703,-0.26,0.857,,
0,27,272.2,272.2,271.82,271.8,2.21E+06,44,0,0.49706,0.93673,-0.4,0.89703,,
1,27,271.81,272.49,271.8,272.41,2.03E+06,46,0,0.51885,0.96514,0.6,0.93673,,
9,27,272.4,272.49,272.29,272.22,1.90E+06,14,0,0.52394,0.96966,-0.18,0.96514,,
9,27,272.23,272.3,272.15,272.15,1.90E+06,22,0,0.51732,0.96223,-0.08,0.96966,,
9,27,272.17,272.17,271.98,272,1.90E+06,25,0,0.52161,0.96708,-0.17,0.96223,,
10,27,272.01,272.1,272,272.09,1.89E+06,38,0,0.51466,0.95836,0.08,0.96708,,
10,27,272.1,272.09,271.91,272,1.89E+06,28,0,0.51019,0.95287,-0.1,0.95836,,
11,27,271.98,272,271.9,271.98,1.87E+06,38,0,0.49195,0.9306,0,0.95287,,
14,27,271.98,272.03,271.94,271.95,2.09E+06,31,0,0.47632,0.89929,-0.03,0.9306,,
14,27,272,272.12,271.98,272.06,1.85E+06,30,0,0.4668,0.87282,0.06,0.89929,,
15,27,272.1,272.2,271.88,271.89,1.86E+06,30,0,0.4748,0.89542,-0.21,0.87282,,
20,27,271.89,271.98,271.3,271.26,1.95E+06,51,0,0.49613,0.93512,-0.63,0.89542,,
21,27,271.28,271.42,271.19,270.6,2.66E+06,13,0,0.52407,0.9703,-0.68,0.93512,,
21,27,270.94,271.57,270.86,271.55,2.39E+06,8,0,0.54802,0.98741,0.61,0.9703,,
21,27,271.58,271.55,271.3,271.3,1.85E+06,18,0,0.55977,0.99225,-0.28,0.98741,,
21,27,271.4,271.51,271.1,271.1,1.86E+06,55,0,0.57225,0.99516,-0.3,0.99225,,
22,27,271.11,271.12,270.9,270.85,1.86E+06,36,0,0.58213,0.99613,-0.26,0.99516,,
23,27,270.92,270.94,270.31,270.11,2.34E+06,12,0,0.60407,0.99871,-0.81,0.99613,,
23,27,270.18,270.3,270.1,270.15,1.88E+06,13,0,0.58823,0.99709,-0.03,0.99871,,
0,28,270.18,270.31,270,269.9,1.93E+06,42,0,0.59861,0.99806,-0.28,0.99709,,
0,28,269.9,270.11,269.68,269.79,1.87E+06,35,0,0.59272,0.99742,-0.11,0.99806,,
1,28,269.84,269.98,269.68,269.77,1.89E+06,65,0,0.58182,0.9958,-0.07,0.99742,,
9,28,269.8,269.8,269.75,269.73,1.86E+06,4,0,0.57101,0.99484,-0.07,0.9958,,
9,28,269.75,270.09,269.84,270.09,1.86E+06,9,0,0.58369,0.99645,0.34,0.99484,,
9,28,270.09,270.25,269.93,269.9,1.94E+06,22,0,0.58654,0.99677,-0.19,0.99645,,
9,28,269.9,269.95,269.9,269.92,1.90E+06,6,0,0.56825,0.99419,0.02,0.99677,,
9,28,269.91,270,269.91,269.98,1.85E+06,18,0,0.55779,0.99064,0.07,0.99419,,
10,28,270,270.06,269.95,269.94,1.97E+06,22,0,0.54552,0.98547,-0.06,0.99064,,
10,28,269.95,269.96,269.85,269.82,1.92E+06,16,0,0.54301,0.98257,-0.13,0.98547,,
10,28,269.82,269.82,269.77,269.79,1.89E+06,19,0,0.52721,0.97385,-0.03,0.98257,,
11,28,269.82,269.94,269.78,269.9,1.93E+06,32,0,0.51856,0.96482,0.08,0.97385,,
13,28,269.92,269.98,269.89,269.92,1.91E+06,29,0,0.49908,0.93932,0,0.96482,,
14,28,269.92,269.95,269.85,269.9,2.00E+06,33,0,0.48188,0.91285,-0.02,0.93932,,
14,28,269.96,270.03,269.95,269.95,1.96E+06,22,0,0.46357,0.86088,-0.01,0.91285,,
15,28,269.95,270.3,269.95,270.2,1.88E+06,55,0,0.47366,0.89316,0.25,0.86088,,
20,28,270.21,270.3,269.88,269.83,1.86E+06,53,0,0.48974,0.92802,-0.38,0.89316,,
21,28,269.94,270.14,269.6,269.98,1.84E+06,51,0,0.47636,0.89994,0.04,0.92802,,
22,28,270,270.49,269.95,269.92,1.91E+06,41,0,0.46859,0.87992,-0.08,0.89994,,
23,28,269.93,270.3,269.95,270.11,1.86E+06,90,0,0.4724,0.89025,0.18,0.87992,,
2,1,270.15,270.15,269.74,269.76,1.92E+06,31,0,0.48883,0.9264,-0.39,0.89025,,
9,1,269.76,269.84,269.7,269.8,1.89E+06,21,0,0.47441,0.89445,0.04,0.9264,,
9,1,269.81,269.8,269.71,269.7,1.98E+06,27,0,0.4691,0.8825,-0.11,0.89445,,
10,1,269.7,269.84,269.76,269.8,1.94E+06,36,0,0.46242,0.85668,0.1,0.8825,,
10,1,269.8,269.85,269.75,269.71,1.86E+06,28,0,0.45466,0.82828,-0.09,0.85668,,
13,1,269.75,269.75,269.55,269.45,2.22E+06,25,0,0.46939,0.88283,-0.3,0.82828,,
14,1,269.45,269.6,269.47,269.5,1.98E+06,23,0,0.45606,0.83441,0.05,0.88283,,
14,1,269.5,269.56,269.35,269.33,1.90E+06,20,0,0.45804,0.8399,-0.17,0.83441,,
14,1,269.37,269.6,269.37,269.53,1.89E+06,18,0,0.45921,0.84764,0.16,0.8399,,
15,1,269.55,269.66,269.08,269.04,1.90E+06,29,0,0.47746,0.90284,-0.51,0.84764,,
20,1,269.08,269.15,268.83,268.78,1.92E+06,15,0,0.49012,0.92866,-0.3,0.90284,,
20,1,268.82,268.98,268.7,268.67,1.86E+06,28,0,0.49019,0.92899,-0.15,0.92866,,
20,1,268.69,268.83,268.67,268.78,1.85E+06,38,0,0.48345,0.91737,0.09,0.92899,,
21,1,268.75,269.16,268.68,269.04,1.96E+06,28,0,0.49674,0.93577,0.29,0.91737,,
21,1,269.21,269.6,269.25,269.2,1.86E+06,16,0,0.47945,0.90768,-0.01,0.93577,,
22,1,269.2,269.3,268.8,268.67,2.12E+06,63,0,0.50083,0.94093,-0.53,0.90768,,
23,1,268.67,269.44,268.7,268.9,1.85E+06,43,0,0.50901,0.95126,0.23,0.94093,,
0,2,268.91,269.7,268.94,269.51,1.86E+06,74,0,0.52743,0.9745,0.6,0.95126,,
1,2,269.62,270.13,268.93,270.01,2.90E+06,29,0,0.55114,0.98806,0.39,0.9745,,
9,2,270.13,270.08,270.02,269.92,1.87E+06,7,0,0.55609,0.98903,-0.21,0.98806,,
9,2,269.98,270.19,269.95,270.15,1.84E+06,21,0,0.55681,0.98935,0.17,0.98903,,
9,2,270.19,270.27,270.15,270.25,1.93E+06,13,0,0.54367,0.98418,0.06,0.98935,,
9,2,270.25,270.5,270.36,270.43,1.86E+06,8,0,0.54546,0.98483,0.18,0.98418,,
9,2,270.5,270.58,270.43,270.43,1.89E+06,18,0,0.53454,0.97934,-0.07,0.98483,,
10,2,270.45,270.78,270.46,270.7,1.86E+06,16,0,0.54325,0.98321,0.25,0.97934,,
10,2,270.7,270.75,270.7,270.66,1.89E+06,13,0,0.52913,0.97547,-0.04,0.98321,,
10,2,270.66,270.75,270.6,270.72,1.85E+06,20,0,0.51853,0.96449,0.06,0.97547,,
11,2,270.76,270.8,270.68,270.68,1.88E+06,25,0,0.51088,0.95449,-0.08,0.96449,,
13,2,270.72,270.9,270.71,270.85,1.98E+06,26,0,0.50975,0.95255,0.13,0.95449,,
13,2,270.81,270.85,270.77,270.76,1.97E+06,15,0,0.49832,0.93802,-0.05,0.95255,,
14,2,270.76,270.83,270.78,270.8,2.11E+06,17,0,0.48443,0.9193,0.04,0.93802,,
14,2,270.8,270.83,270.7,270.68,1.85E+06,25,0,0.48323,0.91575,-0.12,0.9193,,
14,2,270.68,270.62,270.46,270.52,1.99E+06,27,0,0.48665,0.92318,-0.16,0.91575,,
15,2,270.55,271.34,270.58,271.23,1.84E+06,20,0,0.50656,0.94964,0.68,0.92318,,
20,2,271.25,271.4,271.27,271.38,1.88E+06,34,0,0.50573,0.949,0.13,0.94964,,
20,2,271.38,271.48,271.32,271.3,1.87E+06,17,0,0.49897,0.93835,-0.08,0.949,,
21,2,271.32,271.63,271.3,271.57,1.92E+06,31,0,0.51037,0.95352,0.25,0.93835,,
21,2,271.63,271.87,271.43,271.7,1.86E+06,25,0,0.50209,0.94416,0.07,0.95352,,
22,2,271.76,271.8,271.5,271.56,1.85E+06,49,0,0.5086,0.95061,-0.2,0.94416,,
22,2,271.6,271.65,270.91,271.01,1.85E+06,95,0,0.52774,0.97482,-0.59,0.95061,,
0,3,271,270.95,270.45,270.5,1.85E+06,56,0,0.54602,0.98644,-0.5,0.97482,,
2,3,270.68,271.45,270.5,271.3,1.89E+06,32,0,0.56468,0.99322,0.62,0.98644,,
9,5,271.44,271.62,271.48,271.6,1.88E+06,12,0,0.56541,0.99354,0.16,0.99322,,
9,5,271.65,271.65,271.59,271.58,1.85E+06,15,0,0.5548,0.9887,-0.07,0.99354,,
9,5,271.58,271.62,271.45,271.4,2.29E+06,15,0,0.55738,0.99032,-0.18,0.9887,,
9,5,271.54,271.53,271.46,271.49,1.85E+06,12,0,0.5435,0.98386,-0.05,0.99032,,
10,5,271.5,271.54,271.44,271.45,1.88E+06,24,0,0.52977,0.97644,-0.05,0.98386,,
10,5,271.46,271.5,271.38,271.4,1.89E+06,13,0,0.51794,0.96352,-0.06,0.97644,,
10,5,271.4,271.59,271.42,271.55,2.02E+06,35,0,0.51742,0.96288,0.15,0.96352,,
11,5,271.55,271.65,271.51,271.6,1.95E+06,26,0,0.50356,0.94642,0.05,0.96288,,
13,5,271.63,271.7,271.6,271.65,1.96E+06,22,0,0.48561,0.92092,0.02,0.94642,,
14,5,271.65,271.75,271.64,271.7,2.04E+06,12,0,0.47228,0.88961,0.05,0.92092,,
14,5,271.7,271.7,271.64,271.65,1.91E+06,18,0,0.45969,0.8499,-0.05,0.88961,,
14,5,271.65,271.8,271.65,271.75,2.04E+06,23,0,0.45379,0.82537,0.1,0.8499,,
15,5,271.74,271.8,271.29,271.4,1.91E+06,44,0,0.46858,0.8796,-0.34,0.82537,,
20,5,271.38,271.4,271.32,271.32,1.87E+06,57,0,0.45735,0.83861,-0.06,0.8796,,
21,5,271.32,271.31,270.93,270.93,1.86E+06,64,0,0.47353,0.89251,-0.39,0.83861,,
22,5,270.93,271.35,270.91,270.9,1.84E+06,96,0,0.45822,0.84087,-0.03,0.89251,,
0,6,270.98,270.95,270.55,270.62,1.87E+06,70,0,0.47333,0.89219,-0.36,0.84087,,
2,6,270.62,271.04,270.62,270.92,1.90E+06,27,0,0.48584,0.92189,0.3,0.89219,,
9,6,270.91,271.08,270.91,271,1.90E+06,25,0,0.47857,0.90542,0.09,0.92189,,
9,6,271,271.05,270.98,271,1.87E+06,15,0,0.45937,0.84797,0,0.90542,,
10,6,271,271.04,270.94,271,1.88E+06,31,0,0.44037,0.7705,0,0.84797,,
10,6,271,271.22,271,271.2,1.88E+06,38,0,0.44663,0.79664,0.2,0.7705,,
11,6,271.2,271.37,271.19,271.34,2.00E+06,23,0,0.44687,0.79826,0.14,0.79664,,
13,6,271.35,271.36,271.3,271.34,1.91E+06,20,0,0.4291,0.71078,-0.01,0.79826,,
14,6,271.34,271.4,271.35,271.33,1.85E+06,18,0,0.41258,0.61072,-0.01,0.71078,,
14,6,271.33,271.4,271.33,271.38,1.88E+06,23,0,0.40199,0.551,0.05,0.61072,,
14,6,271.36,271.38,271.11,271.12,2.04E+06,24,0,0.4144,0.62008,-0.24,0.551,,
15,6,271.14,271.9,271,271.63,1.95E+06,15,0,0.43611,0.74661,0.49,0.62008,,
20,6,271.66,271.69,271.56,271.53,1.87E+06,25,0,0.43672,0.75145,-0.13,0.74661,,
20,6,271.53,271.88,271.53,271.68,2.14E+06,30,0,0.44015,0.76856,0.15,0.75145,,
21,6,271.88,271.87,271.66,271.78,2.18E+06,20,0,0.43645,0.74855,-0.1,0.76856,,
21,6,271.83,272,271.73,271.95,3.06E+06,12,0,0.43564,0.74403,0.12,0.74855,,
21,6,272,272,271.98,271.97,2.11E+06,7,0,0.42185,0.66688,-0.03,0.74403,,
21,6,271.97,272.2,271.97,272.15,2.05E+06,11,0,0.42875,0.70658,0.18,0.66688,,
21,6,272.2,272.28,272.06,272,1.85E+06,14,0,0.43647,0.74887,-0.2,0.70658,,
22,6,272.1,272.25,271.89,272.19,1.91E+06,40,0,0.43192,0.72466,0.09,0.74887,,
22,6,272.23,272.52,272.18,272.35,1.86E+06,16,0,0.43108,0.7195,0.12,0.72466,,
23,6,272.39,272.63,272.42,272.58,1.86E+06,13,0,0.43766,0.75629,0.19,0.7195,,
23,6,272.6,272.74,272.5,272.65,1.94E+06,31,0,0.42725,0.69529,0.05,0.75629,,
23,6,272.66,272.97,272.66,272.95,1.90E+06,22,0,0.44112,0.77566,0.29,0.69529,,
0,7,272.95,272.95,272.01,272,1.95E+06,85,0,0.46193,0.85507,-0.95,0.77566,,
1,7,272.08,272.83,271.96,272.65,2.23E+06,30,0,0.48488,0.92027,0.57,0.85507,,
9,7,272.72,272.78,272.75,272.71,2.03E+06,5,0,0.46734,0.87669,-0.01,0.92027,,
9,7,272.72,272.81,272.7,272.7,1.99E+06,13,0,0.45199,0.81795,-0.02,0.87669,,
9,7,272.67,272.85,272.67,272.8,2.08E+06,14,0,0.4518,0.81666,0.13,0.81795,,
9,7,272.82,272.96,272.84,272.95,2.47E+06,12,0,0.45186,0.81698,0.13,0.81666,,
9,7,272.96,272.98,272.9,272.9,1.93E+06,15,0,0.44286,0.78341,-0.06,0.81698,,
10,7,272.91,273.01,272.9,272.98,2.01E+06,24,0,0.43521,0.7408,0.07,0.78341,,
10,7,273.02,273.1,273.02,273,2.02E+06,17,0,0.42094,0.66269,-0.02,0.7408,,
10,7,273,272.99,272.95,272.9,1.98E+06,9,0,0.41862,0.64655,-0.1,0.66269,,
11,7,272.95,272.9,272.8,272.8,1.88E+06,16,0,0.42263,0.67108,-0.15,0.64655,,
11,7,272.85,272.85,272.55,272.5,1.91E+06,29,0,0.44094,0.77469,-0.35,0.67108,,
13,7,272.5,272.53,272.3,272.5,2.17E+06,27,0,0.42316,0.67366,0,0.77469,,
14,7,272.53,272.6,272.39,272.55,1.92E+06,21,0,0.41077,0.5991,0.02,0.67366,,
14,7,272.6,272.54,272.3,272.29,1.90E+06,33,0,0.42742,0.69755,-0.31,0.5991,,
15,7,272.29,272.29,272.2,272.19,1.91E+06,9,0,0.42531,0.68593,-0.1,0.69755,,
15,7,272.23,272.23,271.86,271.81,1.87E+06,22,0,0.44484,0.79116,-0.42,0.68593,,
20,7,271.82,272.08,271.87,272.04,1.86E+06,36,0,0.45473,0.8286,0.22,0.79116,,
20,7,272.05,272.26,272.06,272,1.87E+06,22,0,0.44549,0.79277,-0.05,0.8286,,
21,7,272.1,272.24,271.88,272.2,1.94E+06,17,0,0.44244,0.78212,0.1,0.79277,,
21,7,272.2,272.25,272,272,1.89E+06,54,0,0.45016,0.80955,-0.2,0.78212,,
22,7,272.09,272.2,271.88,271.86,1.85E+06,53,0,0.45988,0.85055,-0.23,0.80955,,
23,7,271.83,271.8,271.56,271.48,1.90E+06,22,0,0.47641,0.90026,-0.35,0.85055,,
0,8,271.48,271.59,271.35,271.22,1.91E+06,17,0,0.48842,0.92608,-0.26,0.90026,,
0,8,271.24,271.64,271.21,271.56,1.88E+06,46,0,0.50327,0.94577,0.32,0.92608,,
1,8,271.64,271.7,271.26,271.5,1.92E+06,74,0,0.50401,0.94739,-0.14,0.94577,,
9,8,271.5,271.75,271.51,271.71,1.92E+06,27,0,0.51163,0.95578,0.21,0.94739,,
9,8,271.76,271.76,271.72,271.73,1.92E+06,35,0,0.49788,0.93738,-0.03,0.95578,,
10,8,271.75,271.9,271.75,271.9,1.86E+06,33,0,0.50019,0.94028,0.15,0.93738,,
11,8,271.85,271.9,271.5,271.55,1.93E+06,44,0,0.51487,0.95868,-0.3,0.94028,,
13,8,271.55,271.7,271.55,271.63,1.88E+06,34,0,0.50795,0.95029,0.08,0.95868,,
14,8,271.67,271.95,271.67,271.88,1.89E+06,29,0,0.51525,0.95933,0.21,0.95029,,
15,8,271.94,272.08,271.94,272,2.13E+06,18,0,0.50394,0.94706,0.06,0.95933,,
15,8,272,272,271.38,271.45,1.91E+06,39,0,0.52362,0.96837,-0.55,0.94706,,
20,8,271.45,271.74,271.44,271.55,1.95E+06,26,0,0.51833,0.96417,0.1,0.96837,,
21,8,271.6,271.94,271.6,271.86,1.86E+06,36,0,0.52866,0.97515,0.26,0.96417,,
21,8,271.87,271.85,271.63,271.7,1.86E+06,39,0,0.53098,0.97773,-0.17,0.97515,,
22,8,271.7,271.75,271.37,271.41,1.85E+06,18,0,0.54287,0.98192,-0.29,0.97773,,
22,8,271.45,271.49,271.12,271.05,1.97E+06,22,0,0.56011,0.99258,-0.4,0.98192,,
23,8,271.1,271.37,271.1,271.05,1.85E+06,46,0,0.54783,0.98709,-0.05,0.99258,,
23,8,271.04,271.43,270.9,270.8,2.59E+06,101,0,0.55925,0.99193,-0.24,0.98709,,
9,9,270.82,270.84,270.69,270.69,1.87E+06,22,0,0.55702,0.98999,-0.13,0.99193,,
9,9,270.7,270.7,270.65,270.52,2.16E+06,36,0,0.56032,0.9929,-0.18,0.98999,,
10,9,270.6,270.73,270.55,270.65,2.08E+06,21,0,0.54587,0.98612,0.05,0.9929,,
10,9,270.68,270.68,270.58,270.59,2.10E+06,23,0,0.5376,0.98031,-0.09,0.98612,,
10,9,270.6,270.63,270.55,270.56,1.86E+06,28,0,0.52403,0.96998,-0.04,0.98031,,
11,9,270.58,270.56,270.43,270.45,1.90E+06,33,0,0.52194,0.96772,-0.13,0.96998,,
13,9,270.45,270.55,270.45,270.45,1.88E+06,19,0,0.50263,0.94513,0,0.96772,,
14,9,270.48,270.52,270.45,270.45,1.92E+06,23,0,0.48766,0.92544,-0.03,0.94513,,
14,9,270.48,270.55,270.45,270.5,1.86E+06,26,0,0.47177,0.88896,0.02,0.92544,,
15,9,270.52,270.52,270.35,270.3,2.04E+06,18,0,0.48041,0.9093,-0.22,0.88896,,
15,9,270.33,270.4,270.1,270.24,1.87E+06,32,0,0.47465,0.89509,-0.09,0.9093,,
20,9,270.21,270.2,269.9,269.88,1.99E+06,11,0,0.49109,0.92995,-0.33,0.89509,,
20,9,269.89,270.07,269.75,269.78,3.87E+06,8,0,0.48409,0.91833,-0.11,0.92995,,
20,9,270.13,269.68,269.69,269.55,2.14E+06,1,0,0.50505,0.94803,-0.58,0.91833,,
20,9,269.66,270.12,270,269.97,2.26E+06,3,0,0.5204,0.96611,0.31,0.94803,,
20,9,269.98,269.88,269.71,269.66,1.89E+06,5,0,0.53344,0.9787,-0.32,0.96611,,
20,9,269.66,269.79,269.61,269.65,1.92E+06,6,0,0.51568,0.95965,-0.01,0.9787,,
20,9,269.76,269.9,269.75,269.8,2.09E+06,10,0,0.50095,0.9419,0.04,0.95965,,
21,9,269.82,269.9,269.79,269.8,1.91E+06,16,0,0.4847,0.91995,-0.02,0.9419,,
21,9,269.87,269.92,269.76,269.75,1.85E+06,22,0,0.48155,0.9122,-0.12,0.91995,,
21,9,269.75,270.35,269.75,270.2,1.89E+06,26,0,0.49809,0.9377,0.45,0.9122,,
22,9,270.3,270.8,270.34,270.66,1.97E+06,13,0,0.51323,0.95739,0.36,0.9377,,
22,9,270.8,270.77,270.4,270.47,1.90E+06,31,0,0.52596,0.97289,-0.33,0.95739,,
22,9,270.47,270.99,270.45,270.89,2.11E+06,51,0,0.54257,0.9816,0.42,0.97289,,
23,9,271,270.99,270.41,270.4,1.86E+06,97,0,0.55866,0.99096,-0.6,0.9816,,
9,12,270.44,270.77,270.4,270.77,1.85E+06,46,0,0.57007,0.99451,0.33,0.99096,,
10,12,270.77,270.8,270.67,270.7,1.86E+06,24,0,0.55917,0.99161,-0.07,0.99451,,
10,12,270.7,270.76,270.68,270.75,1.88E+06,28,0,0.54582,0.9858,0.05,0.99161,,
10,12,270.75,270.79,270.73,270.75,1.87E+06,29,0,0.52571,0.97256,0,0.9858,,
11,12,270.75,270.9,270.72,270.9,1.90E+06,24,0,0.52468,0.97063,0.15,0.97256,,
13,12,270.9,270.92,270.75,270.75,2.07E+06,20,0,0.52373,0.96901,-0.15,0.97063,,
14,12,270.75,270.76,270.73,270.73,1.93E+06,14,0,0.50623,0.94932,-0.02,0.96901,,
14,12,270.74,270.75,270.7,270.7,1.85E+06,20,0,0.49262,0.93157,-0.04,0.94932,,
14,12,270.72,270.8,270.65,270.65,1.87E+06,23,0,0.48326,0.91607,-0.07,0.93157,,
15,12,270.65,270.7,269.7,269.82,2.22E+06,18,0,0.50513,0.94835,-0.83,0.91607,,
20,12,269.87,270,269.9,269.99,1.91E+06,6,0,0.50196,0.94383,0.12,0.94835,,
20,12,269.98,269.99,269.87,269.83,1.86E+06,22,0,0.5024,0.94448,-0.15,0.94383,,
20,12,269.83,269.84,269.72,269.7,1.86E+06,16,0,0.50032,0.94061,-0.13,0.94448,,
20,12,269.71,270.24,269.74,270.2,2.04E+06,33,0,0.51909,0.96546,0.49,0.94061,,
21,12,270.21,270.2,269.84,269.84,1.85E+06,44,0,0.53382,0.97902,-0.37,0.96546,,
22,12,269.86,270.11,269.79,269.86,1.85E+06,97,0,0.51452,0.95804,0,0.97902,,
0,13,269.88,270.66,269.88,270.56,2.10E+06,65,0,0.53468,0.97966,0.68,0.95804,,
9,13,270.66,270.7,270.6,270.65,1.92E+06,27,0,0.51597,0.96062,-0.01,0.97966,,
9,13,270.71,270.78,270.69,270.68,1.90E+06,35,0,0.50084,0.94125,-0.03,0.96062,,
10,13,270.68,270.68,270.63,270.63,1.87E+06,23,0,0.48884,0.92673,-0.05,0.94125,,
10,13,270.63,270.65,270.58,270.6,1.86E+06,25,0,0.47452,0.89477,-0.03,0.92673,,
10,13,270.59,270.62,270.3,270.34,1.99E+06,39,0,0.48523,0.92059,-0.25,0.89477,,
13,13,270.34,270.35,270.24,270.3,2.00E+06,17,0,0.47169,0.88735,-0.04,0.92059,,
13,13,270.3,270.38,270.27,270.31,1.93E+06,14,0,0.45499,0.83021,0.01,0.88735,,
14,13,270.38,270.46,270.34,270.4,1.92E+06,19,0,0.43987,0.76759,0.02,0.83021,,
14,13,270.43,270.43,270.3,270.33,2.18E+06,27,0,0.43586,0.745,-0.1,0.76759,,
14,13,270.4,270.39,270.31,270.38,1.96E+06,17,0,0.42113,0.6643,-0.02,0.745,,
15,13,270.38,270.39,270.29,270.35,1.86E+06,40,0,0.40882,0.58812,-0.03,0.6643,,
20,13,270.36,270.66,270.22,270.3,1.96E+06,6,0,0.40021,0.53906,-0.06,0.58812,,
