hour,o,h,l,c,v,pin,cdfpin,diff
5,271.49,271.59,271.6,271.58,520000,0.591719227,0.992743106,0.09
5,271.58,271.59,271.59,271.55,480000,0.550817844,0.965166909,-0.03
5,271.58,271.6,271.59,271.56,524000,0.506855276,0.915820029,-0.02
5,271.6,271.65,271.6,271.65,714000,0.48583694,0.883889695,0.05
5,271.65,271.63,271.61,271.59,348000,0.48099661,0.876632801,-0.06
5,271.61,271.65,271.65,271.59,368000,0.459794234,0.825834543,-0.02
5,271.59,271.6,271.59,271.58,376000,0.435864295,0.788098694,-0.01
5,271.6,271.6,271.59,271.58,416000,0.416569692,0.750362845,-0.02
5,271.59,271.62,271.59,271.58,322000,0.399328436,0.698113208,-0.01
5,271.62,271.6,271.59,271.57,350000,0.396112241,0.686502177,-0.05
5,271.57,271.57,271.54,271.45,514000,0.418817611,0.757619739,-0.12
5,271.45,271.5,271.47,271.45,436000,0.393771896,0.673439768,0
5,271.45,271.4,271.45,271.4,452000,0.390490205,0.65892598,-0.05
5,271.54,271.5,271.5,271.46,440000,0.39759226,0.690856313,-0.08
5,271.5,271.53,271.53,271.46,364000,0.391837728,0.666182874,-0.04
5,271.52,271.53,271.5,271.47,330000,0.389496141,0.653120464,-0.05
5,271.46,271.45,271.46,271.41,408000,0.386879162,0.64586357,-0.05
5,271.45,271.5,271.5,271.5,362000,0.384615263,0.632801161,0.05
5,271.5,271.54,271.5,271.47,432000,0.375515248,0.603773585,-0.03
5,271.47,271.49,271.49,271.48,352000,0.362748102,0.542815675,0.01
5,271.49,271.49,271.49,271.47,382000,0.352608799,0.502177068,-0.02
5,271.49,271.49,271.44,271.44,464000,0.351476107,0.499274311,-0.05
5,271.45,271.46,271.45,271.45,502000,0.331870964,0.410740203,0
5,271.45,271.5,271.45,271.44,632000,0.314014036,0.322206096,-0.01
5,271.45,271.45,271.4,271.39,394000,0.316669197,0.335268505,-0.06
5,271.39,271.41,271.38,271.38,340000,0.307079054,0.28011611,-0.01
5,271.42,271.42,271.42,271.4,362000,0.299807905,0.242380261,-0.02
5,271.43,271.45,271.45,271.45,358000,0.292789667,0.214804064,0.02
5,271.48,271.48,271.45,271.45,376000,0.288292586,0.194484761,-0.03
5,271.44,271.52,271.46,271.5,358000,0.291031238,0.20754717,0.06
5,271.52,271.59,271.46,271.55,362000,0.286653655,0.188679245,0.03
5,271.54,271.55,271.53,271.55,420000,0.276160687,0.159651669,0.01
5,271.55,271.6,271.51,271.52,670000,0.270343064,0.148040639,-0.03
5,271.58,271.6,271.55,271.57,416000,0.260651357,0.123367199,-0.01
5,271.6,271.65,271.6,271.61,342000,0.252455976,0.104499274,0.01
5,271.62,271.61,271.56,271.6,318000,0.246874096,0.08563135,-0.02
5,271.6,271.63,271.62,271.63,326000,0.243395182,0.081277213,0.03
5,271.63,271.66,271.63,271.63,390000,0.231793738,0.052249637,0
5,271.67,271.65,271.6,271.58,578000,0.24807941,0.092888244,-0.09
5,271.67,271.7,271.65,271.69,344000,0.242148421,0.076923077,0.02
5,271.69,271.69,271.69,271.65,326000,0.240665347,0.065312046,-0.04
5,271.65,271.65,271.65,271.64,322000,0.233149367,0.053701016,-0.01
5,271.64,271.75,271.64,271.65,674000,0.220944319,0.043541364,0.01
5,271.75,271.73,271.73,271.71,386000,0.220791536,0.042089985,-0.04
5,271.71,271.7,271.66,271.61,560000,0.239951799,0.063860668,-0.1
5,271.71,271.7,271.7,271.69,486000,0.23377248,0.055152395,-0.02
5,271.7,271.69,271.65,271.64,364000,0.238050707,0.06095791,-0.06
5,271.64,271.69,271.65,271.65,356000,0.231442519,0.050798258,0.01
5,271.65,271.69,271.64,271.64,492000,0.222856712,0.044992743,-0.01
5,271.65,271.68,271.66,271.65,382000,0.213716995,0.03628447,0
5,271.66,271.66,271.65,271.65,318000,0.208565572,0.030478955,-0.01
5,271.67,271.67,271.67,271.66,336000,0.203538809,0.023222061,-0.01
5,271.68,271.77,271.68,271.76,358000,0.213894558,0.037735849,0.08
5,271.78,271.8,271.78,271.78,336000,0.206326109,0.026124819,0
5,271.8,271.8,271.77,271.75,324000,0.210135681,0.033381713,-0.05
5,271.77,271.76,271.76,271.75,492000,0.206523541,0.027576197,-0.02
5,271.74,271.77,271.73,271.75,324000,0.201731632,0.021770682,0.01
5,271.76,271.79,271.78,271.76,330000,0.194460297,0.018867925,0
5,271.76,271.8,271.29,271.3,324000,0.21923889,0.039187228,-0.46
5,271.35,271.51,271.37,271.48,420000,0.240943833,0.068214804,0.13
5,271.5,271.5,271.45,271.38,328000,0.256467733,0.114658926,-0.12
5,271.41,271.42,271.35,271.35,330000,0.262295116,0.127721335,-0.06
5,271.35,271.35,271.35,271.35,334000,0.25413131,0.108853411,0
5,271.35,271.4,271.35,271.38,324000,0.253355563,0.107402032,0.03
5,271.38,271.39,271.37,271.36,324000,0.250526586,0.098693759,-0.02
5,271.35,271.38,271.35,271.35,398000,0.241152946,0.071117562,0
5,271.35,271.36,271.32,271.32,340000,0.240863782,0.066763425,-0.03
5,271.32,271.31,271.15,271.1,338000,0.266521424,0.140783745,-0.22
5,271.14,271.18,271.1,271.11,326000,0.266141439,0.137880987,-0.03
5,271.13,271.17,271.08,271.13,380000,0.257020671,0.116110305,0
5,271.13,271.2,271.05,271.19,324000,0.263366754,0.130624093,0.06
5,271.22,271.22,271.06,270.9,398000,0.295155376,0.223512337,-0.32
5,270.99,271,270.93,270.99,352000,0.286178102,0.187227866,0
5,271.03,271.2,270.99,271.2,376000,0.31099558,0.307692308,0.17
5,271.3,271.35,271.04,271,440000,0.344217322,0.455732946,-0.3
6,270.99,271.2,270.99,271.2,318000,0.366816597,0.560232221,0.21
6,271.2,271.2,270.95,270.95,322000,0.390540441,0.660377358,-0.25
6,270.95,270.95,270.88,270.82,336000,0.407000369,0.721335269,-0.13
6,270.83,270.84,270.8,270.8,326000,0.403719028,0.712626996,-0.03
6,270.8,270.76,270.67,270.6,468000,0.43317449,0.785195936,-0.2
6,270.61,270.87,270.6,270.6,326000,0.424599659,0.766328012,-0.01
6,270.65,270.66,270.59,270.5,432000,0.446678338,0.804063861,-0.15
6,270.55,271.04,270.55,270.68,396000,0.463749438,0.835994194,0.13
6,271,271,270.97,270.95,408000,0.462746411,0.833091437,-0.05
6,270.96,270.98,270.91,270.88,384000,0.46916562,0.844702467,-0.08
6,270.9,270.9,270.91,270.9,416000,0.452232113,0.815674891,0
6,270.91,270.95,270.91,270.92,322000,0.442417743,0.799709724,0.01
6,270.93,270.95,270.91,270.93,472000,0.423327589,0.764876633,0
6,270.95,271.05,270.95,271.05,354000,0.433284944,0.786647315,0.1
6,271.08,271.08,271.02,271.01,330000,0.4372354,0.789550073,-0.07
6,271.02,271.03,271.02,271,412000,0.426965923,0.773584906,-0.02
6,271.03,271,271,271,338000,0.421575571,0.763425254,-0.03
6,271,271,271,270.98,376000,0.412439962,0.741654572,-0.02
6,271,271,271,271,356000,0.398186701,0.693759071,0
6,271,271,271,270.99,358000,0.386737217,0.642960813,-0.01
6,271,270.99,270.99,270.99,408000,0.37417911,0.593613933,-0.01
6,270.99,271.05,270.98,271,452000,0.360411453,0.532656023,0.01
6,271,270.99,270.97,270.95,446000,0.360161734,0.529753266,-0.05
6,270.95,270.98,270.98,270.96,376000,0.349029382,0.483309144,0.01
6,270.97,270.98,270.94,270.93,346000,0.346235108,0.464441219,-0.04
6,270.94,271,270.95,271,334000,0.347808179,0.47605225,0.06
6,271,271.04,270.97,271,380000,0.333147879,0.417997097,0
6,271,271.05,271,271.05,348000,0.332328521,0.413642961,0.05
6,271.05,271.15,271.05,271.14,322000,0.339555905,0.431059507,0.09
6,271.16,271.2,271.13,271.15,368000,0.327824468,0.394775036,-0.01
6,271.18,271.22,271.21,271.2,388000,0.318687836,0.349782293,0.02
6,271.2,271.2,271.14,271.2,452000,0.301721372,0.249637155,0
6,271.2,271.23,271.19,271.23,358000,0.295910493,0.226415094,0.03
6,271.23,271.26,271.23,271.23,360000,0.281937491,0.174165457,0
6,271.29,271.34,271.31,271.33,328000,0.279194361,0.166908563,0.04
6,271.34,271.35,271.34,271.34,390000,0.265415657,0.136429608,0
6,271.31,271.35,271.35,271.33,348000,0.25854163,0.117561684,0.02
6,271.34,271.37,271.35,271.35,500000,0.24643516,0.084179971,0.01
6,271.35,271.36,271.35,271.35,334000,0.234980547,0.056603774,0
6,271.33,271.34,271.33,271.32,450000,0.224230041,0.046444122,-0.01
6,271.33,271.34,271.3,271.3,380000,0.220274375,0.040638607,-0.03
6,271.33,271.35,271.33,271.34,356000,0.210974922,0.034833091,0.01
6,271.34,271.35,271.34,271.34,574000,0.194712671,0.020319303,0
6,271.37,271.4,271.37,271.39,364000,0.188900133,0.015965167,0.02
6,271.38,271.38,271.37,271.36,400000,0.182970047,0.014513788,-0.02
6,271.36,271.36,271.36,271.36,318000,0.172619593,0.010159652,0
6,271.36,271.37,271.33,271.31,328000,0.173887084,0.01161103,-0.05
6,271.31,271.38,271.35,271.33,322000,0.168846014,0.007256894,0.02
6,271.35,271.34,271.33,271.32,338000,0.166048344,0.004354136,-0.03
6,271.33,271.39,271.35,271.38,386000,0.169348192,0.008708273,0.05
6,271.39,271.4,271.37,271.39,500000,0.157564442,0.001451379,0
6,271.39,271.4,271.38,271.32,424000,0.168151491,0.005805515,-0.07
6,271.38,271.38,271.36,271.36,388000,0.164913205,0.002902758,-0.02
6,271.37,271.37,271.3,271.27,318000,0.178131937,0.013062409,-0.1
6,271.3,271.21,271.21,271.2,386000,0.194319443,0.017416546,-0.1
6,271.19,271.19,271.13,271.08,322000,0.209608878,0.031930334,-0.11
6,271.1,271.14,271.11,271.12,512000,0.205622482,0.02467344,0.02
6,271.14,271.15,271.14,271.1,348000,0.208235545,0.029027576,-0.04
6,271.14,271.1,271,270.95,396000,0.237058406,0.059506531,-0.19
6,271,271.9,271,271.85,574000,0.28187334,0.172714078,0.85
6,271.9,271.81,271.72,271.7,482000,0.314821674,0.326560232,-0.2
6,271.72,271.69,271.7,271.65,410000,0.323700604,0.378809869,-0.07
6,271.69,271.66,271.65,271.63,362000,0.329438833,0.403483309,-0.06
6,271.63,271.64,271.61,271.61,352000,0.32540334,0.386066763,-0.02
6,271.62,271.62,271.57,271.57,384000,0.328909703,0.399129173,-0.05
6,271.58,271.57,271.57,271.56,344000,0.32542562,0.387518142,-0.02
6,271.56,271.53,271.53,271.51,392000,0.329017979,0.400580552,-0.05
6,271.53,271.62,271.55,271.53,332000,0.320866819,0.357039187,0
6,271.53,271.54,271.54,271.51,318000,0.317731909,0.343976778,-0.02
6,271.55,271.66,271.56,271.61,350000,0.323384584,0.375907112,0.06
6,271.68,271.75,271.65,271.66,490000,0.316810935,0.336719884,-0.02
6,271.68,271.88,271.91,271.68,424000,0.305394525,0.271407837,0
6,271.88,271.87,271.84,271.81,374000,0.31322402,0.317851959,-0.07
6,271.85,271.85,271.83,271.75,346000,0.3261501,0.388969521,-0.1
6,271.75,271.8,271.75,271.75,318000,0.317608044,0.34107402,0
6,271.72,271.72,271.66,271.66,338000,0.322618085,0.368650218,-0.06
6,271.72,271.8,271.8,271.7,444000,0.31653756,0.333817126,-0.02
6,271.83,271.78,271.85,271.78,358000,0.319324349,0.35413643,-0.05
6,271.83,271.78,271.75,271.65,514000,0.350701459,0.493468795,-0.18
6,271.73,271.86,271.73,271.76,506000,0.346326977,0.468795356,0.03
6,271.77,271.8,271.8,271.75,534000,0.337983413,0.425253991,-0.02
6,271.85,272,271.95,271.95,1502000,0.378655854,0.618287373,0.1
6,272,272,272,271.96,640000,0.375469303,0.602322206,-0.04
6,271.98,272,272,271.98,738000,0.35420199,0.51233672,0
6,272,271.98,272.03,271.96,376000,0.353401025,0.506531205,-0.04
6,271.96,271.98,271.98,271.97,360000,0.346287146,0.467343977,0.01
6,271.97,272.06,271.97,271.99,418000,0.340233936,0.433962264,0.02
6,272.06,272.1,272.09,272.06,378000,0.330229268,0.406386067,0
6,272.15,272.17,272.22,272.11,500000,0.32875016,0.397677794,-0.04
6,272.19,272.2,272.11,272.1,466000,0.339162446,0.428156749,-0.09
6,272.2,272.2,272.2,272.15,466000,0.339873854,0.432510885,-0.05
6,272.15,272.2,272.19,272.15,376000,0.329352423,0.40203193,0
6,272.2,272.28,272.25,272.2,368000,0.318996729,0.351233672,0
6,272.15,272.15,272.15,272.1,512000,0.319727543,0.355587808,-0.05
6,272.1,272.1,272.06,272.06,332000,0.318024867,0.345428157,-0.04
6,272.06,272.13,272.1,272.06,326000,0.308292331,0.283018868,0
6,272,272.09,272.1,272.03,340000,0.304320173,0.264150943,0.03
6,272.04,272.03,271.95,271.97,418000,0.309188828,0.291727141,-0.07
6,272,272.05,271.89,271.99,338000,0.300871722,0.246734398,-0.01
6,272.03,272.19,272.04,272.13,328000,0.309010921,0.288824383,0.1
6,272.19,272.25,272.18,272.15,322000,0.30684037,0.277213353,-0.04
6,272.17,272.3,272.2,272.23,610000,0.310749793,0.306240929,0.06
6,272.35,272.52,272.52,272.35,748000,0.28929192,0.200290276,0
6,272.52,272.4,272.4,272.33,392000,0.308372785,0.284470247,-0.19
6,272.41,272.5,272.41,272.4,362000,0.299396577,0.238026125,-0.01
6,272.55,272.56,272.55,272.49,438000,0.302123937,0.252539913,-0.06
6,272.56,272.58,272.57,272.55,440000,0.292025563,0.211901306,-0.01
6,272.51,272.59,272.59,272.55,334000,0.290055418,0.206095791,0.04
6,272.59,272.63,272.62,272.57,334000,0.283951689,0.177068215,-0.02
6,272.62,272.58,272.52,272.47,344000,0.29906985,0.235123367,-0.15
6,272.5,272.6,272.5,272.59,326000,0.306923689,0.278664731,0.09
6,272.58,272.67,272.53,272.52,326000,0.310223619,0.298984035,-0.06
6,272.59,272.7,272.6,272.61,526000,0.302653951,0.255442671,0.02
6,272.7,272.74,272.69,272.65,398000,0.304591079,0.265602322,-0.05
6,272.66,272.8,272.66,272.76,360000,0.315633638,0.32946299,0.1
7,272.84,272.9,272.85,272.82,426000,0.309422907,0.294629898,-0.02
7,272.9,272.94,272.93,272.91,492000,0.299073001,0.236574746,0.01
7,272.91,272.95,272.94,272.92,328000,0.29234152,0.213352685,0.01
7,272.92,272.97,272.95,272.91,344000,0.28510613,0.181422351,-0.01
7,272.94,272.95,272.8,272.8,338000,0.300737908,0.245283019,-0.14
7,272.82,272.76,272.61,272.56,334000,0.322219156,0.364296081,-0.26
7,272.55,272.7,272.6,272.69,318000,0.336818494,0.422351234,0.14
7,272.69,272.86,272.52,272.51,320000,0.354458084,0.515239478,-0.18
7,272.5,272.55,272.4,272.35,324000,0.370165542,0.574746009,-0.15
7,272.35,272.32,272.01,271.91,384000,0.395377911,0.682148041,-0.44
7,271.91,272.83,271.96,272.8,1028000,0.454849336,0.820029028,0.89
7,272.77,272.83,272.85,272.8,396000,0.448933094,0.808417997,0.03
7,272.8,272.72,272.71,272.65,694000,0.475269355,0.860667634,-0.15
7,272.72,272.73,272.76,272.7,484000,0.463810329,0.837445573,-0.02
7,272.73,272.75,272.8,272.75,536000,0.451638961,0.812772134,0.02
7,272.78,272.78,272.8,272.76,820000,0.432346123,0.783744557,-0.02
7,272.75,272.72,272.75,272.72,350000,0.427824183,0.776487663,-0.03
7,272.74,272.78,272.76,272.78,384000,0.425591008,0.769230769,0.04
7,272.78,272.8,272.8,272.79,458000,0.413849937,0.744557329,0.01
7,272.8,272.81,272.81,272.76,354000,0.41157105,0.738751814,-0.04
7,272.8,272.76,272.76,272.72,412000,0.417681995,0.754716981,-0.08
7,272.7,272.7,272.67,272.67,426000,0.411641523,0.740203193,-0.03
7,272.71,272.76,272.8,272.76,368000,0.410990762,0.735849057,0.05
7,272.76,272.81,272.76,272.77,318000,0.402446095,0.708272859,0.01
7,272.81,272.81,272.81,272.8,364000,0.392465101,0.667634253,-0.01
7,272.8,272.85,272.85,272.77,350000,0.387678207,0.648766328,-0.03
7,272.8,272.83,272.8,272.8,468000,0.371987606,0.583454282,0
7,272.82,272.82,272.84,272.82,462000,0.356691018,0.521044993,0
7,272.82,272.86,272.84,272.86,330000,0.354205436,0.513788099,0.04
7,272.86,272.94,272.88,272.9,430000,0.351067415,0.494920174,0.04
7,272.93,272.96,272.96,272.95,476000,0.341669239,0.441219158,0.02
7,272.96,272.96,272.96,272.95,776000,0.322435356,0.367198839,-0.01
7,272.96,272.98,272.98,272.95,494000,0.310389655,0.300435414,-0.01
7,272.96,272.94,272.94,272.88,438000,0.317471716,0.338171263,-0.08
7,272.88,272.9,272.9,272.9,328000,0.311045191,0.309143687,0.02
7,272.9,272.91,272.91,272.88,400000,0.303743235,0.261248186,-0.02
7,272.88,272.91,272.9,272.91,318000,0.299628387,0.239477504,0.03
7,272.91,272.93,272.93,272.93,336000,0.293332528,0.217706821,0.02
7,272.93,272.93,272.9,272.9,396000,0.288355528,0.195936139,-0.03
7,272.9,272.94,272.91,272.9,324000,0.278001565,0.165457184,0
7,272.9,272.92,272.9,272.9,422000,0.265079816,0.134978229,0
7,272.93,273.01,272.96,272.98,488000,0.266406511,0.139332366,0.05
7,273.02,273.1,273.03,273.09,550000,0.274083284,0.156748911,0.07
7,273.1,273.1,273.1,273.06,372000,0.271934661,0.152394775,-0.04
7,273.06,273.06,273.07,273.05,346000,0.263039526,0.129172714,-0.01
7,273.05,273.04,273.02,273.02,348000,0.258966409,0.119013062,-0.03
7,273.02,273.02,273.02,273,404000,0.25223246,0.103047896,-0.02
7,273,272.99,272.99,272.95,324000,0.252574902,0.105950653,-0.05
7,272.96,272.96,272.96,272.95,488000,0.241744753,0.07256894,-0.01
7,272.95,272.95,272.95,272.9,974000,0.248070987,0.091436865,-0.05
7,272.95,272.95,272.9,272.9,448000,0.249577103,0.09724238,-0.05
7,272.9,272.9,272.9,272.88,542000,0.24204397,0.075471698,-0.02
7,272.9,272.8,272.81,272.76,744000,0.274108344,0.15820029,-0.14
7,272.8,272.85,272.8,272.8,338000,0.263818452,0.133526851,0
7,272.85,272.85,272.8,272.77,360000,0.269345604,0.143686502,-0.08
7,272.8,272.76,272.69,272.66,394000,0.28489944,0.179970972,-0.14
7,272.65,272.65,272.57,272.58,394000,0.289606834,0.201741655,-0.07
7,272.65,272.69,272.64,272.6,324000,0.289873566,0.203193033,-0.05
7,272.6,272.6,272.55,272.5,434000,0.301950213,0.251088534,-0.1
7,272.5,272.46,272.42,272.38,392000,0.316002489,0.332365747,-0.12
7,272.38,272.38,272.3,272.36,406000,0.309931214,0.297532656,-0.02
7,272.39,272.42,272.4,272.39,372000,0.300922571,0.248185776,0
7,272.39,272.45,272.4,272.4,402000,0.293749651,0.2191582,0.01
7,272.41,272.53,272.44,272.5,596000,0.310722596,0.30478955,0.09
7,272.53,272.45,272.44,272.43,384000,0.323670983,0.377358491,-0.1
7,272.43,272.4,272.4,272.39,352000,0.324366075,0.381712627,-0.04
7,272.4,272.4,272.4,272.35,406000,0.32704086,0.3904209,-0.05
7,272.39,272.54,272.39,272.5,378000,0.34094242,0.436865022,0.11
7,272.53,272.6,272.53,272.55,398000,0.335896356,0.420899855,0.02
7,272.6,272.54,272.51,272.53,328000,0.341850537,0.442670537,-0.07
7,272.51,272.54,272.48,272.47,328000,0.342012187,0.445573295,-0.04
7,272.47,272.49,272.47,272.4,336000,0.348285108,0.478955007,-0.07
7,272.42,272.4,272.38,272.36,330000,0.352526168,0.500725689,-0.06
7,272.4,272.4,272.3,272.3,398000,0.365466145,0.554426705,-0.1
7,272.29,272.35,272.29,272.25,438000,0.364543583,0.550072569,-0.04
7,272.25,272.23,272.23,272.2,756000,0.365663151,0.555878084,-0.05
7,272.2,272.2,272.2,272.18,592000,0.356018891,0.518142235,-0.02
7,272.2,272.23,272.2,272.21,406000,0.347392949,0.471698113,0.01
7,272.2,272.22,272.2,272.22,336000,0.34252161,0.448476052,0.02
7,272.2,272.21,271.88,271.8,344000,0.364657423,0.551523948,-0.4
7,271.82,271.94,271.88,271.85,436000,0.360285762,0.531204644,0.03
7,271.9,271.93,271.9,271.84,526000,0.364168447,0.54862119,-0.06
7,271.83,271.83,271.86,271.8,334000,0.3606846,0.534107402,-0.03
7,271.81,271.99,271.87,271.96,338000,0.376050907,0.605224964,0.15
7,271.96,272,271.99,271.89,326000,0.380282796,0.621190131,-0.07
7,271.96,271.99,271.97,271.97,344000,0.371575661,0.582002903,0.01
7,271.98,272.08,271.97,271.98,440000,0.357161126,0.522496372,0
7,272.1,272.08,272.05,272.08,320000,0.351262264,0.496371553,-0.02
7,272.08,272.26,272.07,272.19,338000,0.362218724,0.539912917,0.11
7,272.2,272.2,272.2,272.2,358000,0.350224741,0.490566038,0
7,272.2,272.2,272.2,272.2,354000,0.338235482,0.42670537,0
7,272.21,272.21,272.15,272,704000,0.377874259,0.613933237,-0.21
7,272.1,272,272,271.9,442000,0.401145047,0.703918723,-0.2
7,271.88,271.87,271.88,271.85,400000,0.394911296,0.679245283,-0.03
7,271.88,271.92,271.9,271.9,368000,0.386795722,0.644412192,0.02
7,271.95,272.08,271.95,272.02,320000,0.389730933,0.654571843,0.07
7,272.06,272.24,272.06,272.2,414000,0.406038965,0.718432511,0.14
7,272.2,272.2,272.11,272.06,386000,0.420866291,0.760522496,-0.14
7,272.1,272.16,272.04,272.06,352000,0.416823776,0.751814224,-0.04
7,272.15,272.25,272.07,272.1,326000,0.414937334,0.747460087,-0.05
7,272.14,272.15,272.09,272.1,460000,0.409100588,0.728592163,-0.04
7,272.09,272.05,272,272,366000,0.415300207,0.748911466,-0.09
7,272.09,272.15,271.92,271.89,528000,0.441369684,0.795355588,-0.2
7,271.89,272.2,271.91,272.18,326000,0.459743102,0.824383164,0.29
7,272.11,272.13,271.92,271.88,354000,0.478129584,0.872278665,-0.23
7,271.88,271.98,271.9,271.85,328000,0.470938528,0.850507983,-0.03
7,271.85,271.98,271.88,271.8,558000,0.465730923,0.84179971,-0.05
7,271.82,271.77,271.77,271.71,318000,0.473791903,0.856313498,-0.11
7,271.75,271.77,271.72,271.76,336000,0.462033837,0.830188679,0.01
7,271.79,271.79,271.62,271.6,442000,0.483121455,0.880986938,-0.19
8,271.6,271.57,271.56,271.48,558000,0.498013768,0.904208999,-0.12
8,271.48,271.5,271.49,271.47,482000,0.48042286,0.873730044,-0.01
8,271.5,271.59,271.52,271.52,318000,0.471537488,0.85341074,0.02
8,271.54,271.58,271.54,271.48,360000,0.470469714,0.847605225,-0.06
8,271.58,271.52,271.43,271.36,558000,0.497439781,0.90275762,-0.22
8,271.35,271.3,271.29,271.23,398000,0.507759235,0.917271408,-0.12
8,271.25,271.3,271.26,271.26,344000,0.495202808,0.899854862,0.01
8,271.3,271.31,271.28,271.23,346000,0.496003538,0.901306241,-0.07
8,271.29,271.3,271.21,271.24,320000,0.493146339,0.894049347,-0.05
8,271.34,271.41,271.25,271.32,320000,0.483605058,0.882438316,-0.02
8,271.33,271.64,271.36,271.56,344000,0.501290682,0.907111756,0.23
8,271.64,271.66,271.26,271.31,322000,0.51889489,0.936139332,-0.33
8,271.31,271.7,271.3,271.5,352000,0.53483827,0.952104499,0.19
8,271.66,271.7,271.59,271.57,324000,0.538696429,0.956458636,-0.09
8,271.58,271.58,271.58,271.55,336000,0.530054102,0.949201742,-0.03
8,271.57,271.58,271.53,271.51,348000,0.527977285,0.946298984,-0.06
8,271.5,271.54,271.51,271.5,324000,0.5122255,0.92743106,0
8,271.5,271.55,271.51,271.51,434000,0.49373925,0.895500726,0.01
8,271.55,271.55,271.55,271.55,360000,0.475880303,0.862119013,0
8,271.58,271.6,271.55,271.58,332000,0.459376177,0.821480406,0
8,271.6,271.64,271.6,271.64,420000,0.451549137,0.811320755,0.04
8,271.64,271.76,271.75,271.76,372000,0.461397032,0.8287373,0.12
8,271.76,271.76,271.75,271.75,348000,0.446986658,0.805515239,-0.01
8,271.79,271.74,271.74,271.72,320000,0.44699319,0.806966618,-0.07
8,271.72,271.75,271.72,271.73,406000,0.430557491,0.7808418,0.01
8,271.75,271.76,271.73,271.72,464000,0.419238856,0.759071118,-0.03
8,271.74,271.75,271.75,271.73,568000,0.397858703,0.692307692,-0.01
8,271.75,271.75,271.75,271.73,426000,0.384717593,0.635703919,-0.02
8,271.75,271.8,271.75,271.8,350000,0.380752684,0.622641509,0.05
8,271.79,271.8,271.79,271.79,372000,0.363776334,0.545718433,0
8,271.8,271.88,271.8,271.85,322000,0.359973347,0.528301887,0.05
8,271.9,271.9,271.78,271.8,326000,0.365428219,0.552975327,-0.1
8,271.8,271.9,271.8,271.85,374000,0.361911709,0.538461538,0.05
8,271.84,271.9,271.7,271.7,322000,0.373876426,0.590711176,-0.14
8,271.7,271.72,271.56,271.55,378000,0.389146733,0.651669086,-0.15
8,271.52,271.5,271.5,271.5,346000,0.377944161,0.615384615,-0.02
8,271.49,271.56,271.5,271.54,400000,0.374143412,0.592162554,0.05
8,271.55,271.68,271.55,271.68,318000,0.384636616,0.63425254,0.13
8,271.69,271.7,271.66,271.66,324000,0.376953345,0.606676343,-0.03
8,271.69,271.69,271.68,271.66,338000,0.368988017,0.567489115,-0.03
8,271.67,271.68,271.67,271.67,328000,0.353775253,0.507982583,0
8,271.67,271.67,271.63,271.63,382000,0.348055878,0.477503628,-0.04
8,271.63,271.7,271.67,271.67,406000,0.34242173,0.447024673,0.04
8,271.75,271.82,271.75,271.76,320000,0.330898232,0.409288824,0.01
8,271.8,271.9,271.78,271.78,358000,0.321592258,0.359941945,-0.02
8,271.89,271.95,271.9,271.85,378000,0.318098335,0.346879536,-0.04
8,271.88,271.9,271.88,271.88,328000,0.304837271,0.26850508,0
8,271.88,271.99,271.91,271.99,332000,0.315866945,0.330914369,0.11
8,272,272.08,272,272.04,342000,0.312673189,0.316400581,0.04
8,272.08,272.05,272.02,272,540000,0.322906569,0.370101597,-0.08
8,272,271.95,271.94,271.95,658000,0.323168727,0.373004354,-0.05
8,271.95,272,271.96,272,466000,0.323372631,0.374455733,0.05
8,272,272,271.99,271.95,402000,0.323149652,0.371552975,-0.05
8,272,271.98,271.38,271.61,398000,0.349219665,0.484760522,-0.39
8,271.63,271.7,271.61,271.59,326000,0.346120581,0.46298984,-0.04
8,271.58,271.68,271.6,271.58,326000,0.334310818,0.419448476,0
8,271.55,271.58,271.52,271.47,360000,0.341374307,0.439767779,-0.08
8,271.5,271.49,271.45,271.43,368000,0.346107496,0.461538462,-0.07
8,271.44,271.59,271.44,271.53,320000,0.353911193,0.510885341,0.09
8,271.6,271.74,271.62,271.63,366000,0.348695905,0.481857765,0.03
8,271.66,271.72,271.7,271.68,428000,0.339519235,0.429608128,0.02
8,271.7,271.71,271.62,271.6,354000,0.350363571,0.492017417,-0.1
8,271.6,271.65,271.61,271.57,418000,0.345255735,0.460087083,-0.03
8,271.65,271.68,271.6,271.62,330000,0.341878122,0.444121916,-0.03
8,271.6,271.78,271.62,271.76,390000,0.36357927,0.544267054,0.16
8,271.75,271.94,271.72,271.72,372000,0.359390989,0.526850508,-0.03
8,271.9,271.9,271.86,271.86,346000,0.35817824,0.52394775,-0.04
8,271.86,271.9,271.87,271.77,430000,0.36944428,0.571843251,-0.09
8,271.85,271.85,271.77,271.7,494000,0.393579935,0.671988389,-0.15
8,271.65,271.66,271.63,271.57,328000,0.399650285,0.702467344,-0.08
8,271.63,271.78,271.64,271.7,318000,0.403427747,0.711175617,0.07
8,271.78,271.83,271.66,271.76,330000,0.3959571,0.685050798,-0.02
8,271.78,271.82,271.66,271.55,486000,0.425679268,0.770682148,-0.23
8,271.6,271.4,271.6,271.4,420000,0.449131345,0.809869376,-0.2
8,271.41,271.31,271.48,271.26,432000,0.467945667,0.843251089,-0.15
8,271.26,271.38,271.37,271.3,444000,0.462063025,0.831640058,0.04
8,271.36,271.49,271.37,271.49,368000,0.475269325,0.859216255,0.13
