hour,o,h,l,c,v,pin,cdfpin,diff
24,268.47,268.47,268.45,268.44,322000,0.373199938,0.572815534,-0.03
24,268.46,268.44,268.41,268.41,318000,0.374941941,0.585298197,-0.05
24,268.4,268.4,268.4,268.38,502000,0.365147028,0.549237171,-0.02
24,268.38,268.39,268.29,268.28,336000,0.377468367,0.59778086,-0.1
24,268.3,268.3,268,267.95,592000,0.41165272,0.696255201,-0.35
24,267.97,268.05,268.02,268.02,330000,0.413307334,0.704576976,0.05
24,268.01,268,268,268,324000,0.402343836,0.676837725,-0.01
24,268,268.07,268.03,268,366000,0.386139006,0.629680999,0
24,268.08,268.04,268.02,268.03,342000,0.387017564,0.635228849,-0.05
24,268.04,268.04,268.02,268.01,424000,0.381274348,0.615811373,-0.03
24,268.01,268.03,268.01,268.01,338000,0.366719904,0.552011096,0
24,268.04,268.07,268.04,268.04,338000,0.352363539,0.495145631,0
24,268.04,268.08,268.04,268.04,326000,0.338245515,0.404993065,0
24,268.03,268.05,268.03,268.05,376000,0.330282184,0.366158114,0.02
24,268.05,268.05,267.99,267.98,324000,0.336738095,0.393897365,-0.07
24,267.98,267.99,267.97,267.95,324000,0.332633512,0.374479889,-0.03
24,267.97,268.03,267.96,267.94,552000,0.328307835,0.356449376,-0.03
24,267.99,268.02,268,268,374000,0.317510037,0.313453537,0.01
24,267.97,268.02,267.97,268,500000,0.31431987,0.298196949,0.03
24,268.01,268.02,268.02,268.02,320000,0.305168137,0.270457698,0.01
24,268.02,268.04,268.01,268,338000,0.299175744,0.248266297,-0.02
24,268.01,268.3,268.06,268.22,774000,0.348691832,0.46740638,0.21
24,268.24,268.3,268.3,268.24,364000,0.335168592,0.384188627,0
24,268.3,268.39,268.3,268.35,378000,0.339055313,0.41331484,0.05
24,268.39,268.45,268.4,268.4,504000,0.326549424,0.348127601,0.01
24,268.5,268.4,268.36,268.36,350000,0.346119184,0.452149792,-0.14
24,268.39,268.45,268.4,268.37,386000,0.340465709,0.420249653,-0.02
24,268.36,268.43,268.39,268.36,394000,0.327735206,0.352288488,0
24,268.43,268.41,268.42,268.38,558000,0.336346244,0.389736477,-0.05
24,268.39,268.89,268.4,268.53,932000,0.387470905,0.638002774,0.14
24,268.6,268.53,268.53,268.42,328000,0.40723311,0.687933426,-0.18
24,268.52,268.49,268.5,268.45,326000,0.416097307,0.715672677,-0.07
24,268.46,268.5,268.49,268.48,330000,0.411763103,0.697642164,0.02
24,268.48,268.51,268.51,268.49,526000,0.398692037,0.66851595,0.01
24,268.5,268.46,268.5,268.46,408000,0.400288322,0.671289875,-0.04
24,268.46,268.46,268.48,268.46,366000,0.388292957,0.642163662,0
24,268.48,268.48,268.48,268.47,822000,0.368673335,0.557558946,-0.01
24,268.47,268.47,268.49,268.47,424000,0.355704259,0.511789182,0
24,268.48,268.5,268.5,268.47,416000,0.346898668,0.45631068,-0.01
24,268.5,268.48,268.5,268.47,448000,0.345401863,0.445214979,-0.03
24,268.47,268.48,268.48,268.47,744000,0.323263142,0.3370319,0
24,268.48,268.47,268.48,268.47,524000,0.313171167,0.291262136,-0.01
24,268.48,268.47,268.48,268.47,340000,0.30674141,0.280166436,-0.01
24,268.45,268.43,268.45,268.42,466000,0.306001651,0.274618585,-0.03
24,268.47,268.47,268.47,268.45,332000,0.302245679,0.259361997,-0.02
24,268.47,268.51,268.51,268.46,538000,0.291990124,0.213592233,-0.01
24,268.51,268.53,268.52,268.53,672000,0.285601156,0.176144244,0.02
24,268.4,268.38,268.35,268.32,456000,0.300019521,0.251040222,-0.08
24,268.36,268.37,268.38,268.35,344000,0.292997089,0.220527046,-0.01
24,268.38,268.36,268.37,268.36,392000,0.288450397,0.19001387,-0.02
24,268.36,268.37,268.37,268.36,344000,0.278591729,0.149791956,0
24,268.37,268.36,268.25,268.28,322000,0.290348932,0.20110957,-0.09
24,268.28,268.38,268.28,268.28,328000,0.280745596,0.156726768,0
24,268.28,268.45,268.28,268.4,326000,0.296461246,0.237170596,0.12
24,268.48,268.53,268.44,268.52,320000,0.298243776,0.244105409,0.04
24,268.5,268.53,268.45,268.53,324000,0.298081437,0.242718447,0.03
24,268.54,268.55,268.47,268.41,400000,0.31999646,0.32038835,-0.13
24,268.42,268.5,268.4,268.46,322000,0.322320621,0.332871012,0.04
24,268.47,268.53,268.42,268.36,320000,0.337736802,0.40221914,-0.11
24,268.46,268.46,268.4,268.35,330000,0.353708582,0.504854369,-0.11
24,268.46,268.46,268.38,268.3,372000,0.375614857,0.588072122,-0.16
24,268.35,268.45,268.28,268.44,318000,0.387929161,0.640776699,0.09
24,268.36,268.41,268.33,268.32,318000,0.389070037,0.646324549,-0.04
24,268.36,268.32,268.18,268.12,462000,0.416751959,0.718446602,-0.24
24,268.19,268.25,268.1,268.05,342000,0.434853545,0.758668516,-0.14
24,268.18,268.19,268.07,268.02,338000,0.453933403,0.803051318,-0.16
24,268,268.1,268.06,267.93,358000,0.462341241,0.821081831,-0.07
24,268,268.14,267.99,268,334000,0.449409396,0.78779473,0
25,268,268.37,268,268.21,346000,0.469924665,0.836338419,0.21
25,268.34,268.41,268.32,268.41,372000,0.478055,0.852981969,0.07
25,268.4,268.4,268.4,268.39,346000,0.467122804,0.834951456,-0.01
25,268.39,268.44,268.4,268.4,326000,0.456817543,0.811373093,0.01
25,268.44,268.45,268.41,268.44,358000,0.442544999,0.775312067,0
25,268.44,268.45,268.4,268.43,414000,0.429972649,0.743411928,-0.01
25,268.43,268.45,268.43,268.45,350000,0.423409583,0.730929265,0.02
25,268.45,268.45,268.45,268.44,448000,0.409829194,0.693481276,-0.01
25,268.44,268.45,268.43,268.42,422000,0.4021225,0.675450763,-0.02
25,268.43,268.46,268.43,268.44,510000,0.387544431,0.639389736,0.01
25,268.46,268.45,268.45,268.45,462000,0.374546351,0.583911234,-0.01
25,268.45,268.46,268.45,268.45,448000,0.357813675,0.52149792,0
25,268.46,268.48,268.46,268.47,346000,0.349699353,0.477115118,0.01
25,268.47,268.47,268.43,268.43,386000,0.352446979,0.496532594,-0.04
25,268.42,268.47,268.42,268.43,328000,0.345433052,0.446601942,0.01
25,268.45,268.48,268.47,268.48,528000,0.344120948,0.441054092,0.03
25,268.47,268.45,268.44,268.44,368000,0.343333346,0.439667129,-0.03
25,268.45,268.46,268.45,268.46,432000,0.3337243,0.378640777,0.01
25,268.45,268.45,268.43,268.43,382000,0.329125091,0.360610264,-0.02
25,268.45,268.46,268.45,268.45,428000,0.31492683,0.302357836,0
25,268.45,268.45,268.42,268.4,398000,0.320935103,0.323162275,-0.05
25,268.4,268.43,268.38,268.36,328000,0.322668868,0.334257975,-0.04
25,268.38,268.36,268.22,268.21,402000,0.348476259,0.464632455,-0.17
25,268.22,268.21,268.2,268.18,398000,0.34960049,0.475728155,-0.04
25,268.18,268.21,268.18,268.19,362000,0.339611323,0.416088766,0.01
25,268.2,268.22,268.2,268.21,348000,0.329910742,0.364771151,0.01
25,268.21,268.2,268.2,268.19,360000,0.323696909,0.338418863,-0.02
25,268.2,268.24,268.23,268.22,398000,0.317013973,0.312066574,0.02
25,268.25,268.25,268.22,268.2,398000,0.32140771,0.3259362,-0.05
25,268.23,268.24,268.21,268.21,372000,0.314618658,0.299583911,-0.02
25,268.21,268.25,268.23,268.25,364000,0.315391015,0.306518724,0.04
25,268.25,268.25,268.25,268.25,404000,0.300162276,0.253814147,0
25,268.25,268.29,268.25,268.27,366000,0.293837084,0.223300971,0.02
25,268.3,268.3,268.28,268.3,530000,0.275218032,0.137309293,0
25,268.3,268.4,268.27,268.38,438000,0.29043901,0.203883495,0.08
25,268.4,268.4,268.39,268.39,344000,0.280884689,0.158113731,-0.01
25,268.39,268.36,268.39,268.32,322000,0.289265485,0.19556172,-0.07
25,268.31,268.34,268.31,268.3,480000,0.277563534,0.142857143,-0.01
25,268.3,268.3,268.22,268.13,338000,0.297981252,0.239944521,-0.17
25,268.18,268.2,268.12,268.18,326000,0.285981964,0.177531207,0
25,268.2,268.2,268.2,268.15,322000,0.289814686,0.198335645,-0.05
25,268.15,268.15,268.15,268.12,350000,0.288089999,0.185852982,-0.03
25,268.12,268.11,268.08,268.08,386000,0.29038943,0.202496533,-0.04
25,268.09,268.09,268.05,267.98,446000,0.313956668,0.296809986,-0.11
25,268.05,268,268,267.96,324000,0.327825203,0.353675451,-0.09
25,267.96,267.96,267.98,267.93,396000,0.32646123,0.346740638,-0.03
25,267.95,267.95,267.98,267.94,486000,0.315870936,0.307905687,-0.01
25,268,268.39,268,268.25,330000,0.339235976,0.414701803,0.25
25,268.26,268.3,268.26,268.27,714000,0.324108685,0.339805825,0.01
25,268.28,268.35,268.3,268.34,360000,0.333785135,0.380027739,0.06
25,268.35,268.43,268.39,268.42,452000,0.348272226,0.463245492,0.07
25,268.43,268.42,268.43,268.42,824000,0.331301632,0.368932039,-0.01
25,268.43,268.35,268.43,268.35,548000,0.351694403,0.489597781,-0.08
25,268.42,268.43,268.43,268.35,540000,0.36764982,0.556171983,-0.07
25,268.36,268.36,268.36,268.35,712000,0.353122844,0.502080444,-0.01
25,268.36,268.39,268.4,268.36,390000,0.342699181,0.434119279,0
25,268.38,268.43,268.43,268.36,356000,0.339760247,0.417475728,-0.02
25,268.39,268.42,268.39,268.42,860000,0.338149463,0.403606103,0.03
25,268.42,268.43,268.43,268.42,616000,0.32161637,0.328710125,0
25,268.41,268.4,268.41,268.4,396000,0.315026574,0.303744799,-0.01
25,268.39,268.39,268.31,268.25,536000,0.343318474,0.436893204,-0.14
25,268.26,268.26,268.2,268.07,336000,0.362567769,0.535367545,-0.19
25,268.09,268.1,268.1,268.02,428000,0.373287202,0.574202497,-0.07
25,268.02,268.08,268.05,267.96,354000,0.379900739,0.610263523,-0.06
25,268.02,268.14,268.02,268.12,382000,0.394887107,0.65742025,0.1
25,268.15,268.38,268.15,268.3,356000,0.413181205,0.701803051,0.15
25,268.4,268.4,268.3,268.35,326000,0.416591061,0.717059639,-0.05
25,268.35,268.35,268.04,268.03,344000,0.435876911,0.761442441,-0.32
25,268.05,268.09,268.04,268,600000,0.439780413,0.768377254,-0.05
25,268.03,268.06,268,267.95,356000,0.449367706,0.786407767,-0.08
25,267.95,267.99,267.95,267.94,330000,0.440773518,0.771151179,-0.01
25,267.99,268.2,268,267.93,322000,0.445579991,0.778085992,-0.06
25,268.16,268.2,267.98,268,342000,0.462908459,0.828016644,-0.16
25,268,268.05,267.95,267.96,380000,0.462748645,0.826629681,-0.04
25,268,268.11,267.94,268.09,318000,0.473398014,0.840499307,0.09
26,268.18,268.4,268.2,268.4,328000,0.491445431,0.868238558,0.22
26,268.35,268.44,268.08,267.95,334000,0.509681524,0.895977809,-0.4
26,268.04,268.11,268.05,268.08,388000,0.508143012,0.893203883,0.04
26,268.06,268.09,268.05,268.03,356000,0.503713203,0.886269071,-0.03
26,268.05,268.1,268.05,268.07,348000,0.496308741,0.877947295,0.02
26,268.1,268.04,268.1,268.03,320000,0.502592788,0.884882108,-0.07
26,268.08,268.08,268.05,268,530000,0.514471598,0.900138696,-0.08
26,268,268.07,268,268.01,444000,0.499409383,0.880721221,0.01
26,268.03,268.04,268,268.03,378000,0.48326664,0.85852982,0
26,268.04,268.19,268.04,268.18,582000,0.50823267,0.894590846,0.14
26,268.18,268.25,268.18,268.2,340000,0.500062217,0.882108183,0.02
26,268.22,268.24,268.21,268.2,322000,0.492183909,0.871012483,-0.02
26,268.2,268.2,268.2,268.2,382000,0.475439341,0.847434119,0
26,268.2,268.25,268.2,268.21,430000,0.460639389,0.818307906,0.01
26,268.21,268.24,268.22,268.23,410000,0.451052055,0.790568655,0.02
26,268.23,268.27,268.23,268.23,542000,0.428028939,0.740638003,0
26,268.24,268.3,268.25,268.23,404000,0.415143027,0.710124827,-0.01
26,268.28,268.31,268.28,268.27,436000,0.401440445,0.672676838,-0.01
26,268.27,268.27,268.22,268.25,528000,0.390482101,0.651872399,-0.02
26,268.25,268.25,268.25,268.25,410000,0.374448647,0.582524272,0
26,268.25,268.24,268.24,268.24,356000,0.364124987,0.540915395,-0.01
26,268.24,268.3,268.25,268.27,360000,0.360452924,0.52704577,0.03
26,268.3,268.39,268.3,268.35,326000,0.362338949,0.533980583,0.05
26,268.39,268.42,268.4,268.41,354000,0.355416408,0.510402219,0.02
26,268.42,268.45,268.44,268.44,364000,0.347999081,0.460471567,0.02
26,268.5,268.48,268.5,268.44,434000,0.354879968,0.509015257,-0.06
26,268.44,268.45,268.32,268.33,326000,0.368840217,0.558945908,-0.11
26,268.35,268.38,268.35,268.32,328000,0.364721803,0.547850208,-0.03
26,268.32,268.38,268.32,268.35,326000,0.360949975,0.528432732,0.03
26,268.36,268.36,268.36,268.36,364000,0.346235396,0.453536755,0
26,268.36,268.43,268.36,268.4,472000,0.346239617,0.454923717,0.04
26,268.41,268.41,268.41,268.41,318000,0.3326324,0.373092926,0
26,268.41,268.41,268.41,268.4,348000,0.321544185,0.327323162,-0.01
26,268.4,268.44,268.4,268.39,370000,0.309994813,0.285714286,-0.01
26,268.4,268.42,268.42,268.4,640000,0.286434187,0.180305132,0
26,268.4,268.39,268.38,268.35,528000,0.291858889,0.21220527,-0.05
26,268.38,268.42,268.42,268.42,562000,0.29351611,0.221914008,0.04
26,268.41,268.45,268.43,268.42,510000,0.280895372,0.159500693,0.01
26,268.45,268.41,268.4,268.4,648000,0.28954988,0.196948682,-0.05
26,268.4,268.45,268.4,268.42,386000,0.28342033,0.170596394,0.02
26,268.47,268.48,268.46,268.45,320000,0.278164141,0.145631068,-0.02
26,268.48,268.52,268.5,268.51,332000,0.276288684,0.14147018,0.03
26,268.53,268.57,268.54,268.55,380000,0.271114735,0.128987517,0.02
26,268.57,268.62,268.59,268.59,406000,0.266285411,0.115117892,0.02
26,268.61,268.61,268.62,268.6,342000,0.258841757,0.095700416,-0.01
26,268.61,268.6,268.62,268.6,330000,0.251887685,0.080443828,-0.01
26,268.6,268.63,268.64,268.62,390000,0.247774516,0.069348128,0.02
26,268.63,268.66,268.64,268.63,338000,0.23747977,0.05409154,0
26,268.65,268.68,268.67,268.67,444000,0.234016807,0.047156727,0.02
26,268.68,268.7,268.69,268.68,544000,0.22000493,0.030513176,0
26,268.7,268.7,268.71,268.68,504000,0.217270713,0.027739251,-0.02
26,268.7,268.69,268.7,268.68,354000,0.215255224,0.026352288,-0.02
26,268.68,268.6,268.68,268.6,608000,0.241258868,0.05963939,-0.08
26,268.6,268.6,268.57,268.55,528000,0.252289769,0.083217753,-0.05
26,268.57,268.65,268.57,268.56,704000,0.242579881,0.061026352,-0.01
26,268.61,268.63,268.61,268.6,350000,0.237691907,0.055478502,-0.01
26,268.6,268.63,268.61,268.6,326000,0.230311524,0.041608877,0
26,268.65,268.65,268.65,268.62,446000,0.2330781,0.044382802,-0.03
26,268.65,268.66,268.65,268.65,420000,0.224103249,0.036061026,0
26,268.65,268.63,268.58,268.56,424000,0.243988948,0.063800277,-0.09
26,268.57,268.57,268.39,268.35,320000,0.266703516,0.117891817,-0.22
26,268.34,268.38,268.3,268.3,564000,0.27417105,0.13592233,-0.04
26,268.38,268.38,268.31,268.37,384000,0.269378166,0.123439667,-0.01
26,268.37,268.6,268.37,268.48,502000,0.296212359,0.234396671,0.11
26,268.6,268.65,268.6,268.59,476000,0.289241056,0.194174757,-0.01
26,268.65,268.68,268.64,268.62,354000,0.290728646,0.20665742,-0.03
26,268.56,268.56,268.48,268.43,452000,0.316645718,0.309292649,-0.13
26,268.4,268.35,268.35,268.35,346000,0.323015808,0.335644938,-0.05
26,268.35,268.4,268.34,268.27,362000,0.336569344,0.39112344,-0.08
26,268.33,268.4,268.33,268.35,394000,0.333162505,0.375866852,0.02
26,268.4,268.5,268.33,268.48,564000,0.352707519,0.497919556,0.08
26,268.49,268.49,268.47,268.46,510000,0.351623358,0.488210818,-0.03
26,268.47,268.51,268.49,268.47,510000,0.336992085,0.398058252,0
26,268.46,268.52,268.52,268.46,394000,0.326297941,0.345353675,0
26,268.52,268.52,268.49,268.48,454000,0.329835581,0.363384189,-0.04
26,268.49,268.6,268.5,268.51,506000,0.325015418,0.341192788,0.02
26,268.5,268.59,268.57,268.56,412000,0.334518211,0.382801664,0.06
26,268.6,268.67,268.62,268.66,670000,0.348982803,0.470180305,0.06
26,268.61,268.69,268.69,268.58,370000,0.349123961,0.47295423,-0.03
26,268.61,268.7,268.62,268.62,428000,0.341625903,0.429958391,0.01
26,268.6,268.7,268.65,268.65,412000,0.348000135,0.46185853,0.05
26,268.68,268.68,268.58,268.58,348000,0.363552867,0.53814147,-0.1
26,268.64,268.69,268.5,268.57,350000,0.373672293,0.576976422,-0.07
26,268.6,268.6,268.58,268.54,336000,0.381132921,0.613037448,-0.06
26,268.65,268.65,268.49,268.59,442000,0.390065335,0.650485437,-0.06
26,268.6,268.6,268.47,268.6,334000,0.379884762,0.60887656,0
26,268.56,268.7,268.56,268.65,420000,0.395688986,0.660194175,0.09
26,268.66,268.68,268.52,268.52,318000,0.413213445,0.703190014,-0.14
26,268.51,268.51,268.3,268.25,478000,0.44093794,0.772538141,-0.26
27,268.26,268.38,268.18,268.18,320000,0.451189271,0.791955617,-0.08
27,268.18,268.52,268.24,268.41,390000,0.473764574,0.841886269,0.23
27,268.45,268.45,268.42,268.37,438000,0.48591374,0.861303745,-0.08
27,268.37,268.45,268.42,268.44,410000,0.494787319,0.873786408,0.07
27,268.49,268.5,268.46,268.5,458000,0.481525425,0.855755895,0.01
27,268.5,268.5,268.5,268.5,418000,0.465851502,0.832177531,0
27,268.49,268.5,268.5,268.48,358000,0.45620397,0.80998613,-0.01
27,268.48,268.5,268.48,268.5,410000,0.448615392,0.785020804,0.02
27,268.5,268.51,268.44,268.44,434000,0.454915006,0.80443828,-0.06
27,268.44,268.44,268.42,268.41,318000,0.451993042,0.794729542,-0.03
27,268.44,268.41,268.38,268.35,902000,0.477893376,0.850208044,-0.09
27,268.4,268.36,268.4,268.36,544000,0.475228363,0.846047157,-0.04
27,268.4,268.42,268.4,268.42,442000,0.465674507,0.830790569,0.02
27,268.43,268.42,268.42,268.41,358000,0.458090907,0.815533981,-0.02
27,268.44,268.45,268.41,268.41,546000,0.451388825,0.79334258,-0.03
27,268.45,268.45,268.45,268.44,794000,0.428273428,0.742024965,-0.01
27,268.45,268.42,268.4,268.41,374000,0.427192148,0.73925104,-0.04
27,268.42,268.41,268.4,268.4,344000,0.420281663,0.721220527,-0.02
27,268.4,268.4,268.37,268.35,328000,0.421481755,0.72260749,-0.05
27,268.4,268.4,268.35,268.35,352000,0.422694432,0.72815534,-0.05
27,268.36,268.35,268.31,268.31,362000,0.423619645,0.735090153,-0.05
27,268.31,268.31,268.3,268.3,356000,0.41259467,0.700416089,-0.01
27,268.35,268.35,268.26,268.26,326000,0.422160211,0.726768377,-0.09
27,268.34,268.35,268.27,268.26,336000,0.430226341,0.746185853,-0.08
27,268.33,268.28,268.23,268.25,390000,0.439318458,0.765603329,-0.08
27,268.28,268.42,268.3,268.35,358000,0.445778579,0.779472954,0.07
27,268.35,268.35,268.32,268.25,594000,0.465014887,0.829403606,-0.1
27,268.28,268.3,268.28,268.24,640000,0.460979114,0.819694868,-0.04
27,268.24,268.33,268.25,268.33,348000,0.470622496,0.839112344,0.09
27,268.3,268.34,268.3,268.3,370000,0.455401155,0.805825243,0
27,268.33,268.33,268.33,268.33,630000,0.430199198,0.74479889,0
27,268.34,268.33,268.32,268.32,732000,0.415504887,0.712898752,-0.02
27,268.35,268.35,268.35,268.35,474000,0.398208805,0.667128988,0
27,268.35,268.38,268.33,268.35,454000,0.381915906,0.618585298,0
27,268.35,268.35,268.35,268.35,454000,0.365625028,0.550624133,0
27,268.35,268.4,268.35,268.39,376000,0.364677324,0.546463245,0.04
27,268.39,268.4,268.39,268.4,352000,0.35467293,0.507628294,0.01
27,268.38,268.46,268.44,268.42,332000,0.353526588,0.503467406,0.04
27,268.43,268.46,268.42,268.4,332000,0.34973343,0.47850208,-0.03
27,268.42,268.42,268.38,268.35,378000,0.35724045,0.518723994,-0.07
27,268.35,268.38,268.35,268.35,368000,0.343321023,0.438280166,0
27,268.36,268.36,268.35,268.35,324000,0.333641966,0.377253814,-0.01
27,268.35,268.47,268.3,268.46,322000,0.346061076,0.450762829,0.11
27,268.45,268.45,268.45,268.41,334000,0.34526983,0.443828017,-0.04
27,268.5,268.53,268.52,268.5,356000,0.331644808,0.370319001,0
27,268.52,268.49,268.5,268.45,336000,0.338832808,0.410540915,-0.07
27,268.45,268.45,268.4,268.41,360000,0.338622032,0.409153953,-0.04
27,268.42,268.55,268.5,268.53,724000,0.370049376,0.564493759,0.11
27,268.5,268.69,268.49,268.46,1244000,0.37114964,0.567267684,-0.04
27,268.69,268.69,268.7,268.64,810000,0.377487542,0.600554785,-0.05
27,268.69,268.59,268.64,268.51,494000,0.401861004,0.6740638,-0.18
27,268.6,268.69,268.6,268.6,478000,0.386219191,0.631067961,0
27,268.6,268.68,268.66,268.65,438000,0.389974226,0.649098474,0.05
27,268.65,268.7,268.57,268.6,654000,0.395394134,0.658807212,-0.05
27,268.7,268.71,268.65,268.68,404000,0.389950682,0.647711512,-0.02
27,268.7,268.75,268.7,268.7,542000,0.373356269,0.575589459,0
27,268.75,268.71,268.75,268.7,492000,0.377677795,0.601941748,-0.05
27,268.71,268.65,268.62,268.6,412000,0.393348597,0.653259362,-0.11
27,268.65,268.79,268.75,268.7,448000,0.396676416,0.6629681,0.05
27,268.79,268.8,268.8,268.74,404000,0.399786126,0.669902913,-0.05
27,268.79,268.78,268.76,268.74,356000,0.402521952,0.678224688,-0.05
27,268.76,268.76,268.78,268.75,394000,0.393613132,0.654646325,-0.01
27,268.75,268.77,268.75,268.75,1130000,0.359188183,0.524271845,0
27,268.76,268.75,268.77,268.74,608000,0.351805172,0.490984743,-0.02
27,268.74,268.75,268.76,268.72,402000,0.346944258,0.457697642,-0.02
27,268.74,268.73,268.74,268.73,466000,0.337687723,0.400832178,-0.01
27,268.73,268.73,268.74,268.71,884000,0.327855715,0.355062413,-0.02
27,268.73,268.73,268.75,268.73,1124000,0.300251626,0.25520111,0
27,268.73,268.74,268.74,268.73,970000,0.27850896,0.148404993,0
27,268.74,268.73,268.74,268.73,370000,0.272306402,0.13037448,-0.01
27,268.71,268.7,268.65,268.65,408000,0.279029747,0.152565881,-0.06
27,268.65,268.74,268.66,268.68,318000,0.278053673,0.144244105,0.03
27,268.7,268.74,268.65,268.55,424000,0.297074199,0.238557559,-0.15
27,268.6,268.72,268.57,268.52,344000,0.306071674,0.276005548,-0.08
27,268.53,268.64,268.5,268.55,318000,0.302836762,0.26074896,0.02
27,268.55,268.63,268.5,268.55,338000,0.294464514,0.228848821,0
27,268.55,268.62,268.51,268.51,322000,0.296253356,0.235783634,-0.04
27,268.65,268.74,268.69,268.63,452000,0.29284461,0.219140083,-0.02
27,268.74,268.74,268.6,268.7,320000,0.29520993,0.230235784,-0.04
28,268.7,268.79,268.7,268.74,346000,0.298036845,0.241331484,0.04
28,268.79,268.79,268.62,268.7,318000,0.309661697,0.282940361,-0.09
28,268.76,268.8,268.76,268.74,384000,0.306323006,0.278779473,-0.02
28,268.7,268.77,268.54,268.47,406000,0.328923531,0.359223301,-0.23
30,268.48,268.57,268.48,268.55,320000,0.336867218,0.395284327,0.07
30,268.59,268.65,268.58,268.63,366000,0.338440642,0.40776699,0.04
30,268.64,268.65,268.61,268.61,372000,0.33689365,0.39667129,-0.03
30,268.6,268.7,268.6,268.66,320000,0.342575938,0.432732316,0.06
30,268.7,268.72,268.7,268.71,322000,0.335528811,0.386962552,0.01
30,268.72,268.77,268.74,268.74,352000,0.330940799,0.367545076,0.02
30,268.76,268.77,268.75,268.75,492000,0.320513863,0.321775312,-0.01
30,268.76,268.8,268.76,268.78,582000,0.313919755,0.295423024,0.02
30,268.8,268.8,268.8,268.8,344000,0.30346367,0.267683773,0
30,268.81,268.79,268.81,268.79,344000,0.298964928,0.245492372,-0.02
30,268.79,268.8,268.77,268.78,522000,0.28867312,0.191400832,-0.01
30,268.81,268.8,268.81,268.79,454000,0.283757904,0.171983356,-0.02
30,268.8,268.8,268.8,268.78,420000,0.278930401,0.151178918,-0.02
30,268.78,268.79,268.78,268.78,374000,0.26782198,0.122052705,0
30,268.78,268.81,268.77,268.81,318000,0.266724367,0.119278779,0.03
30,268.81,268.85,268.82,268.85,426000,0.270275557,0.127600555,0.04
30,268.81,268.82,268.81,268.82,328000,0.264153584,0.106796117,0.01
30,268.82,268.84,268.81,268.79,472000,0.264849353,0.109570042,-0.03
30,268.8,268.79,268.77,268.76,458000,0.270041346,0.12482663,-0.04
30,268.77,268.77,268.7,268.66,350000,0.288418731,0.188626907,-0.11
30,268.66,268.67,268.65,268.65,330000,0.282858868,0.165048544,-0.01
30,268.65,268.68,268.66,268.65,638000,0.266460606,0.116504854,0
30,268.68,268.74,268.68,268.7,330000,0.264426206,0.108183079,0.02
30,268.7,268.74,268.7,268.7,486000,0.252030475,0.081830791,0
30,268.7,268.7,268.69,268.68,372000,0.249840422,0.07628294,-0.02
30,268.68,268.68,268.6,268.67,346000,0.244923153,0.066574202,-0.01
30,268.67,268.68,268.65,268.66,340000,0.240287387,0.056865465,-0.01
30,268.66,268.68,268.66,268.65,398000,0.235086262,0.049930652,-0.01
30,268.65,268.66,268.64,268.64,384000,0.230283869,0.040221914,-0.01
30,268.65,268.66,268.62,268.62,578000,0.234072652,0.048543689,-0.03
30,268.65,268.65,268.62,268.62,344000,0.235779865,0.051317614,-0.03
30,268.63,268.66,268.63,268.64,488000,0.229024565,0.038834951,0.01
30,268.68,268.66,268.65,268.65,374000,0.230912773,0.042995839,-0.03
30,268.64,268.65,268.64,268.64,374000,0.221767275,0.033287101,0
30,268.62,268.64,268.62,268.51,506000,0.2509966,0.079056865,-0.11
30,268.55,268.55,268.53,268.5,494000,0.260805394,0.099861304,-0.05
30,268.53,268.58,268.53,268.55,472000,0.256958104,0.090152566,0.02
30,268.57,268.58,268.55,268.58,534000,0.247792394,0.07073509,0.01
30,268.58,268.6,268.57,268.54,336000,0.250972299,0.077669903,-0.04
30,268.6,268.66,268.6,268.61,622000,0.241124103,0.058252427,0.01
30,268.61,268.61,268.6,268.6,490000,0.233939781,0.045769764,-0.01
30,268.6,268.64,268.61,268.6,386000,0.224853162,0.037447989,0
30,268.6,268.6,268.55,268.51,540000,0.249652007,0.073509015,-0.09
30,268.5,268.49,268.51,268.46,346000,0.253430292,0.084604716,-0.04
30,268.45,268.37,268.38,268.29,1048000,0.316716608,0.310679612,-0.16
30,268.35,268.28,268.35,268.28,378000,0.327448682,0.350901526,-0.07
30,268.28,268.3,268.3,268.28,582000,0.311853019,0.289875173,0
30,268.3,268.33,268.32,268.3,398000,0.301695486,0.257975035,0
30,268.33,268.38,268.33,268.37,348000,0.304960926,0.269070735,0.04
30,268.37,268.37,268.34,268.3,322000,0.314657297,0.300970874,-0.07
30,268.3,268.7,268.34,268.65,344000,0.336597833,0.392510402,0.35
30,268.67,268.68,268.45,268.65,372000,0.334036869,0.381414702,-0.02
30,268.61,268.7,268.58,268.59,322000,0.332149312,0.371705964,-0.02
30,268.7,268.71,268.7,268.71,332000,0.32716847,0.349514563,0.01
30,268.68,268.7,268.6,268.69,456000,0.319918121,0.319001387,0.01
30,268.69,268.69,268.7,268.67,354000,0.317901832,0.314840499,-0.02
30,268.68,268.7,268.7,268.67,424000,0.311292691,0.288488211,-0.01
30,268.69,268.7,268.7,268.69,326000,0.303425273,0.26629681,0
30,268.69,268.7,268.73,268.69,488000,0.291137994,0.210818308,0
30,268.7,268.72,268.55,268.68,330000,0.289213449,0.192787795,-0.02
30,268.71,268.71,268.67,268.68,324000,0.290207933,0.199722607,-0.03
