,,open,high,low,close,,time,,vpin,cdfvpin,diff,date,,,,
5683,27,268.45,268.75,267.01,268.75,9.56E+05,69,0,0.16298,0.13581,0.3,2018/7/27 15:24,,,,
5753,30,268.76,268.8,268.75,268.75,1.04E+06,9,0,0.15743,0.1214,-0.01,2018/7/30 9:22,,,,
5763,30,268.75,268.81,268.76,268.8,1.04E+06,13,0,0.15645,0.11863,0.05,2018/7/30 9:33,,,,
5777,30,268.8,268.85,268.8,268.83,9.87E+05,20,0,0.15364,0.11142,0.03,2018/7/30 9:49,,,,
5798,30,268.85,268.9,268.83,268.85,1.12E+06,26,0,0.14683,0.096452,0,2018/7/30 10:11,,,,
5825,30,268.85,268.85,268.85,268.85,9.68E+05,2,0,0.141,0.080931,0,2018/7/30 10:46,,,,
5828,30,268.85,268.83,268.71,268.75,9.87E+05,13,0,0.14644,0.095898,-0.1,2018/7/30 10:50,,,,
5842,30,268.7,268.75,268.7,268.7,9.51E+05,14,0,0.14122,0.083149,0,2018/7/30 11:04,,,,
5857,30,268.72,268.78,268.72,268.73,9.89E+05,14,0,0.13685,0.074834,0.01,2018/7/30 11:24,,,,
5872,30,268.75,268.77,268.71,268.76,9.60E+05,9,0,0.13262,0.067627,0.01,2018/7/30 13:42,,,,
5882,30,268.76,268.78,268.73,268.73,9.78E+05,13,0,0.13057,0.064302,-0.03,2018/7/30 13:52,,,,
5896,30,268.73,268.74,268.56,268.6,9.76E+05,33,0,0.13894,0.075388,-0.13,2018/7/30 14:08,,,,
5930,30,268.63,268.8,267.11,268.1,9.52E+05,43,0,0.16837,0.15188,-0.53,2018/7/30 14:50,,,,
5974,30,268.15,268.8,268.15,268.6,9.61E+05,56,0,0.19579,0.26552,0.45,2018/7/30 20:23,,,,
6031,31,268.6,268.67,268.55,268.6,9.65E+05,35,0,0.18905,0.23282,0,2018/7/31 9:40,,,,
6067,31,268.61,268.68,268.6,268.66,9.48E+05,41,0,0.1879,0.22561,0.05,2018/7/31 10:34,,,,
6109,31,268.67,268.72,268.65,268.69,9.49E+05,20,0,0.1838,0.20787,0.02,2018/7/31 13:37,,,,
6130,31,268.69,268.71,268.58,268.65,9.59E+05,26,0,0.18177,0.19845,-0.04,2018/7/31 14:04,,,,
6157,31,268.66,268.84,268.65,268.64,9.44E+05,36,0,0.17757,0.18348,-0.02,2018/7/31 14:40,,,,
6194,31,268.64,268.69,267.81,268.32,9.55E+05,96,0,0.19959,0.28825,-0.32,2018/7/31 15:28,,,,
6291,1,268.35,268.4,268.02,268.1,9.85E+05,21,0,0.21729,0.36419,-0.25,2018/8/1 9:47,,,,
6313,1,268.16,268.36,268.2,268.35,2.15E+06,23,0,0.24215,0.4684,0.19,2018/8/1 10:11,,,,
6337,1,268.35,268.44,268.35,268.43,1.18E+06,7,0,0.24318,0.47284,0.08,2018/8/1 10:40,,,,
6345,1,268.43,268.47,268.43,268.46,1.01E+06,5,0,0.23887,0.45011,0.03,2018/8/1 10:48,,,,
6351,1,268.5,268.51,268.5,268.5,1.49E+06,4,0,0.22725,0.40355,0,2018/8/1 10:54,,,,
6356,1,268.5,268.6,268.51,268.57,1.76E+06,6,0,0.227,0.40244,0.07,2018/8/1 10:59,,,,
6363,1,268.6,268.6,268.6,268.57,1.10E+06,1,0,0.22281,0.38858,-0.03,2018/8/1 11:06,,,,
6365,1,268.6,268.6,268.6,268.6,1.24E+06,0,0,0.21423,0.35089,0,2018/8/1 11:08,,,,
6366,1,268.57,268.67,268.6,268.65,9.55E+05,6,0,0.21576,0.35865,0.08,2018/8/1 11:09,,,,
6373,1,268.65,268.65,268.65,268.57,2.13E+06,3,0,0.21787,0.36585,-0.08,2018/8/1 11:19,,,,
6377,1,268.65,268.65,268.6,268.56,1.24E+06,7,0,0.22054,0.3786,-0.09,2018/8/1 11:23,,,,
6385,1,268.6,268.6,268.6,268.6,1.13E+06,2,0,0.21285,0.34479,0,2018/8/1 13:32,,,,
6388,1,268.6,268.61,268.6,268.56,9.57E+05,7,0,0.21029,0.33149,-0.04,2018/8/1 13:35,,,,
6396,1,268.56,268.65,268.43,268.65,1.02E+06,15,0,0.21281,0.34424,0.09,2018/8/1 13:44,,,,
6412,1,268.66,268.7,268.55,268.55,9.76E+05,13,0,0.21703,0.36364,-0.11,2018/8/1 14:03,,,,
6426,1,268.55,268.65,268.58,268.65,1.16E+06,12,0,0.22057,0.37916,0.1,2018/8/1 14:20,,,,
6439,1,268.66,268.7,268.66,268.67,9.57E+05,5,0,0.21509,0.35532,0.01,2018/8/1 14:34,,,,
6445,1,268.7,268.72,268.62,268.63,9.70E+05,20,0,0.21535,0.35754,-0.07,2018/8/1 14:40,,,,
6466,1,268.65,268.63,268.21,268.31,9.68E+05,21,0,0.23536,0.43404,-0.34,2018/8/1 15:05,,,,
6488,1,268.31,268.6,267.99,267.99,9.50E+05,93,0,0.25379,0.53603,-0.32,2018/8/1 20:04,,,,
6582,2,268,268,267.93,268,1.03E+06,30,0,0.24573,0.48725,0,2018/8/2 9:39,,,,
6613,2,268,268.1,267.99,268,9.47E+05,31,0,0.2384,0.44845,0,2018/8/2 10:15,,,,
6645,2,268,268.2,267.96,268.19,1.17E+06,43,0,0.25036,0.51109,0.19,2018/8/2 10:54,,,,
6689,2,268.19,268.19,268,268.06,1.01E+06,27,0,0.25532,0.54656,-0.13,2018/8/2 14:04,,,,
6717,2,268.06,268.1,267.91,267.9,1.00E+06,31,0,0.26274,0.59146,-0.16,2018/8/2 14:42,,,,
6749,2,267.9,268.18,267,267.65,1.03E+06,79,0,0.27745,0.68348,-0.25,2018/8/2 15:23,,,,
6829,3,267.7,267.7,267.53,267.62,9.63E+05,26,0,0.27687,0.67905,-0.08,2018/8/3 9:44,,,,
6856,3,267.6,267.63,267.58,267.6,9.90E+05,14,0,0.26797,0.62306,0,2018/8/3 10:22,,,,
6871,3,267.6,267.73,267.6,267.65,9.64E+05,17,0,0.26436,0.6031,0.05,2018/8/3 10:39,,,,
6889,3,267.65,267.71,267.61,267.71,9.69E+05,29,0,0.26164,0.58758,0.06,2018/8/3 11:03,,,,
6919,3,267.71,267.75,267.71,267.68,1.43E+06,8,0,0.2532,0.53326,-0.03,2018/8/3 13:50,,,,
6928,3,267.68,267.71,267.65,267.66,9.84E+05,22,0,0.24698,0.49335,-0.02,2018/8/3 13:59,,,,
6951,3,267.66,267.63,267.6,267.6,1.05E+06,13,0,0.24457,0.4806,-0.06,2018/8/3 14:29,,,,
6965,3,267.6,267.8,267.2,267,1.12E+06,38,0,0.27405,0.66353,-0.6,2018/8/3 14:43,,,,
7004,3,267.2,268.4,267.15,267.65,9.82E+05,57,0,0.29684,0.79268,0.45,2018/8/3 20:01,,,,
7062,6,267.8,267.95,267.8,267.88,9.64E+05,15,0,0.29545,0.78326,0.08,2018/8/6 9:06,,,,
7078,6,267.88,267.75,267.55,267.75,9.57E+05,55,0,0.2986,0.80432,-0.13,2018/8/6 9:33,,,,
7134,6,267.75,267.88,267.73,267.82,1.04E+06,19,0,0.29575,0.78603,0.07,2018/8/6 10:42,,,,
7154,6,267.85,267.89,267.65,267.63,9.79E+05,21,0,0.3064,0.83592,-0.22,2018/8/6 11:13,,,,
7176,6,267.64,267.76,267.64,267.74,9.49E+05,19,0,0.30624,0.83426,0.1,2018/8/6 13:37,,,,
7196,6,267.75,267.76,267.72,267.72,9.45E+05,9,0,0.29902,0.80654,-0.03,2018/8/6 13:58,,,,
7206,6,267.72,267.74,267.58,267.56,9.53E+05,19,0,0.30414,0.82816,-0.16,2018/8/6 14:08,,,,
7226,6,267.58,267.8,267.58,267.76,1.03E+06,28,0,0.31147,0.85255,0.18,2018/8/6 14:30,,,,
7255,6,267.79,267.83,267.4,266,1.00E+06,25,0,0.33801,0.92184,-1.79,2018/8/6 15:04,,,,
7281,6,267.5,267.74,267.08,267.35,1.19E+06,98,0,0.34331,0.93404,-0.15,2018/8/6 20:01,,,,
7380,7,267.35,267.44,267.35,267.4,9.47E+05,20,0,0.33807,0.92239,0.05,2018/8/7 10:04,,,,
7401,7,267.45,267.47,267.39,267.4,1.03E+06,19,0,0.33215,0.90355,-0.05,2018/8/7 10:26,,,,
7421,7,267.42,267.52,267.42,267.48,9.75E+05,14,0,0.32761,0.89468,0.06,2018/8/7 10:47,,,,
7436,7,267.49,267.52,267.5,267.51,9.56E+05,5,0,0.31894,0.87306,0.02,2018/8/7 11:03,,,,
7442,7,267.52,267.57,267.5,267.5,9.58E+05,15,0,0.31016,0.84978,-0.02,2018/8/7 11:09,,,,
7458,7,267.49,267.7,267.44,267.7,9.49E+05,39,0,0.31995,0.87694,0.21,2018/8/7 11:25,,,,
7498,7,267.7,267.75,267.68,267.7,9.62E+05,12,0,0.30947,0.84756,0,2018/8/7 14:11,,,,
7511,7,267.7,267.75,267.69,267.73,9.65E+05,26,0,0.30266,0.82206,0.03,2018/8/7 14:26,,,,
7538,7,267.73,267.75,267.61,267.6,9.65E+05,21,0,0.30627,0.83481,-0.13,2018/8/7 14:55,,,,
7560,7,267.6,267.75,266.5,266.5,9.83E+05,133,0,0.33398,0.91075,-1.1,2018/8/7 15:19,,,,
7694,8,266.5,266.71,266.49,266.5,9.53E+05,25,0,0.32304,0.88525,0,2018/8/8 9:10,,,,
7720,8,266.6,266.86,266.6,266.85,1.02E+06,31,0,0.33668,0.91962,0.25,2018/8/8 9:42,,,,
7752,8,266.86,267,266.86,267,1.36E+06,26,0,0.3407,0.92794,0.14,2018/8/8 10:21,,,,
7779,8,267.01,267.08,267.01,267.05,1.02E+06,10,0,0.33285,0.90632,0.04,2018/8/8 10:49,,,,
7790,8,267.06,267.1,267.06,267.08,1.14E+06,8,0,0.32156,0.88193,0.02,2018/8/8 11:01,,,,
7799,8,267.1,267.19,267.06,267.15,1.01E+06,24,0,0.31509,0.86197,0.05,2018/8/8 11:10,,,,
7824,8,267.19,267.17,267.06,267.06,1.02E+06,17,0,0.31724,0.86863,-0.13,2018/8/8 13:45,,,,
7842,8,267.06,267.2,267.06,267.2,1.08E+06,8,0,0.32027,0.87805,0.14,2018/8/8 14:06,,,,
7851,8,267.21,267.19,267.08,267.07,9.52E+05,9,0,0.32273,0.8847,-0.14,2018/8/8 14:16,,,,
7861,8,267.08,267.11,267.08,267.1,9.48E+05,8,0,0.31292,0.85588,0.02,2018/8/8 14:27,,,,
7870,8,267.1,267.1,267.07,267.07,9.77E+05,11,0,0.30407,0.82705,-0.03,2018/8/8 14:38,,,,
7882,8,267.08,267.15,267.01,267.05,9.47E+05,32,0,0.29559,0.78437,-0.03,2018/8/8 14:51,,,,
7915,8,267.22,267.25,266.51,267,9.73E+05,75,0,0.30535,0.83093,-0.22,2018/8/8 15:29,,,,
7991,9,267,267.2,267,267.1,9.80E+05,27,0,0.30376,0.82539,0.1,2018/8/9 9:28,,,,
8019,9,267.15,267.2,267.09,267.1,9.65E+05,25,0,0.2973,0.79601,-0.05,2018/8/9 10:00,,,,
8045,9,267.11,267.14,267.08,267.1,9.84E+05,33,0,0.28672,0.7367,-0.01,2018/8/9 10:31,,,,
8079,9,267.09,267.3,266.95,267.3,9.80E+05,43,0,0.2963,0.78825,0.21,2018/8/9 11:12,,,,
8123,9,267.3,267.34,267.25,267.25,9.71E+05,15,0,0.28977,0.75277,-0.05,2018/8/9 14:11,,,,
8139,9,267.25,267.36,267.3,267.26,9.44E+05,10,0,0.27939,0.69678,0.01,2018/8/9 14:35,,,,
8150,9,267.26,267.26,267.11,267.11,9.44E+05,29,0,0.28356,0.71785,-0.15,2018/8/9 14:46,,,,
8180,9,267.15,267.38,266.31,267.3,9.47E+05,55,0,0.28779,0.74169,0.15,2018/8/9 15:25,,,,
8236,10,267.38,267.38,267.3,267.3,9.90E+05,21,0,0.28518,0.7245,-0.08,2018/8/10 9:22,,,,
8258,10,267.3,267.31,267.3,267.3,9.84E+05,13,0,0.27366,0.66186,0,2018/8/10 9:48,,,,
8272,10,267.3,267.37,267.3,267.35,9.91E+05,16,0,0.26771,0.62029,0.05,2018/8/10 10:04,,,,
8289,10,267.33,267.37,267.33,267.34,1.12E+06,17,0,0.25605,0.55044,0.01,2018/8/10 10:24,,,,
8307,10,267.35,267.36,267.19,267.29,1.01E+06,36,0,0.25131,0.51718,-0.06,2018/8/10 10:49,,,,
8344,10,267.31,267.31,267.18,267.1,9.70E+05,17,0,0.26118,0.58647,-0.21,2018/8/10 13:41,,,,
8362,10,267.11,267.07,266.95,267,1.24E+06,26,0,0.26188,0.58925,-0.11,2018/8/10 14:01,,,,
8389,10,267.01,267.1,267.02,267.1,9.96E+05,21,0,0.25987,0.5765,0.09,2018/8/10 14:30,,,,
8411,10,267.14,268,266.95,267.85,9.60E+05,66,0,0.28594,0.73115,0.71,2018/8/10 15:03,,,,
8478,13,267.88,268,267.85,267.98,9.46E+05,24,0,0.28556,0.72783,0.1,2018/8/13 9:08,,,,
8503,13,268,268.08,267.95,267.95,9.74E+05,20,0,0.2798,0.70067,-0.05,2018/8/13 9:42,,,,
8524,13,267.95,268,267.92,267.87,9.61E+05,15,0,0.27745,0.68404,-0.08,2018/8/13 10:08,,,,
8540,13,267.9,267.95,267.89,267.93,9.68E+05,16,0,0.26964,0.63248,0.03,2018/8/13 10:25,,,,
8557,13,267.91,267.95,267.91,267.91,9.50E+05,15,0,0.25905,0.57095,0,2018/8/13 10:42,,,,
8573,13,267.93,267.95,267.91,267.91,1.02E+06,19,0,0.2503,0.51053,-0.02,2018/8/13 11:01,,,,
8593,13,267.91,267.95,267.9,267.93,1.01E+06,15,0,0.24167,0.46508,0.02,2018/8/13 11:23,,,,
8609,13,267.93,267.94,267.92,267.92,1.01E+06,8,0,0.2322,0.42406,-0.01,2018/8/13 13:44,,,,
8618,13,267.92,268.01,267.93,267.98,1.18E+06,10,0,0.22842,0.40909,0.06,2018/8/13 13:53,,,,
8629,13,267.98,268.02,267.96,267.95,1.11E+06,11,0,0.22178,0.38359,-0.03,2018/8/13 14:04,,,,
8641,13,267.92,267.95,267.9,267.93,9.46E+05,16,0,0.21416,0.35033,0.01,2018/8/13 14:16,,,,
8658,13,267.93,267.9,265.7,265.8,9.45E+05,163,0,0.24242,0.47007,-2.13,2018/8/13 14:40,,,,
8822,14,265.81,265.85,265.56,265.7,1.02E+06,30,0,0.24492,0.48392,-0.11,2018/8/14 9:12,,,,
8853,14,265.71,265.82,265.7,265.75,9.93E+05,24,0,0.23964,0.45455,0.04,2018/8/14 9:43,,,,
8878,14,265.75,265.76,265.75,265.73,9.75E+05,11,0,0.23221,0.42461,-0.02,2018/8/14 10:12,,,,
8890,14,265.75,265.75,265.75,265.75,1.01E+06,5,0,0.2222,0.38581,0,2018/8/14 10:24,,,,
8896,14,265.75,265.75,265.75,265.74,1.11E+06,3,0,0.21306,0.34534,-0.01,2018/8/14 10:30,,,,
8900,14,265.75,265.87,265.75,265.8,1.02E+06,17,0,0.2092,0.32761,0.05,2018/8/14 10:34,,,,
8918,14,265.81,265.83,265.58,265.55,9.73E+05,36,0,0.22485,0.39246,-0.26,2018/8/14 10:52,,,,
8955,14,265.55,265.55,265.5,265.51,1.10E+06,17,0,0.21929,0.37251,-0.04,2018/8/14 13:35,,,,
8973,14,265.55,265.7,265.55,265.61,1.09E+06,20,0,0.21689,0.36308,0.06,2018/8/14 13:53,,,,
8994,14,265.65,265.66,265.5,265.47,1.39E+06,31,0,0.23063,0.41907,-0.18,2018/8/14 14:14,,,,
9026,14,265.5,265.55,265.5,265.5,1.26E+06,8,0,0.21953,0.37361,0,2018/8/14 14:49,,,,
9035,14,265.5,265.55,265.5,265.53,9.50E+05,4,0,0.21463,0.35421,0.03,2018/8/14 14:58,,,,
9040,14,265.55,266.25,265.1,265.55,9.76E+05,100,0,0.20636,0.31707,0,2018/8/14 15:06,,,,
9141,15,265.55,265.55,265.33,265.3,9.83E+05,29,0,0.22188,0.38415,-0.25,2018/8/15 9:15,,,,
9171,15,265.31,265.41,265.28,265.3,9.70E+05,37,0,0.21438,0.352,-0.01,2018/8/15 9:49,,,,
9209,15,265.3,265.3,265.01,265.17,1.09E+06,19,0,0.2202,0.37694,-0.13,2018/8/15 10:35,,,,
9229,15,265.17,265.2,265.02,265.2,9.45E+05,26,0,0.21524,0.35643,0.03,2018/8/15 10:56,,,,
9256,15,265.21,265.3,265.06,265.04,9.64E+05,33,0,0.22428,0.3908,-0.17,2018/8/15 11:26,,,,
9290,15,265.02,265.05,264.84,264.9,9.51E+05,46,0,0.22834,0.40854,-0.12,2018/8/15 14:01,,,,
9337,15,264.93,265.1,264.93,264.95,1.05E+06,22,0,0.22142,0.38082,0.02,2018/8/15 14:55,,,,
9360,15,265,265.3,260.88,260.9,9.72E+05,144,0,0.24997,0.50887,-4.1,2018/8/15 15:23,,,,
9505,16,261.01,261.35,260.79,261.21,9.53E+05,35,0,0.2608,0.58204,0.2,2018/8/16 9:14,,,,
9541,16,261.21,261.6,261.15,261.4,9.54E+05,19,0,0.27068,0.64357,0.19,2018/8/16 9:50,,,,
9561,16,261.6,261.83,261.51,261.8,9.58E+05,21,0,0.28121,0.70621,0.2,2018/8/16 10:12,,,,
9583,16,261.8,261.9,261.81,261.9,1.16E+06,6,0,0.2822,0.71064,0.1,2018/8/16 10:34,,,,
9590,16,261.9,261.96,261.8,261.86,9.95E+05,20,0,0.27693,0.6796,-0.04,2018/8/16 10:41,,,,
9611,16,261.86,261.86,261.85,261.84,9.62E+05,2,0,0.26974,0.63359,-0.02,2018/8/16 11:06,,,,
9614,16,261.84,261.85,261.5,261.53,1.01E+06,23,0,0.28873,0.74778,-0.31,2018/8/16 11:09,,,,
9638,16,261.55,261.9,261.56,261.88,9.76E+05,11,0,0.30794,0.84424,0.33,2018/8/16 13:34,,,,
9650,16,261.9,261.93,261.82,261.81,9.62E+05,12,0,0.30762,0.84313,-0.09,2018/8/16 13:46,,,,
9663,16,261.81,261.85,261.67,261.73,9.71E+05,33,0,0.30623,0.8337,-0.08,2018/8/16 14:01,,,,
9697,16,261.74,261.92,261.75,261.91,1.01E+06,18,0,0.31375,0.85809,0.17,2018/8/16 14:36,,,,
9716,16,261.93,262.2,261.93,262.16,1.02E+06,18,0,0.32632,0.89191,0.23,2018/8/16 14:58,,,,
9735,16,262.2,262.8,261.41,261.5,1.05E+06,131,0,0.35444,0.95122,-0.7,2018/8/16 15:18,,,,
9867,17,261.5,261.65,261.49,261.52,9.87E+05,19,0,0.34496,0.93681,0.02,2018/8/17 9:19,,,,
9887,17,261.55,261.82,261.59,261.82,9.88E+05,32,0,0.35943,0.95843,0.27,2018/8/17 9:42,,,,
9920,17,261.85,261.9,261.82,261.86,9.96E+05,14,0,0.3488,0.94457,0.01,2018/8/17 10:20,,,,
9935,17,261.9,261.95,261.88,261.94,9.58E+05,14,0,0.34202,0.93182,0.04,2018/8/17 10:37,,,,
9950,17,261.95,261.94,261.92,261.93,1.03E+06,6,0,0.33296,0.90687,-0.02,2018/8/17 10:53,,,,
9957,17,261.94,261.99,261.75,261.75,9.48E+05,34,0,0.34165,0.9296,-0.19,2018/8/17 11:00,,,,
9992,17,261.75,261.82,261.71,261.8,9.78E+05,14,0,0.33632,0.91851,0.05,2018/8/17 13:38,,,,
10007,17,261.81,261.8,261.7,261.66,1.09E+06,11,0,0.3417,0.93016,-0.15,2018/8/17 13:53,,,,
10019,17,261.66,261.7,261.6,261.58,9.45E+05,23,0,0.33956,0.92572,-0.08,2018/8/17 14:05,,,,
10043,17,261.61,261.62,261.53,261.55,1.02E+06,34,0,0.33466,0.91408,-0.06,2018/8/17 14:29,,,,
10078,17,261.57,262,261,262,9.46E+05,47,0,0.35637,0.95565,0.43,2018/8/17 15:16,,,,
10126,17,262,262.34,261.85,262.3,9.68E+05,62,0,0.37208,0.97339,0.3,2018/8/17 21:32,,,,
10189,20,262.35,262.5,262.3,262.48,9.68E+05,34,0,0.37358,0.97561,0.13,2018/8/20 9:11,,,,
10224,20,262.48,262.63,262.5,262.6,1.04E+06,21,0,0.3738,0.97616,0.12,2018/8/20 9:53,,,,
10246,20,262.63,262.7,262.63,262.67,9.92E+05,19,0,0.36523,0.96785,0.04,2018/8/20 10:16,,,,
10266,20,262.67,262.7,262.63,262.69,9.71E+05,17,0,0.35458,0.95177,0.02,2018/8/20 10:38,,,,
10284,20,262.72,262.78,262.6,262.68,9.47E+05,34,0,0.34702,0.94069,-0.04,2018/8/20 10:59,,,,
10319,20,262.68,262.7,262.65,262.69,1.13E+06,12,0,0.33412,0.91186,0.01,2018/8/20 13:40,,,,
10332,20,262.7,262.8,262.7,262.8,1.16E+06,20,0,0.33265,0.90521,0.1,2018/8/20 13:53,,,,
10353,20,262.8,262.86,262.85,262.8,9.44E+05,6,0,0.32092,0.87916,0,2018/8/20 14:15,,,,
10360,20,262.8,262.84,262.76,262.8,1.23E+06,12,0,0.30568,0.83204,0,2018/8/20 14:23,,,,
10373,20,262.8,262.88,262.81,262.87,9.62E+05,8,0,0.30131,0.81541,0.07,2018/8/20 14:37,,,,
10382,20,262.88,263.05,262.9,262.97,1.01E+06,19,0,0.29886,0.80599,0.09,2018/8/20 14:46,,,,
10402,20,262.97,263.03,262.94,262.99,1.13E+06,10,0,0.28781,0.74224,0.02,2018/8/20 15:06,,,,
10413,20,263,263.16,263.01,263.15,1.40E+06,7,0,0.29376,0.77716,0.15,2018/8/20 15:17,,,,
10421,20,263.15,263.69,262.81,263.6,9.51E+05,115,0,0.31487,0.86086,0.45,2018/8/20 15:25,,,,
10537,21,263.6,263.78,263.58,263.78,9.72E+05,24,0,0.32105,0.88027,0.18,2018/8/21 9:47,,,,
10562,21,263.78,263.8,263.7,263.8,9.63E+05,14,0,0.31086,0.852,0.02,2018/8/21 10:19,,,,
10577,21,263.8,263.9,263.8,263.88,9.88E+05,13,0,0.30693,0.83758,0.08,2018/8/21 10:34,,,,
10591,21,263.88,263.95,263.88,263.95,9.52E+05,9,0,0.30189,0.81984,0.07,2018/8/21 10:49,,,,
10601,21,263.94,264,263.95,263.98,9.57E+05,12,0,0.29399,0.77882,0.04,2018/8/21 10:59,,,,
10614,21,263.98,264.35,263.98,264.31,1.10E+06,28,0,0.31278,0.85477,0.33,2018/8/21 11:13,,,,
10643,21,264.36,264.36,264.35,264.36,1.28E+06,6,0,0.29656,0.79102,0,2018/8/21 13:48,,,,
10650,21,264.36,264.43,264.36,264.35,9.97E+05,4,0,0.2849,0.72339,-0.01,2018/8/21 13:55,,,,
10655,21,264.35,264.55,264.35,264.4,9.60E+05,11,0,0.27813,0.68792,0.05,2018/8/21 14:00,,,,
10667,21,264.4,264.54,264.4,264.45,1.21E+06,15,0,0.2703,0.6408,0.05,2018/8/21 14:12,,,,
10683,21,264.47,264.54,264.45,264.45,1.01E+06,17,0,0.26011,0.57816,-0.02,2018/8/21 14:29,,,,
10701,21,264.45,264.42,264.4,264.4,1.07E+06,5,0,0.25366,0.53548,-0.05,2018/8/21 14:47,,,,
10707,21,264.44,264.5,264.45,264.47,9.90E+05,13,0,0.24566,0.4867,0.03,2018/8/21 14:53,,,,
10721,21,264.5,264.51,264.48,264.45,1.08E+06,6,0,0.23981,0.4551,-0.05,2018/8/21 15:07,,,,
10728,21,264.45,264.49,264.36,264.36,9.49E+05,14,0,0.23875,0.449,-0.09,2018/8/21 15:14,,,,
10743,21,264.4,264.53,263.1,264.46,9.86E+05,99,0,0.23459,0.43182,0.06,2018/8/21 15:29,,,,
10843,22,264.46,264.5,264.31,264.35,1.03E+06,17,0,0.23568,0.4357,-0.11,2018/8/22 9:22,,,,
10861,22,264.37,264.62,264.38,264.61,9.74E+05,22,0,0.2478,0.50166,0.24,2018/8/22 9:43,,,,
10884,22,264.61,264.65,264.59,264.58,9.55E+05,11,0,0.24046,0.46009,-0.03,2018/8/22 10:11,,,,
10896,22,264.58,264.6,264.53,264.5,1.00E+06,18,0,0.23878,0.44956,-0.08,2018/8/22 10:23,,,,
10915,22,264.5,264.55,264.5,264.53,9.47E+05,15,0,0.23196,0.4235,0.03,2018/8/22 10:43,,,,
10931,22,264.56,264.6,264.53,264.55,9.75E+05,16,0,0.2229,0.38914,-0.01,2018/8/22 10:59,,,,
10948,22,264.55,264.55,264.51,264.5,9.52E+05,21,0,0.21853,0.36863,-0.05,2018/8/22 11:20,,,,
10970,22,264.51,264.53,264.5,264.46,9.99E+05,9,0,0.21436,0.35144,-0.05,2018/8/22 13:46,,,,
10980,22,264.5,264.5,264.46,264.47,9.59E+05,9,0,0.20883,0.32428,-0.03,2018/8/22 13:57,,,,
10990,22,264.46,264.46,264.18,264.15,1.03E+06,21,0,0.229,0.41075,-0.31,2018/8/22 14:08,,,,
11012,22,264.17,264.17,264.06,264.15,9.50E+05,26,0,0.22239,0.38692,-0.02,2018/8/22 14:30,,,,
11039,22,264.13,264.2,264.06,264.06,9.72E+05,20,0,0.22097,0.37971,-0.07,2018/8/22 15:01,,,,
11060,22,264.06,265.17,264.01,264.57,9.48E+05,100,0,0.24654,0.49169,0.51,2018/8/22 15:24,,,,
11161,23,264.57,264.58,264.55,264.58,1.47E+06,22,0,0.23396,0.42905,0.01,2018/8/23 9:36,,,,
11184,23,264.58,264.65,264.51,264.51,1.02E+06,24,0,0.23225,0.42517,-0.07,2018/8/23 10:03,,,,
11209,23,264.5,264.55,264.46,264.53,1.02E+06,30,0,0.22602,0.398,0.03,2018/8/23 10:29,,,,
11240,23,264.55,264.7,264.55,264.65,1.04E+06,36,0,0.22782,0.40576,0.1,2018/8/23 11:02,,,,
11277,23,264.65,264.73,264.62,264.65,1.11E+06,23,0,0.21773,0.3653,0,2018/8/23 13:40,,,,
11301,23,264.66,264.73,264.68,264.69,9.61E+05,16,0,0.21219,0.34313,0.03,2018/8/23 14:09,,,,
11318,23,264.7,264.67,264.41,264.36,9.44E+05,30,0,0.23246,0.42572,-0.34,2018/8/23 14:27,,,,
11349,23,264.35,264.31,263.8,263.85,9.61E+05,8,0,0.25859,0.56763,-0.5,2018/8/23 15:02,,,,
11358,23,264.1,264.92,263.7,264.05,1.00E+06,90,0,0.2552,0.54601,-0.05,2018/8/23 15:11,,,,
11449,24,264.06,264.05,263.85,263.94,1.06E+06,32,0,0.25959,0.57317,-0.12,2018/8/24 9:19,,,,
11482,24,263.95,264.2,264.03,264.15,9.52E+05,16,0,0.27065,0.64302,0.2,2018/8/24 9:57,,,,
11499,24,264.23,264.2,264.16,264.19,1.05E+06,6,0,0.26552,0.6092,-0.04,2018/8/24 10:17,,,,
11506,24,264.19,264.2,264.1,264.08,9.44E+05,15,0,0.26811,0.62417,-0.11,2018/8/24 10:24,,,,
11522,24,264.1,264.21,264.1,264.21,9.66E+05,11,0,0.2705,0.64246,0.11,2018/8/24 10:43,,,,
11534,24,264.23,264.29,264.23,264.28,9.46E+05,17,0,0.26673,0.61308,0.05,2018/8/24 10:57,,,,
11552,24,264.28,264.55,264.26,264.45,9.44E+05,36,0,0.27459,0.66796,0.17,2018/8/24 11:15,,,,
11589,24,264.48,264.48,264.42,264.43,1.05E+06,12,0,0.2698,0.63581,-0.05,2018/8/24 13:56,,,,
11602,24,264.43,264.45,264.43,264.42,9.84E+05,8,0,0.26094,0.58315,-0.01,2018/8/24 14:11,,,,
11611,24,264.44,264.5,264.45,264.5,9.51E+05,11,0,0.25787,0.56153,0.06,2018/8/24 14:20,,,,
11623,24,264.5,264.58,264.5,264.52,9.51E+05,15,0,0.25039,0.51164,0.02,2018/8/24 14:32,,,,
11639,24,264.54,264.62,264.5,264.6,1.09E+06,14,0,0.24708,0.49557,0.06,2018/8/24 14:54,,,,
11654,24,264.62,265.49,263.61,265.4,1.33E+06,105,0,0.28588,0.73004,0.78,2018/8/24 15:09,,,,
