1,20,266.94,266.94,266.92,266.94,18946,3,0,0,0.0011287,0
10,20,266.94,266.95,266.92,266.94,28672,2,0,0,0.0011287,0
10,20,266.94,266.94,266.92,266.94,18680,0,0,0,0.0011287,0
10,20,266.94,266.94,266.92,266.94,35144,1,0,0,0.0011287,0
10,20,266.94,266.94,266.94,266.94,18616,0,0,0,0.0011287,0
10,20,266.94,266.94,266.92,266.94,24650,2,0,0,0.0011287,0
11,20,266.94,266.94,266.9,266.92,20036,4,0,0.012675,0.0015049,-0.02
11,20,266.92,266.95,266.9,266.92,25604,8,0,0.010857,0.0013168,0
11,20,266.94,266.94,266.9,266.9,24152,3,0,0.033315,0.001693,-0.04
11,20,266.9,266.92,266.85,266.92,22936,3,0,0.040217,0.0018811,0.02
11,20,266.98,267,266.9,267,28150,7,0,0.047052,0.0022573,0.02
13,20,267,267.05,267,267,22082,2,0,0.043063,0.0020692,0
13,20,267,267.04,267,267.04,31464,3,0,0.059997,0.0028217,0.04
13,20,267.01,267.01,267,267,19306,2,0,0.059373,0.0026336,-0.01
13,20,267,267.04,266.96,267.03,18012,9,0,0.064583,0.0031979,0.03
13,20,267.04,267.05,267.03,267.05,21550,2,0,0.063643,0.0030098,0.01
14,20,267.05,267.05,267.04,267.05,46436,1,0,0.055511,0.0024454,0
14,20,267.05,267.05,267,267,32018,2,0,0.071128,0.0037622,-0.05
14,20,266.96,267,266.96,266.96,18040,4,0,0.067971,0.003386,0
14,20,266.95,267,266.95,267,21596,5,0,0.077356,0.005079,0.05
14,20,266.96,266.96,266.9,266.96,20016,1,0,0.073762,0.0047028,0
14,20,266.96,266.96,266.9,266.95,25340,0,0,0.072429,0.0043266,-0.01
14,20,266.91,266.91,266.9,266.9,20006,1,0,0.07148,0.0039503,-0.01
14,20,266.91,266.91,266.9,266.9,31812,1,0,0.070036,0.0035741,-0.01
14,20,266.9,266.94,266.9,266.92,23470,1,0,0.071528,0.0041384,0.02
14,20,266.94,266.94,266.92,266.92,23018,2,0,0.072901,0.0045147,-0.02
14,20,266.92,266.92,266.85,266.85,29518,1,0,0.088453,0.0082769,-0.07
14,20,266.9,266.92,266.85,266.9,26924,4,0,0.084018,0.0063958,0
14,20,266.9,266.9,266.85,266.9,24398,2,0,0.08028,0.0056433,0
14,20,266.9,266.9,266.86,266.9,18096,2,0,0.077679,0.0052671,0
14,20,266.92,266.99,266.9,266.9,23206,6,0,0.078702,0.0054552,-0.02
14,20,266.93,266.93,266.9,266.93,18374,3,0,0.076165,0.0048909,0
14,20,266.9,267.18,266.9,267.18,21666,7,0,0.10976,0.027652,0.28
15,20,267.18,267.18,267.1,267.18,19712,9,0,0.10625,0.02295,0
15,20,267.18,267.18,267.1,267.15,22330,9,0,0.1083,0.025019,-0.03
15,20,267.15,267.8,266.6,267.66,19584,29,0,0.14013,0.14485,0.51
20,20,267.67,268.3,267.41,268.29,23504,67,0,0.17691,0.40105,0.62
9,23,268.29,268.3,268.2,268.2,20470,5,0,0.18697,0.49059,-0.09
9,23,268.2,268.3,268.1,268.3,20722,14,0,0.19838,0.58409,0.1
9,23,268.3,268.35,268.23,268.32,23986,7,0,0.19571,0.56226,0.02
9,23,268.3,268.35,268.3,268.34,18538,6,0,0.1972,0.57336,0.04
9,23,268.3,268.34,268.28,268.3,18428,18,0,0.19243,0.53612,0
10,23,268.3,268.33,268.26,268.33,18104,10,0,0.19252,0.53706,0.03
10,23,268.31,268.33,268.31,268.33,28190,1,0,0.18946,0.51223,0.02
10,23,268.33,268.33,268.3,268.33,20654,3,0,0.18423,0.46351,0
10,23,268.34,268.4,268.31,268.39,20188,7,0,0.18774,0.49699,0.05
10,23,268.37,268.4,268.36,268.4,21060,8,0,0.18781,0.49718,0.03
10,23,268.4,268.45,268.4,268.45,20046,3,0,0.19132,0.52615,0.05
10,23,268.45,268.45,268.42,268.45,30572,5,0,0.18297,0.45203,0
11,23,268.45,268.48,268.42,268.48,20026,9,0,0.18329,0.45542,0.03
11,23,268.48,268.48,268.45,268.48,22794,4,0,0.17769,0.40858,0
11,23,268.48,268.48,268.48,268.48,18216,1,0,0.17347,0.37509,0
11,23,268.48,268.5,268.48,268.5,22136,3,0,0.17175,0.36061,0.02
11,23,268.5,268.55,268.49,268.55,25712,3,0,0.17594,0.39409,0.05
13,23,268.51,268.53,268.49,268.53,25652,3,0,0.17343,0.37453,0.02
13,23,268.53,268.53,268.42,268.42,18158,6,0,0.18466,0.46746,-0.11
13,23,268.42,268.42,268.32,268.4,31504,2,0,0.18086,0.43491,-0.02
13,23,268.4,268.42,268.4,268.4,18820,5,0,0.17574,0.39127,0
13,23,268.4,268.42,268.35,268.4,18588,6,0,0.17057,0.35346,0
14,23,268.35,268.42,268.35,268.4,29924,4,0,0.17471,0.38394,0.05
14,23,268.4,268.4,268.36,268.4,18590,4,0,0.16955,0.34537,0
14,23,268.4,268.4,268.36,268.39,19078,4,0,0.16585,0.32073,-0.01
63,23,268.38,268.4,268.38,268.4,23230,2,0,0.16321,0.3006,0.02
14,23,268.4,268.4,268.39,268.4,20574,3,0,0.15741,0.25941,0
14,23,268.42,268.45,268.4,268.4,18458,5,0,0.15539,0.24567,-0.02
14,23,268.44,268.44,268.4,268.4,19434,3,0,0.15661,0.25414,-0.04
14,23,268.4,268.44,268.39,268.4,23078,6,0,0.14997,0.21125,0
14,23,268.4,268.4,268.36,268.39,22624,7,0,0.14532,0.17833,-0.01
14,23,268.39,268.4,268.39,268.4,18058,5,0,0.14161,0.15482,0.01
15,23,268.43,268.45,268.4,268.4,33410,5,0,0.14114,0.15237,-0.03
15,23,268.4,268.4,268.36,268.39,19324,2,0,0.13729,0.12867,-0.01
15,23,268.39,268.44,268.38,268.4,20802,7,0,0.13313,0.11042,0.01
15,23,268.4,268.44,268.38,268.4,18030,7,0,0.12776,0.086155,0
15,23,268.4,269,268.4,268.95,20352,15,0,0.15835,0.269,0.55
20,23,268.41,268.6,268.2,268.4,18826,58,0,0.15384,0.23495,-0.01
9,24,268.5,268.6,268.42,268.59,21622,10,0,0.1633,0.30117,0.09
9,24,268.58,268.6,268.58,268.6,27244,4,0,0.15929,0.27615,0.02
9,24,268.58,268.67,268.55,268.65,18682,11,0,0.1644,0.30982,0.07
